gene_symbol,n_diseases,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,mean_actionability,is_pediatric,is_category_a,meets_ngsr,inheritance_code,panels,pathogenic_fraction,clinical_actionability,n_pathogenic,combined_actionability,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained,acmg_sf,panelapp_CHD,panelapp_COND,panelapp_DERM,panelapp_HL,panelapp_HYPOTO,panelapp_IEM,panelapp_PULM,panelapp_REN,panelapp_SEIZ,panelapp_SK,n_panelapp_panels,combined_actionability_v2
MCFD2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,THROM,0.1298701298701298,high,18.0,0.5019480519480519,0.00042579,0.82644,1.366,-0.073825,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5019480519480519
MCOLN1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.7,high,38.0,0.8799999999999999,4.3607e-12,0.70549,0.895,2.9347,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8799999999999999
MCPH1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.3745704467353952,high,100.0,0.599828178694158,1.8376e-32,1.1203,1.342,-4.7142,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.599828178694158
MECP2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,SEIZ,0.570414201183432,high,604.0,0.8281656804733728,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8281656804733728
MED12,1,3.0,1.0,3.0,0.75,0.75,1,1,1,2.0,"SEIZ, HYPOTO",0.3191489361702128,high,74.0,0.577659574468085,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.577659574468085
MED13L,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CHD,0.6666666666666666,high,37.0,0.2916666666666667,1.0,0.017934,0.041,6.2997,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3916666666666667
MED20,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CHD,0.0,low,0.0,0.0249999999999999,9.308e-07,0.90636,1.33,1.3418,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
MED25,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,HYPOTO,0.24,high,10.0,0.121,1.489e-14,0.70498,0.874,1.2824,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.121
MEFV,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BOW, REN",0.5257352941176471,high,270.0,0.8102941176470588,2.305e-19,0.92525,1.147,-1.6136,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8602941176470589
MEGF10,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.2598425196850393,high,64.0,0.5539370078740157,1e-12,0.5817,0.707,2.0865,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5539370078740157
MEN1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,,0.64453125,high,260.0,0.8578125,1.0,0.1096,0.206,4.2012,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
MESP2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,SK,0.2444444444444444,high,22.0,0.1827777777777777,6.5022e-14,1.2424,1.656,-2.8516,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1827777777777777
MFN2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"IEM, HYPOTO",0.4243421052631579,high,93.0,0.7697368421052632,0.00056528,0.46678,0.602,3.2281,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7697368421052632
MFSD8,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.28,high,44.0,0.5619999999999999,7.5007e-11,0.76943,1.005,1.2317,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5619999999999999
MGAT2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,HYPOTO,0.2195121951219512,high,16.0,0.1728048780487804,0.012551,0.49362,0.74,0.84932,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1728048780487804
MGP,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SK,0.1904761904761904,high,10.0,0.5261904761904761,0.00063789,0.95602,1.63,0.23992,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5261904761904761
MIB1,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CM,0.2857142857142857,medium,4.0,0.1392857142857143,2.9163e-91,2.1647,1.995,2.9138,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1392857142857143
MIR96,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,HL,0.4,medium,4.0,0.185,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.185
MITF,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,"HL, DERM",0.2804878048780488,high,42.0,0.5621951219512195,0.99203,0.31754,0.482,1.0386,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6621951219512194
MKKS,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.3617021276595745,high,26.0,0.5946808510638297,9.952e-11,0.83892,1.112,0.52022,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5946808510638297
MKS1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"BIL, REN, SK",0.6521739130434783,high,110.0,0.7108695652173913,1.0926000000000002e-19,0.81219,0.991,0.89475,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7108695652173913
MLC1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SEIZ, HYPOTO",0.4032258064516129,high,34.0,0.7612903225806451,3.867e-09,0.77256,1.038,0.44593,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7612903225806451
MLH1,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,0,0,0,1.0,,0.6725978647686833,high,1600.0,0.3890391459074733,0.00086326,0.47995,0.639,1.0943,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4890391459074733
MLPH,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,DERM,0.8571428571428571,medium,2.0,0.3678571428571429,1.1798e-11,0.67662,0.856,0.59986,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3678571428571429
MLYCD,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, GLY, SEIZ",0.3050847457627119,high,36.0,0.5720338983050848,1.5305e-10,0.87142,1.165,-4.0486,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5720338983050848
MMAA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, IEM, GLY, SEIZ",0.2511627906976744,high,44.0,0.7004651162790697,9.3665e-14,0.89646,1.156,1.0218,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7004651162790697
MMAB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, IEM, GLY, SEIZ",0.2519685039370078,high,50.0,0.7007874015748031,0.00089793,0.58301,0.874,0.29256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7007874015748031
MMACHC,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, IEM, GLY, SEIZ",0.4023668639053254,high,54.0,0.7609467455621302,0.00018448,0.74351,1.162,-0.13096,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7609467455621302
MMADHC,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"THROM, IEM, GLY, SEIZ",0.4597701149425287,high,34.0,0.6339080459770114,0.00016899,0.65715,0.986,0.65634,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6339080459770114
MOCS1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.1458333333333333,high,22.0,0.5083333333333333,1.2794e-09,0.68128,0.887,0.64789,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5083333333333333
MOCS2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.392156862745098,high,34.0,0.6068627450980392,0.0032064,0.64402,1.066,0.41632,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6068627450980392
MOGS,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.3846153846153846,high,18.0,0.1788461538461538,2.6946e-10,0.663,0.85,0.86484,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1788461538461538
MPDU1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.3333333333333333,high,18.0,0.2183333333333333,1.406e-05,0.68364,0.984,0.73016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2183333333333333
MPI,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"GLY, SEIZ, HYPOTO",0.3888888888888889,high,20.0,0.6055555555555555,9.3378e-10,0.78152,1.04,0.59212,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6055555555555555
MPL,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,AN_TH,0.3661971830985915,high,42.0,0.5964788732394366,3.3404999999999996e-21,0.84093,1.022,1.7057,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5964788732394366
MPV17,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"BIL, IEM, GLY, SEIZ, HYPOTO",0.5952380952380952,high,26.0,0.6880952380952381,1.4056e-10,1.0035,1.368,0.72753,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6880952380952381
MPZ,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,HYPOTO,0.6915422885572139,high,93.0,0.8766169154228856,0.11226,0.44506,0.708,1.4841,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8766169154228856
MRPS16,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,"IEM, HYPOTO",0.2325581395348837,high,10.0,0.1180232558139534,0.22623,0.44185,0.929,0.16952,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1180232558139534
MRPS22,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"IEM, HYPOTO",0.52,high,24.0,0.293,5.5448e-07,0.67627,0.927,0.40974,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.293
MSH2,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,0,0,0,1.0,,0.7096569250317663,high,2000.0,0.4038627700127065,4.5659e-06,0.52145,0.672,-2.8782,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5038627700127065
MSH6,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,0,0,0,1.0,,0.5673207036535859,high,1529.0,0.3469282814614343,7.9694e-20,0.70125,0.841,-3.8555,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.44692828146143426
MSRB3,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,HL,0.4,high,10.0,0.185,0.0756,0.51167,0.961,0.74456,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.185
MSX2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.2333333333333333,high,21.0,0.5433333333333332,0.0093402,0.59725,1.013,0.18263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5433333333333332
MT-ND1,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,4.0,HYPOTO,0.1794871794871795,high,4.0,0.1917948717948717,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1917948717948717
MT-ND4,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,4.0,HYPOTO,0.2222222222222222,medium,2.0,0.2088888888888888,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2088888888888888
MT-ND6,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,4.0,HYPOTO,0.5555555555555556,high,8.0,0.3422222222222222,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3422222222222222
MTHFR,1,4.0,0.6,2.0,0.3999999999999999,0.3999999999999999,1,0,1,0.0,THROM,0.576530612244898,high,75.0,0.4706122448979591,1.0506e-11,0.67875,0.859,2.024,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4706122448979591
MTM1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,HYPOTO,0.8757062146892656,high,248.0,0.9502824858757062,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9502824858757062
MTO1,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,,0.2777777777777778,high,8.0,0.1361111111111111,1.7828e-10,0.64501,0.82,1.7317,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1361111111111111
MTR,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"THROM, IEM, SEIZ",0.1404011461318051,high,45.0,0.506160458452722,2.5517e-09,0.51506,0.625,3.3131,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.506160458452722
MTRR,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"THROM, IEM, SEIZ",0.25,high,31.0,0.5499999999999999,1.0409e-15,0.7518,0.932,-0.10871,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5499999999999999
MTTP,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,,0.2229299363057325,high,33.0,0.5391719745222929,6.7227e-07,0.52795,0.672,1.9465,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5391719745222929
MUC5B,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,PULM,0.0854700854700854,high,10.0,0.0591880341880341,1.0,0.34098,0.4,0.18731,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.15918803418803412
MURC,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,0,0,0,1.0,CM,,,,0.0249999999999999,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
MUSK,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.3939393939393939,high,44.0,0.6075757575757575,4.9211e-10,0.6145,0.778,1.2742,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6075757575757575
MUT,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, IEM, GLY, SEIZ",,,,0.6,,,,,,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
MUTYH,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.6431014823261118,high,474.0,0.8572405929304447,1.7396e-18,0.82989,1.022,0.92502,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9572405929304447
MVK,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.4370860927152318,high,84.0,0.6248344370860927,9.1415e-10,0.7456,0.985,2.0515,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6748344370860927
MYBPC1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,1.0,HYPOTO,0.1639344262295081,high,18.0,0.1505737704918032,0.99998,0.34026,0.433,2.6433,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2505737704918032
MYBPC3,2,4.0,0.6,2.0,0.3999999999999999,0.1999999999999999,1,0,1,1.0,CM,0.5516539440203563,high,808.0,0.4606615776081425,5.3289e-28,0.7784,0.915,0.10236,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5606615776081425
MYCN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,"REN, SK",0.6470588235294118,high,20.0,0.7088235294117646,0.99969,0.12028,0.311,0.08095,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8088235294117646
MYH11,1,3.0,0.6,2.0,0.3,0.3,1,0,1,1.0,CHD,0.3485868102288021,high,253.0,0.3194347240915208,1.0,0.3125,0.377,3.4316,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5694347240915208
MYH14,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HL,0.2580645161290322,high,96.0,0.5532258064516129,7.535e-18,0.5553,0.647,1.4521,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5532258064516129
MYH2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.3664921465968586,high,66.0,0.5965968586387433,1.56e-23,0.58427,0.673,4.7495,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5965968586387433
MYH3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,HYPOTO,0.3227848101265823,high,96.0,0.7291139240506329,9.1337e-16,0.52113,0.604,4.6656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7291139240506329
MYH6,3,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,"CM, CHD|CM",0.2016348773841962,high,147.0,0.1056539509536784,4.9721e-18,0.54615,0.634,4.1453,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1556539509536784
MYH7,7,4.0,1.0,3.0,1.0,0.419047619047619,1,1,1,1.0,"CM, COND, CHD, HYPOTO",0.4257602862254025,high,669.0,0.770304114490161,1.6832000000000001e-19,0.55621,0.644,6.8055,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.870304114490161
MYH9,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,"HL, AN_TH, REN",0.3148558758314856,high,124.0,0.5759423503325942,1.0,0.11652,0.159,6.1402,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6759423503325942
MYL2,1,3.0,0.6,2.0,0.3,0.3,1,0,1,1.0,CM,0.3333333333333333,high,64.0,0.3133333333333333,5.3978e-06,0.78852,1.157,1.1174,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.41333333333333333
MYL3,1,3.0,0.6,2.0,0.3,0.3,0,0,1,1.0,CM,0.3125,high,44.0,0.305,0.047382,0.49006,0.811,1.3298,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.405
MYLK,1,2.0,0.4,2.0,0.1333333333333333,0.1333333333333333,1,0,1,1.0,CM,0.3333333333333333,high,154.0,0.2133333333333333,1.1732e-12,0.51346,0.604,3.1672,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2633333333333333
MYLK2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,-1.0,CM,0.2439024390243902,high,40.0,0.122560975609756,0.010291,0.46062,0.635,1.5451,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.122560975609756
MYO15A,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HL,0.5632823365785814,high,359.0,0.8253129346314325,2.3858e-82,0.80881,0.889,0.29742,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8253129346314325
MYO1C,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,HL,0.1428571428571428,low,1.0,0.0821428571428571,5.5786000000000006e-24,0.70408,0.83,-0.31097,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0821428571428571
MYO1E,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,REN,1.0,medium,4.0,0.485,0.00017342,0.45267,0.557,0.71594,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.485
MYO1F,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,HL,0.0,low,0.0,0.0249999999999999,0.59942,0.40077,0.497,2.7388,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
MYO3A,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.3435582822085889,high,110.0,0.5874233128834355,2.4312e-47,0.89724,1.025,0.92427,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5874233128834355
MYO5A,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,DERM,0.2063492063492063,high,13.0,0.1675396825396825,0.9951,0.38381,0.461,5.1524,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2675396825396825
MYO6,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.3764044943820224,high,120.0,0.6005617977528089,0.97387,0.379,0.482,2.6145,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7005617977528089
MYO7A,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HL,0.5991649269311065,high,434.0,0.8396659707724425,2.4072e-62,0.8874,0.995,0.076546,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8396659707724425
MYOM1,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,0,0,0,1.0,CM,0.0858369098712446,high,20.0,0.0593347639484978,6.2664e-42,0.80564,0.92,1.389,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0593347639484978
MYOT,1,3.0,1.0,1.0,0.25,0.25,0,0,0,1.0,HYPOTO,0.4084507042253521,high,52.0,0.3133802816901408,1.1112e-06,0.66937,0.923,1.6631,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3133802816901408
MYOZ2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CM,0.1025641025641025,high,10.0,0.066025641025641,2.4744e-05,0.70428,1.033,1.3051,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.066025641025641
MYPN,2,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CM,0.1869158878504672,high,60.0,0.0997663551401868,1.1317e-05,0.4787,0.596,1.1815,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0997663551401868
NAA10,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,3.0,COND,0.7857142857142857,high,18.0,0.3992857142857142,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3992857142857142
NAA15,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CHD,0.5,low,2.0,0.225,0.99885,0.27003,0.438,2.7709,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.325
NAGA,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,IEM,0.4285714285714285,high,8.0,0.6214285714285713,5.2571e-14,0.87395,1.121,1.0663,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6214285714285713
NAGLU,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.6086956521739131,high,70.0,0.8434782608695652,2.3821e-09,0.76934,1.029,0.096459,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8434782608695652
NAGS,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.5,high,18.0,0.6499999999999999,5.5989e-11,0.88492,1.178,0.010871,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6499999999999999
NBN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,AN_TH,0.3151750972762646,high,256.0,0.5760700389105058,1.7467e-18,0.85542,1.057,0.10899,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5760700389105058
NCF1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,AN_TH,1.0,high,16.0,1.0,0.82121,0.31244,0.617,2.5881,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
