disease_id,disease_name,source
OMIM:173500,PLATELET GROUPS--Ko SYSTEM; HPA-2,OMIM
OMIM:173510,CD36 ANTIGEN; CD36,OMIM
OMIM:173511,"GLYCOPROTEIN V, PLATELET; GP5",OMIM
OMIM:173515,"GLYCOPROTEIN IX, PLATELET; GP9",OMIM
OMIM:173540,PLATELET GROUPS--Pl(E) SYSTEM,OMIM
OMIM:173560,PLATELET MEMBRANE FLUIDITY; PMF,OMIM
OMIM:173570,PLECKSTRIN; PLEK,OMIM
OMIM:173580,"PLATELET RESPONSIVENESS TO ADRENALINE, DEPRESSED",OMIM
OMIM:173610,SELECTIN P; SELP,OMIM
OMIM:173750,MOVED TO 173800 AND 157900,OMIM
OMIM:173850,POLIOVIRUS RECEPTOR; PVR,OMIM
OMIM:173865,MOVED TO 604680,OMIM
OMIM:173870,POLY(ADP-RIBOSE) POLYMERASE 1; PARP1,OMIM
OMIM:173871,MOVED TO 173870,OMIM
OMIM:173880,POLYMERIC IMMUNOGLOBULIN RECEPTOR; PIGR,OMIM
OMIM:173910,POLYCYSTIN 2; PKD2,OMIM
OMIM:174100,MOVED TO 192350,OMIM
OMIM:174750,POLYKARYOCYTOSIS INDUCER; FUSE,OMIM
OMIM:174760,"POLYMERASE, DNA, BETA; POLB",OMIM
OMIM:174761,"POLYMERASE (DNA-DIRECTED), DELTA 1, CATALYTIC SUBUNIT; POLD1",OMIM
OMIM:174762,"POLYMERASE, DNA, EPSILON; POLE",OMIM
OMIM:174763,"POLYMERASE, DNA, GAMMA; POLG",OMIM
OMIM:174880,"LYMPHOCYTE CYTOSOL POLYPEPTIDE, 100-KD",OMIM
OMIM:175000,MOVED TO 174900,OMIM
OMIM:175020,"POLYPOSIS, GASTRIC",OMIM
OMIM:175690,"POLYSYNDACTYLY, CROSSED",OMIM
OMIM:176010,MOVED TO 176000,OMIM
OMIM:176256,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAW-RELATED SUBFAMILY, MEMBER 2; KCNC2",OMIM
OMIM:176257,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 6; KCNA6",OMIM
OMIM:176258,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAW-RELATED SUBFAMILY, MEMBER 1; KCNC1",OMIM
OMIM:176260,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 1; KCNA1",OMIM
OMIM:176261,"POTASSIUM CHANNEL, VOLTAGE-GATED, ISK-RELATED SUBFAMILY, MEMBER 1; KCNE1",OMIM
OMIM:176262,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 2; KCNA2",OMIM
OMIM:176263,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 3; KCNA3",OMIM
OMIM:176264,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAW-RELATED SUBFAMILY, MEMBER 3; KCNC3",OMIM
OMIM:176265,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAW-RELATED SUBFAMILY, MEMBER 4; KCNC4",OMIM
OMIM:176266,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 4; KCNA4",OMIM
OMIM:176267,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 5; KCNA5",OMIM
OMIM:176268,"POTASSIUM CHANNEL, VOLTAGE-GATED, SHAKER-RELATED SUBFAMILY, MEMBER 7; KCNA7",OMIM
OMIM:176269,MOVED TO 176266,OMIM
OMIM:176290,DELTA-LIKE NONCANONICAL NOTCH LIGAND 1; DLK1,OMIM
OMIM:176300,TRANSTHYRETIN; TTR,OMIM
OMIM:176310,PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 1; PBX1,OMIM
OMIM:176311,PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 2; PBX2,OMIM
OMIM:176312,PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 3; PBX3,OMIM
OMIM:176385,PREGNANCY-ASSOCIATED PLASMA PROTEIN A; PAPPA,OMIM
OMIM:176390,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 1; PSG1,OMIM
OMIM:176391,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 2; PSG2,OMIM
OMIM:176392,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 3; PSG3,OMIM
OMIM:176393,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 4; PSG4,OMIM
OMIM:176394,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 5; PSG5,OMIM
OMIM:176395,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 6; PSG6,OMIM
OMIM:176396,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 7; PSG7,OMIM
OMIM:176397,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 8; PSG8,OMIM
OMIM:176398,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 9; PSG9,OMIM
OMIM:176399,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 10; PSG10,OMIM
OMIM:176401,PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 11; PSG11,OMIM
OMIM:176420,PREGNANCY ZONE PROTEIN; PZP,OMIM
OMIM:176440,MOVED TO 311360,OMIM
OMIM:176590,PROFILIN 2; PFN2,OMIM
OMIM:176610,PROFILIN 1; PFN1,OMIM
OMIM:176620,"PRIAPISM, FAMILIAL IDIOPATHIC",OMIM
OMIM:176635,PRIMASE POLYPEPTIDE 1; PRIM1,OMIM
OMIM:176636,PRIMASE POLYPEPTIDE 2A; PRIM2A,OMIM
OMIM:176640,PRION PROTEIN; PRNP,OMIM
OMIM:176680,MOVED TO 142880,OMIM
OMIM:176705,PROHIBITIN; PHB,OMIM
OMIM:176710,"PROCOLLAGEN-PROLINE, 2-OXOGLUTARATE-4-DIOXYGENASE, ALPHA SUBUNIT, ISOFORM 1; P4HA1",OMIM
OMIM:176720,PROLACTIN-INDUCIBLE PROTEIN; PIP,OMIM
OMIM:176730,INSULIN; INS,OMIM
OMIM:176740,PROLIFERATING CELL NUCLEAR ANTIGEN; PCNA,OMIM
OMIM:176741,MARKER OF PROLIFERATION KI67; MKI67,OMIM
OMIM:176760,PROLACTIN; PRL,OMIM
OMIM:176761,PROLACTIN RECEPTOR; PRLR,OMIM
OMIM:176763,PEROXIREDOXIN 1; PRDX1,OMIM
OMIM:176770,"PROLINE-NEGATIVE AUXOTROPH OF HAMSTER, COMPLEMENTATION OF; PROA",OMIM
OMIM:176785,PROLYLCARBOXYPEPTIDASE; PRCP,OMIM
OMIM:176790,"PROCOLLAGEN-PROLINE, 2-OXOGLUTARATE-4-DIOXYGENASE, BETA SUBUNIT; P4HB",OMIM
OMIM:176793,"PRO-MELANIN-CONCENTRATING HORMONE-LIKE 1, PSEUDOGENE; PMCHL1",OMIM
OMIM:176794,"PRO-MELANIN-CONCENTRATING HORMONE-LIKE 2, PSEUDOGENE; PMCHL2",OMIM
OMIM:176795,PRO-MELANIN-CONCENTRATING HORMONE; PMCH,OMIM
OMIM:176797,ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 16; ZBTB16,OMIM
OMIM:176800,"PRONATION-SUPINATION OF THE FOREARM, IMPAIRMENT OF",OMIM
OMIM:176801,PROSAPOSIN; PSAP,OMIM
OMIM:176802,"PROSTAGLANDIN E RECEPTOR 1, EP1 SUBTYPE; PTGER1",OMIM
OMIM:176803,"PROSTAGLANDIN D2 SYNTHASE, BRAIN; PTGDS",OMIM
OMIM:176804,"PROSTAGLANDIN E RECEPTOR 2, EP2 SUBTYPE; PTGER2",OMIM
OMIM:176805,PROSTAGLANDIN-ENDOPEROXIDE SYNTHASE 1; PTGS1,OMIM
OMIM:176806,"PROSTAGLANDIN E RECEPTOR 3, EP3 SUBTYPE; PTGER3",OMIM
OMIM:176820,KALLIKREIN-RELATED PEPTIDASE 3; KLK3,OMIM
OMIM:176830,PROOPIOMELANOCORTIN; POMC,OMIM
OMIM:176842,"PROTEASOME SUBUNIT, ALPHA-TYPE, 2; PSMA2",OMIM
OMIM:176843,"PROTEASOME SUBUNIT, ALPHA-TYPE, 3; PSMA3",OMIM
OMIM:176844,"PROTEASOME SUBUNIT, ALPHA-TYPE, 5; PSMA5",OMIM
OMIM:176845,PROTEASOME COMPONENT 8; PSC8,OMIM
OMIM:176846,"PROTEASOME SUBUNIT, ALPHA-TYPE, 4; PSMA4",OMIM
OMIM:176847,"PROTEASOME SUBUNIT, BETA-TYPE, 10; PSMB10",OMIM
OMIM:176851,PROTEIN CARBOXYL METHYLTRANSFERASE 1; PCMT1,OMIM
OMIM:176870,ALPHA-1 MICROGLOBULIN/BIKUNIN PRECURSOR; AMBP,OMIM
OMIM:176871,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 2; EIF2AK2,OMIM
OMIM:176872,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1; MAP2K1,OMIM
OMIM:176873,CYCLIN-DEPENDENT KINASE 11B; CDK11B,OMIM
OMIM:176874,MOVED TO 114085,OMIM
OMIM:176875,"PROTEIN PHOSPHATASE 1, CATALYTIC SUBUNIT, ALPHA ISOFORM; PPP1CA",OMIM
OMIM:176876,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 11; PTPN11",OMIM
OMIM:176877,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 3; PTPN3",OMIM
OMIM:176878,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 4; PTPN4",OMIM
OMIM:176879,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 5; PTPN5",OMIM
OMIM:176880,PROTEIN S; PROS1,OMIM
OMIM:176882,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, BETA; PTPRB",OMIM
OMIM:176883,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 6; PTPN6",OMIM
OMIM:176884,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, ALPHA; PTPRA",OMIM
OMIM:176885,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 1; PTPN1",OMIM
OMIM:176886,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, GAMMA; PTPRG",OMIM
OMIM:176887,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 2; PTPN2",OMIM
OMIM:176888,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, MU; PTPRM",OMIM
OMIM:176889,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 7; PTPN7",OMIM
OMIM:176891,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, ZETA-1; PTPRZ1",OMIM
OMIM:176892,"PROTEIN KINASE, cAMP-DEPENDENT, CATALYTIC, BETA; PRKACB",OMIM
OMIM:176893,"PROTEIN KINASE, cAMP-DEPENDENT, CATALYTIC, GAMMA; PRKACG",OMIM
OMIM:176894,"PROTEIN KINASE, cGMP-DEPENDENT, REGULATORY, TYPE I; PRKG1",OMIM
OMIM:176895,PROTEIN Z; PROZ,OMIM
OMIM:176900,PROTEOLYTIC CAPACITY OF PLASMA,OMIM
OMIM:176910,"PROTEIN KINASE, cAMP-DEPENDENT, REGULATORY, TYPE II, ALPHA; PRKAR2A",OMIM
OMIM:176911,"PROTEIN KINASE, cAMP-DEPENDENT, REGULATORY, TYPE I, BETA; PRKAR1B",OMIM
OMIM:176912,"PROTEIN KINASE, cAMP-DEPENDENT, REGULATORY, TYPE II, BETA; PRKAR2B",OMIM
OMIM:176914,"PROTEIN PHOSPHATASE 1, CATALYTIC SUBUNIT, GAMMA ISOFORM; PPP1CC",OMIM
OMIM:176915,"PROTEIN PHOSPHATASE 2, CATALYTIC SUBUNIT, ALPHA ISOFORM; PPP2CA",OMIM
OMIM:176916,"PROTEIN PHOSPHATASE 2, CATALYTIC SUBUNIT, BETA ISOFORM; PPP2CB",OMIM
OMIM:176930,COAGULATION FACTOR II; F2,OMIM
OMIM:176940,S100 CALCIUM-BINDING PROTEIN A1; S100A1,OMIM
OMIM:176941,TYROSINE KINASE 2; TYK2,OMIM
OMIM:176942,FPS/FES-RELATED TYROSINE KINASE; FER,OMIM
OMIM:176943,FIBROBLAST GROWTH FACTOR RECEPTOR 2; FGFR2,OMIM
OMIM:176944,MOVED TO 134935,OMIM
OMIM:176945,EPHRIN RECEPTOR EphA8; EPHA8,OMIM
OMIM:176946,EPHRIN RECEPTOR EphA2; EPHA2,OMIM
OMIM:176947,ZETA-CHAIN-ASSOCIATED PROTEIN KINASE; ZAP70,OMIM
OMIM:176948,MITOGEN-ACTIVATED PROTEIN KINASE 1; MAPK1,OMIM
OMIM:176949,MITOGEN-ACTIVATED PROTEIN KINASE 4; MAPK4,OMIM
OMIM:176950,MOVED TO 262890,OMIM
OMIM:176960,"PROTEIN KINASE C, ALPHA; PRKCA",OMIM
OMIM:176970,"PROTEIN KINASE C, BETA; PRKCB",OMIM
OMIM:176975,"PROTEIN KINASE C, EPSILON; PRKCE",OMIM
OMIM:176977,"PROTEIN KINASE C, DELTA; PRKCD",OMIM
OMIM:176980,"PROTEIN KINASE C, GAMMA; PRKCG",OMIM
OMIM:176981,"RECEPTOR FOR ACTIVATED PROTEIN KINASE C, 1; RACK1",OMIM
OMIM:176982,"PROTEIN KINASE C, ZETA FORM; PRKCZ",OMIM
OMIM:176990,"S100 CALCIUM-BINDING PROTEIN, BETA; S100B",OMIM
OMIM:176991,S100 CALCIUM-BINDING PROTEIN A5; S100A5,OMIM
OMIM:176992,S100 CALCIUM-BINDING PROTEIN A3; S100A3,OMIM
OMIM:176993,S100 CALCIUM-BINDING PROTEIN A2; S100A2,OMIM
OMIM:177010,"SERPIN PEPTIDASE INHIBITOR, CLADE E (NEXIN, PLASMINOGEN ACTIVATOR INHIBITOR TYPE 1), MEMBER 2; SERPINE2",OMIM
OMIM:177015,PROTEIN SERINE KINASE H1; PSKH1,OMIM
OMIM:177020,PROTEINASE 3; PRTN3,OMIM
OMIM:177030,MOVED TO 176880,OMIM
OMIM:177040,SERGLYCIN; SRGN,OMIM
OMIM:177045,"PROTEASOME SUBUNIT, BETA-TYPE, 9; PSMB9",OMIM
OMIM:177046,"PROTEASOME SUBUNIT, BETA-TYPE, 8; PSMB8",OMIM
OMIM:177060,"PROTEIN KINASE C SUBSTRATE, 80-KD, HEAVY CHAIN; PRKCSH",OMIM
OMIM:177061,MYRISTOYLATED ALANINE-RICH PROTEIN KINASE C SUBSTRATE; MARCKS,OMIM
OMIM:177070,"PROTEIN 4.2, ERYTHROCYTIC; EPB42",OMIM
OMIM:177075,MAF bZIP TRANSCRIPTION FACTOR; MAF,OMIM
OMIM:177150,MOVED TO 177170,OMIM
OMIM:177300,PSEUDOARTHROGRYPOSIS,OMIM
OMIM:177400,BUTYRYLCHOLINESTERASE; BCHE,OMIM
OMIM:177500,MOVED TO 177400,OMIM
OMIM:177600,"PSEUDOCHOLINESTERASE, INCREASE IN PLASMA LEVEL OF",OMIM
OMIM:177720,MOVED TO 194380,OMIM
OMIM:177750,PSEUDOMONILETHRIX,OMIM
OMIM:177800,PSEUDOPAPILLEDEMA,OMIM
OMIM:177860,REMOVED FROM DATABASE,OMIM
OMIM:178610,"PULMONARY NODULAR LYMPHOID HYPERPLASIA, FAMILIAL",OMIM
OMIM:178620,"SURFACTANT, PULMONARY-ASSOCIATED PROTEIN C; SFTPC",OMIM
OMIM:178630,"SURFACTANT, PULMONARY-ASSOCIATED PROTEIN A1; SFTPA1",OMIM
OMIM:178635,"SURFACTANT, PULMONARY-ASSOCIATED PROTEIN D; SFTPD",OMIM
OMIM:178640,"SURFACTANT, PULMONARY-ASSOCIATED PROTEIN B; SFTPB",OMIM
OMIM:178642,"SURFACTANT, PULMONARY-ASSOCIATED PROTEIN A2; SFTPA2",OMIM
OMIM:178990,MATRIX METALLOPROTEINASE 7; MMP7,OMIM
OMIM:179000,PURPURA SIMPLEX,OMIM
OMIM:179020,PYRIDOXAL KINASE; PDXK,OMIM
OMIM:179030,"PYROPHOSPHATASE, INORGANIC, 1; PPA1",OMIM
OMIM:179035,PYRROLINE-5-CARBOXYLATE REDUCTASE 1; PYCR1,OMIM
OMIM:179040,MOVED TO 179050,OMIM
OMIM:179050,"PYRUVATE KINASE, MUSCLE; PKM",OMIM
OMIM:179060,"PYRUVATE DEHYDROGENASE, BETA POLYPEPTIDE; PDHB",OMIM
OMIM:179061,"PYRUVATE DEHYDROGENASE, ALPHA-2; PDHA2",OMIM
OMIM:179080,"RAB GERANYLGERANYL TRANSFERASE, BETA SUBUNIT; RABGGTB",OMIM
OMIM:179090,MOVED TO 164730,OMIM
OMIM:179095,UBIQUITIN-CONJUGATING ENZYME E2B; UBE2B,OMIM
OMIM:179410,RADIXIN; RDX,OMIM
OMIM:179450,RAGWEED SENSITIVITY,OMIM
OMIM:179490,RAS-ASSOCIATED PROTEIN RAB3A; RAB3A,OMIM
OMIM:179502,"RAP1, GTPase-GDP DISSOCIATION STIMULATOR 1; RAP1GDS1",OMIM
OMIM:179503,RAS-RELATED ASSOCIATED WITH DIABETES; RRAD,OMIM
OMIM:179505,"RAS HOMOLOG GENE FAMILY, MEMBER G; RHOG",OMIM
OMIM:179508,RAS-ASSOCIATED PROTEIN RAB1; RAB1,OMIM
OMIM:179509,RAS-ASSOCIATED PROTEIN RAB2; RAB2,OMIM
OMIM:179510,RAS-ASSOCIATED PROTEIN RAB3B; RAB3B,OMIM
OMIM:179511,RAS-ASSOCIATED PROTEIN RAB4A; RAB4A,OMIM
OMIM:179512,RAS-ASSOCIATED PROTEIN RAB5A; RAB5A,OMIM
OMIM:179513,RAS-ASSOCIATED PROTEIN RAB6A; RAB6A,OMIM
OMIM:179514,RAS-ASSOCIATED PROTEIN RAB5B; RAB5B,OMIM
OMIM:179520,RAS-RELATED PROTEIN 1A; RAP1A,OMIM
OMIM:179530,RAS-RELATED PROTEIN RAP1B; RAP1B,OMIM
OMIM:179540,RAS-RELATED PROTEIN 2A; RAP2A,OMIM
OMIM:179541,RAS-RELATED PROTEIN 2B; RAP2B,OMIM
OMIM:179550,V-RAL SIMIAN LEUKEMIA VIRAL ONCOGENE HOMOLOG A; RALA,OMIM
OMIM:179551,V-RAL SIMIAN LEUKEMIA VIRAL ONCOGENE HOMOLOG B; RALB,OMIM
OMIM:179555,RAS SUPPRESSOR PROTEIN 1; RSU1,OMIM
OMIM:179590,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, F; PTPRF",OMIM
OMIM:179605,PERIPHERIN 2; PRPH2,OMIM
OMIM:179610,EPHRIN RECEPTOR EphA1; EPHA1,OMIM
OMIM:179611,EPHRIN RECEPTOR EphA3; EPHA3,OMIM
OMIM:179615,RECOMBINATION-ACTIVATING GENE 1; RAG1,OMIM
OMIM:179616,RECOMBINATION-ACTIVATING GENE 2; RAG2,OMIM
OMIM:179617,RAD51 RECOMBINASE; RAD51,OMIM
OMIM:179618,RECOVERIN; RCVRN,OMIM
OMIM:179620,RAPH BLOOD GROUP SYSTEM,OMIM
OMIM:179650,RED CELL PERMEABILITY DEFECT,OMIM
OMIM:179710,REGULATOR OF CHROMOSOME CONDENSATION 1; RCC1,OMIM
OMIM:179715,REMOVED FROM DATABASE,OMIM
OMIM:179730,RELAXIN 1; RLN1,OMIM
OMIM:179740,RELAXIN 2; RLN2,OMIM
OMIM:179755,PAPILLARY RENAL CELL CARCINOMA TRANSLOCATION-ASSOCIATED GENE; PRCC,OMIM
OMIM:179760,MOVED TO 144700,OMIM
OMIM:179770,MOVED TO 144700,OMIM
OMIM:179780,DIPEPTIDASE 1; DPEP1,OMIM
OMIM:179820,RENIN; REN,OMIM
OMIM:179835,"REPLICATION PROTEIN A1, 70-KD; RPA1",OMIM
OMIM:179836,"REPLICATION PROTEIN A2, 32-KD; RPA2",OMIM
OMIM:179837,"REPLICATION PROTEIN A3, 14-KD; RPA3",OMIM
OMIM:179838,CAP-GLY DOMAIN-CONTAINING LINKER PROTEIN 1; CLIP1,OMIM
OMIM:179840,RETICULAR DYSTROPHY OF RETINAL PIGMENT EPITHELIUM,OMIM
OMIM:179900,RETINAL APLASIA,OMIM
OMIM:180040,RETINAL DEGENERATION 3; RD3,OMIM
OMIM:180050,RETINAL DETACHMENT,OMIM
OMIM:180060,MOVED TO 152950,OMIM
OMIM:180069,RETINOID ISOMEROHYDROLASE RPE65; RPE65,OMIM
OMIM:180070,MOVED TO 221900,OMIM
OMIM:180071,"PHOSPHODIESTERASE 6A, cGMP-SPECIFIC, ROD, ALPHA; PDE6A",OMIM
OMIM:180072,"PHOSPHODIESTERASE 6B, cGMP-SPECIFIC, ROD, BETA; PDE6B",OMIM
OMIM:180073,"PHOSPHODIESTERASE 6G, cGMP-SPECIFIC, ROD, GAMMA; PDE6G",OMIM
OMIM:180080,RETINAL VENOUS BEADING,OMIM
OMIM:180090,RETINALDEHYDE-BINDING PROTEIN 1; RLBP1,OMIM
OMIM:180102,MOVED TO 180380,OMIM
OMIM:180103,MOVED TO 500004,OMIM
OMIM:180190,"RETINOIC ACID RECEPTOR, GAMMA; RARG",OMIM
OMIM:180201,AT-RICH INTERACTION DOMAIN-CONTAINING PROTEIN 4A; ARID4A,OMIM
OMIM:180202,LYSINE-SPECIFIC DEMETHYLASE 5A; KDM5A,OMIM
OMIM:180203,RETINOBLASTOMA-LIKE 2; RBL2,OMIM
OMIM:180220,"RETINOIC ACID RECEPTOR, BETA; RARB",OMIM
OMIM:180230,"RETINOIC ACID-BINDING PROTEIN, CELLULAR, TYPE I; CRABP1",OMIM
OMIM:180231,"RETINOIC ACID-BINDING PROTEIN, CELLULAR, TYPE II; CRABP2",OMIM
OMIM:180240,"RETINOIC ACID RECEPTOR, ALPHA; RARA",OMIM
OMIM:180245,"RETINOID X RECEPTOR, ALPHA; RXRA",OMIM
OMIM:180246,"RETINOID X RECEPTOR, BETA; RXRB",OMIM
OMIM:180247,"RETINOID X RECEPTOR, GAMMA; RXRG",OMIM
OMIM:180250,RETINOL-BINDING PROTEIN 4; RBP4,OMIM
OMIM:180260,RETINOL-BINDING PROTEIN 1; RBP1,OMIM
OMIM:180270,"RETINOSCHISIS, AUTOSOMAL DOMINANT",OMIM
OMIM:180280,RETINOL-BINDING PROTEIN 2; RBP2,OMIM
OMIM:180290,RETINOL-BINDING PROTEIN 3; RBP3,OMIM
OMIM:180297,RHESUS BLOOD GROUP-ASSOCIATED GLYCOPROTEIN; RHAG,OMIM
OMIM:180330,REMOVED FROM DATABASE,OMIM
OMIM:180350,RHEUMATOID NODULOSIS,OMIM
OMIM:180370,THIOSULFATE SULFURTRANSFERASE; TST,OMIM
OMIM:180380,RHODOPSIN; RHO,OMIM
OMIM:180381,G PROTEIN-COUPLED RECEPTOR KINASE 1; GRK1,OMIM
OMIM:180385,LIM DOMAIN ONLY 2; LMO2,OMIM
OMIM:180386,LIM DOMAIN ONLY 3; LMO3,OMIM
OMIM:180390,"RIBONUCLEOTIDE REDUCTASE, M2 SUBUNIT; RRM2",OMIM
OMIM:180410,"RIBONUCLEOTIDE REDUCTASE, M1 SUBUNIT; RRM1",OMIM
OMIM:180420,"RNA, 5S RIBOSOMAL, GENE CLUSTER 1; RN5S1@",OMIM
OMIM:180430,RIBOSE 5-PHOSPHATE ISOMERASE A; RPIA,OMIM
OMIM:180435,RIBONUCLEASE L; RNASEL,OMIM
OMIM:180440,"RIBONUCLEASE, RNase A FAMILY, 1; RNASE1",OMIM
OMIM:180450,RIBOSOMAL RNA 1; RNR1,OMIM
OMIM:180451,RIBOSOMAL RNA 2; RNR2,OMIM
OMIM:180452,RIBOSOMAL RNA 3; RNR3,OMIM
OMIM:180453,RIBOSOMAL RNA 4; RNR4,OMIM
OMIM:180454,RIBOSOMAL RNA 5; RNR5,OMIM
OMIM:180460,RIBOSOMAL PROTEIN S6; RPS6,OMIM
OMIM:180461,MOVED TO 180472,OMIM
OMIM:180462,MOVED TO 180472,OMIM
OMIM:180463,RIBOSOMAL PROTEIN S20A; RPS20A,OMIM
OMIM:180464,RIBOSOMAL PROTEIN S20B; RPS20B,OMIM
OMIM:180465,RIBOSOMAL PROTEIN S25; RPS25,OMIM
OMIM:180466,RIBOSOMAL PROTEIN L19; RPL19,OMIM
OMIM:180467,RIBOSOMAL PROTEIN L30; RPL30,OMIM
OMIM:180468,RIBOSOMAL PROTEIN L35A; RPL35A,OMIM
OMIM:180469,RIBOSOMAL PROTEIN L36A-LIKE; RPL36AL,OMIM
OMIM:180470,RIBOPHORIN I; RPN1,OMIM
OMIM:180471,RIBOSOMAL PROTEIN S11; RPS11,OMIM
OMIM:180472,RIBOSOMAL PROTEIN S17; RPS17,OMIM
OMIM:180473,RIBOSOMAL PROTEIN S18; RPS18,OMIM
OMIM:180474,RIBOSOMAL PROTEIN L22; RPL22,OMIM
OMIM:180475,RIBOSOMAL PROTEIN L12; RPL12,OMIM
OMIM:180476,RIBOSOMAL PROTEIN S13; RPS13,OMIM
OMIM:180477,RIBOSOMAL PROTEIN S21; RPS21,OMIM
OMIM:180478,RIBOSOMAL PROTEIN S3a; RPS3A,OMIM
OMIM:180479,RIBOSOMAL PROTEIN L4; RPL4,OMIM
OMIM:180480,RIBULOSE 5-PHOSPHATE 3-EPIMERASE; RPE,OMIM
OMIM:180490,RIBOPHORIN II; RPN2,OMIM
OMIM:180510,"RIBOSOMAL PHOSPHOPROTEIN, LARGE, P0; RPLP0",OMIM
OMIM:180520,"RIBOSOMAL PHOSPHOPROTEIN, LARGE, P1; RPLP1",OMIM
OMIM:180530,"RIBOSOMAL PHOSPHOPROTEIN, LARGE, P2; RPLP2",OMIM
OMIM:180535,RIBOSOMAL PROTEIN S15; RPS15,OMIM
OMIM:180540,MOVED TO 131410,OMIM
OMIM:180610,REARRANGED LMYC FUSION; RLF,OMIM
OMIM:180620,TRANSFER RNA METHIONINE 2; TRNAM2,OMIM
OMIM:180621,TRANSFER RNA METHIONINE 1; TRNAM1,OMIM
OMIM:180630,DEAD/H BOX 5; DDX5,OMIM
OMIM:180640,TRANSFER RNA GLUTAMIC ACID; TRNAE1,OMIM
OMIM:180645,"SMALL NUCLEOLAR RNA, H/ACA BOX, 73A; SNORA73A",OMIM
OMIM:180646,"SMALL NUCLEOLAR RNA, H/ACA BOX, 62; SNORA62",OMIM
OMIM:180647,"SMALL NUCLEOLAR RNA, H/ACA BOX, 63; SNORA63",OMIM
OMIM:180660,"POLYMERASE II, RNA, SUBUNIT A; POLR2A",OMIM
OMIM:180661,"POLYMERASE II, RNA, SUBUNIT B; POLR2B",OMIM
OMIM:180662,"POLYMERASE II, RNA, SUBUNIT I; POLR2I",OMIM
OMIM:180663,"POLYMERASE II, RNA, SUBUNIT C; POLR2C",OMIM
OMIM:180664,"POLYMERASE II, RNA, SUBUNIT E; POLR2E",OMIM
OMIM:180670,RNA POLYMERASE III TRANSCRIPTIONAL UNITS,OMIM
OMIM:180680,"RNA, U1A SMALL NUCLEAR; RNU1A",OMIM
OMIM:180690,"RNA, U2 SMALL NUCLEAR, 1; RNU2-1",OMIM
OMIM:180691,"RNA, U5A SMALL NUCLEAR; RNU5A",OMIM
OMIM:180692,"RNA, U6 SMALL NUCLEAR, 1; RNU6-1",OMIM
OMIM:180710,"SMALL NUCLEOLAR RNA, C/D BOX, 3A; SNORD3A",OMIM
