gene_symbol,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained
SLC6A17,0.99899,0.31064,0.451,3.6137,1,0
TMEM11,0.99899,0.05659,0.268,2.0682,1,1
RPS5,0.99898,0.099535,0.313,3.6387,1,1
TERF2,0.99897,0.28827,0.444,1.6747,1,0
ARHGEF1,0.99897,0.35239,0.459,2.7781,1,0
ELOVL1,0.99896,0.25168,0.427,2.1943,1,0
RPS16,0.99895,0.099794,0.314,1.9409,1,1
GSK3A,0.99895,0.24158,0.422,1.7756,1,0
FAM169A,0.99895,0.26088,0.432,1.157,1,0
MPPED2,0.99894,0.13346,0.345,1.9437,1,1
HMBOX1,0.99893,0.23019,0.415,2.6151,1,0
NCS1,0.99892,0.18271,0.384,2.4979,1,0
THRA,0.99892,0.27643,0.439,4.6106,1,0
DMBX1,0.99892,0.21684,0.407,1.1032,1,0
SNRPD3,0.99892,0.0,0.198,2.7844,1,1
ETV6,0.99891,0.27656,0.44,2.2005,1,0
SLC44A1,0.99889,0.26959,0.437,1.5744,1,0
NUP214,0.99889,0.37079,0.457,1.1794,1,0
CCNT2,0.99889,0.25247,0.428,1.3854,1,0
TAOK2,0.99888,0.35622,0.459,3.3735,1,0
KLF12,0.99887,0.20177,0.398,2.2386,1,0
ANKRD20A4P,0.99887,0.0,0.199,4.4455,1,1
ZNF618,0.99886,0.33996,0.459,2.5697,1,0
NAA15,0.99885,0.27003,0.438,2.7709,1,0
TFAP2C,0.99884,0.23123,0.417,1.3295,1,0
KCNQ3,0.99883,0.33211,0.458,2.3645,1,0
RERE,0.99882,0.34364,0.459,0.18278,1,0
NEDD4L,0.99881,0.32481,0.457,3.0343,1,0
SEMA3A,0.99879,0.30862,0.453,2.3501,1,0
MEX3A,0.99879,0.1621,0.371,2.5646,1,0
FOXN4,0.99879,0.26266,0.435,1.8212,1,0
KRT18,0.99878,0.21856,0.411,2.2718,1,0
CNN3,0.99878,0.2537,0.43,2.7732,1,0
FOXN1,0.99877,0.27798,0.442,0.81588,1,0
ATP6V0B,0.99876,0.16244,0.372,2.0567,1,0
SPTY2D1,0.99876,0.30892,0.453,1.8945,1,0
SEMA4D,0.99876,0.31269,0.454,2.3194,1,0
RPL35A,0.99874,0.0,0.202,1.5549,1,1
SGMS1,0.99874,0.27108,0.439,3.1071,1,0
TFDP2,0.99873,0.27837,0.443,2.3397,1,0
NCKAP1L,0.99871,0.35599,0.46,2.851,1,0
FEZF1,0.99871,0.23268,0.42,1.3867,1,0
PLCG2,0.9987,0.35495,0.461,-0.641,1,0
SPTBN2,0.9987,0.3852,0.452,4.5181,1,0
UGT8,0.99869,0.27155,0.44,2.4068,1,0
S1PR1,0.99867,0.10218,0.322,3.0495,1,1
CDK2,0.99867,0.1856,0.39,2.9267,1,0
MKLN1,0.99867,0.27893,0.443,2.3976,1,0
PPP5C,0.99867,0.31683,0.456,3.0039,1,0
RPL19,0.99866,0.05847,0.277,2.7588,1,1
SERPINC1,0.99866,0.27188,0.44,2.7691,1,0
PLPP3,0.99866,0.20419,0.403,1.9964,1,0
USP3,0.99865,0.31351,0.456,2.3331,1,0
FGFR3,0.99865,0.32596,0.458,1.1956,1,0
EIF5A,0.99865,0.058536,0.278,4.4862,1,1
TSPAN5,0.99865,0.2333,0.421,2.8719,1,0
PHF5A,0.99864,0.0,0.205,3.687,1,1
EMC7,0.99861,0.16399,0.375,1.8558,1,0
VCL,0.99858,0.36132,0.461,4.2503,1,0
INTS13,0.99857,0.32372,0.459,3.3731,1,0
SNRPB,0.99857,0.10293,0.324,2.1063,1,1
PARP6,0.99857,0.29715,0.451,3.2065,1,0
PRLR,0.99856,0.26479,0.438,1.6635,1,0
ATXN7L2,0.99855,0.30206,0.453,1.6563,1,0
MAPK1,0.99854,0.16465,0.377,3.6281,1,0
FNBP1,0.99852,0.31444,0.457,1.6506,1,0
MARCHF5,0.99851,0.18716,0.394,3.2094,1,0
TRAK1,0.9985,0.33633,0.461,1.8339,1,0
MLXIP,0.9985,0.33633,0.461,2.5604,1,0
KHDRBS1,0.99849,0.18734,0.394,0.57762,1,0
SLC4A8,0.99846,0.34223,0.462,4.7026,1,0
ZBTB44,0.99845,0.2871,0.449,3.1582,1,0
RPS18,0.99843,0.0,0.209,3.1356,1,1
ATP6V1B2,0.99842,0.31139,0.457,2.5286,1,0
ZNF24,0.99842,0.26599,0.44,2.6937,1,0
DLX6,0.99841,0.16577,0.379,-0.65997,1,0
PGBD5,0.99841,0.27397,0.444,1.0826,1,0
HDGF,0.99838,0.18829,0.396,1.9371,1,0
ZC3H7A,0.99834,0.3565,0.463,2.1586,1,0
FOXG1,0.99832,0.13915,0.36,3.7963,1,0
SLC30A1,0.99831,0.20745,0.409,3.3578,1,0
CTLA4,0.99829,0.0,0.211,2.0899,1,1
ARID3A,0.99829,0.26706,0.442,0.66049,1,0
SWT1,0.99829,0.28193,0.448,1.0318,1,0
FAM91A1,0.99827,0.33071,0.462,3.2644,1,0
CHRM4,0.99826,0.18938,0.398,3.7955,1,0
NFATC1,0.99825,0.32555,0.461,-0.497,1,0
KAT2B,0.9982,0.3229,0.461,1.7615,1,0
ARPC4,0.9982,0.14005,0.362,2.964,1,0
RC3H1,0.9982,0.36178,0.463,3.9617,1,0
NAA30,0.99819,0.18989,0.399,0.93142,1,0
MAX,0.99819,0.060614,0.288,1.8678,1,1
CBX8,0.99818,0.23746,0.428,0.22172,1,0
CD79B,0.99818,0.22416,0.421,1.9247,1,0
CCT7,0.99818,0.29984,0.455,2.7498,1,0
PCDH7,0.99818,0.29984,0.455,1.915,1,0
LDB2,0.99816,0.2491,0.435,2.2932,1,0
GRAMD4,0.99816,0.31294,0.459,2.302,1,0
NTN1,0.99816,0.26798,0.444,0.57483,1,0
FRMD4A,0.99815,0.30002,0.456,-1.0981,1,0
KIAA1958,0.99814,0.28298,0.45,1.642,1,0
PPP6C,0.99814,0.22445,0.422,3.0704,1,0
FBXO43,0.99814,0.29495,0.454,1.3901,1,0
VDAC3,0.99812,0.22461,0.422,1.7561,1,0
ZNF507,0.99811,0.32336,0.462,1.0208,1,0
C4B,0.9981,0.20912,0.413,4.27,1,0
CDH13,0.99807,0.30054,0.456,-0.93707,1,0
RBM4,0.99805,0.22512,0.423,2.0983,1,0
ZNF362,0.99805,0.26875,0.445,3.0288,1,0
RPS3A,0.99803,0.061251,0.291,2.7806,1,1
LSM14A,0.998,0.27689,0.449,2.611,1,0
WNT5A,0.998,0.25026,0.437,1.2445,1,0
TP53,0.99798,0.27701,0.449,1.1539,1,0
ANKFY1,0.99797,0.36248,0.463,2.904,1,0
ESR1,0.99795,0.29608,0.456,2.4607,1,0
RPL31,0.99795,0.0,0.217,2.0747,1,1
HLX,0.99793,0.21039,0.415,-0.13308,1,0
NSF,0.99792,0.22605,0.425,3.1116,1,0
UBA52,0.99791,0.061699,0.293,2.4402,1,1
SESN3,0.99791,0.22616,0.425,2.8277,1,0
HDAC3,0.9979,0.32128,0.463,4.7845,1,0
GTF2A1,0.99789,0.22627,0.425,1.201,1,0
ASAP2,0.99788,0.35801,0.465,2.5779,1,0
VPS54,0.99787,0.34638,0.465,0.73671,1,0
ERF,0.99787,0.26114,0.443,1.658,1,0
FBXO3,0.99787,0.27769,0.45,2.6438,1,0
LPAR1,0.99786,0.16998,0.389,3.213,1,0
SENP5,0.99785,0.30174,0.458,1.6455,1,0
ETV3,0.99781,0.27032,0.447,2.8658,1,0
CTDSPL,0.9978,0.1427,0.369,2.106,1,0
PIM1,0.99777,0.25183,0.439,2.8522,1,0
ZC3H12A,0.99776,0.25184,0.439,2.7103,1,0
FOXJ3,0.9977,0.21196,0.418,1.2499,1,0
UBE2D3,0.9977,0.0,0.22,3.6975,1,1
RSPRY1,0.99768,0.26235,0.445,3.0301,1,0
GFRA1,0.99768,0.26232,0.445,1.286,1,0
CCT2,0.99766,0.26247,0.445,1.2725,1,0
PPP1R9B,0.99761,0.30758,0.461,0.55838,1,0
GNB1,0.9976,0.0,0.222,3.4867,1,1
PSMA1,0.99758,0.10889,0.343,1.7376,1,1
RPL30,0.99758,0.0,0.222,2.4831,1,1
SMNDC1,0.99757,0.14407,0.372,2.1781,1,0
HIPK3,0.99756,0.35439,0.466,2.0846,1,0
DDX39A,0.99756,0.28636,0.455,3.5591,1,0
CASC3,0.99755,0.33613,0.466,1.5999,1,0
PSMA4,0.99755,0.19443,0.409,2.8455,1,0
INTS8,0.99755,0.27954,0.453,1.3282,1,0
LHX5,0.99755,0.21293,0.42,0.93355,1,0
PCGF1,0.99754,0.26313,0.446,1.9226,1,0
PSMD14,0.99752,0.14439,0.373,3.5088,1,0
WARS1,0.99752,0.28659,0.456,2.7923,1,0
HSF2,0.9975,0.19473,0.409,1.549,1,0
HNF4G,0.99749,0.21332,0.421,0.93747,1,0
PPTC7,0.99749,0.2133,0.421,2.8947,1,0
UCK2,0.99748,0.21337,0.421,2.3798,1,0
N4BP1,0.99748,0.31237,0.463,1.1336,1,0
DNAJC2,0.99747,0.33164,0.466,2.1712,1,0
MAP2K7,0.99747,0.27995,0.454,2.388,1,0
PPP1R13B,0.99745,0.36113,0.466,2.1284,1,0
PITX2,0.99745,0.19503,0.41,2.2361,1,0
RAB24,0.99744,0.2424,0.437,1.8935,1,0
PAX2,0.99743,0.27248,0.451,1.8762,1,0
MCL1,0.99742,0.17273,0.395,-0.80627,1,0
FHIP1B,0.99742,0.34079,0.467,2.0021,1,0
CTAGE6,0.99741,0.10969,0.345,4.3166,1,1
EGR3,0.9974,0.17286,0.396,3.9103,1,0
TAF12,0.9974,0.14505,0.375,1.9138,1,0
SLC5A7,0.99738,0.30401,0.462,2.9987,1,0
CACTIN,0.99735,0.32032,0.465,1.3409,1,0
PRKCH,0.99734,0.33457,0.467,2.4029,1,0
FLT3,0.99734,0.34293,0.468,1.5509,1,0
DMRT1,0.99733,0.2298,0.432,-2.3223,1,0
AGPAT4,0.9973,0.29933,0.461,3.0509,1,0
CDK6,0.99728,0.196,0.412,3.1383,1,0
KLF9,0.99728,0.11027,0.347,2.3683,1,1
UBE2L3,0.99725,0.063864,0.303,3.807,1,1
MAPK6,0.99724,0.31335,0.465,1.6886,1,0
NEUROD6,0.99723,0.1963,0.413,1.8775,1,0
TLL1,0.99721,0.36075,0.467,1.7387,1,0
CSNK2A2,0.99718,0.21507,0.424,3.0647,1,0
C1ORF21,0.99716,0.11082,0.349,1.3273,1,1
RPS14,0.99715,0.064147,0.304,3.5329,1,1
ELL,0.99714,0.31756,0.466,0.16474,1,0
HMGXB3,0.99714,0.36089,0.467,2.5475,1,0
DIS3L2,0.99711,0.35022,0.468,1.4012,1,0
INTS7,0.99708,0.314,0.466,1.8872,1,0
DCAF8,0.99707,0.31782,0.466,4.3257,1,0
PDIA3,0.99706,0.21576,0.426,1.1721,1,0
ANKH,0.99706,0.30037,0.463,3.5436,1,0
ASIC1,0.99704,0.3247,0.468,3.3155,1,0
TANK,0.997,0.24475,0.442,1.5977,1,0
MEMO1,0.99696,0.11164,0.351,2.6149,1,0
HERPUD2,0.99695,0.26615,0.451,0.96024,1,0
GTF2H1,0.99695,0.1978,0.416,1.9592,1,0
AMD1,0.99693,0.24507,0.442,2.8349,1,0
CASR,0.99692,0.33345,0.469,4.8379,1,0
EGR2,0.99692,0.17544,0.401,2.7999,1,0
SLAIN1,0.99691,0.28941,0.46,-0.15158,1,0
PCGF2,0.99687,0.24539,0.443,-0.10882,1,0
SLC13A4,0.99685,0.3221,0.468,1.9708,1,0
IRF8,0.99684,0.29577,0.462,1.3131,1,0
FBXO28,0.99683,0.23241,0.437,1.6403,1,0
ELOVL6,0.99683,0.2169,0.428,4.1115,1,0
PCMTD1,0.99682,0.2456,0.443,3.2236,1,0
CYRIB,0.99681,0.17597,0.403,2.7554,1,0
LCP2,0.99679,0.30639,0.465,0.98998,1,0
UVRAG,0.99676,0.31892,0.468,1.5198,1,0
WWP1,0.99673,0.36173,0.468,3.3077,1,0
ACAP2,0.99673,0.33867,0.47,3.0871,1,0
FCHSD2,0.99673,0.30662,0.466,1.9349,1,0
ANKRD13C,0.99669,0.25751,0.449,1.9902,1,0
VPS29,0.99668,0.11277,0.355,2.4897,1,0
PAPPA,0.99667,0.3669,0.467,2.8169,1,0
RAB1A,0.99666,0.065497,0.311,2.796,1,1
RNF103,0.99663,0.326,0.469,1.5844,1,0
SMAD7,0.99661,0.23347,0.439,0.87584,1,0
OSBPL2,0.99659,0.31158,0.467,2.4475,1,0
WDR82,0.99658,0.23362,0.439,3.9317,1,0
GTPBP4,0.99656,0.17714,0.405,-0.45858,1,0
ABCE1,0.99654,0.30234,0.466,4.7629,1,0
PPME1,0.99651,0.25832,0.451,1.7298,1,0
PSMA3,0.99651,0.17739,0.406,1.6243,1,0
NPM1,0.99648,0.065956,0.313,1.4023,1,1
MCU,0.99648,0.23405,0.44,1.6871,1,0
RPRD1A,0.99647,0.23412,0.44,2.0915,1,0
ADAMTS10,0.99647,0.36723,0.467,3.8057,1,0
SEPTIN7,0.99646,0.066006,0.313,1.5222,1,1
GAP43,0.99645,0.11361,0.358,0.48505,1,0
SRGAP1,0.99643,0.3532,0.47,2.6919,1,0
LRRC4,0.99643,0.277,0.459,2.1144,1,0
UBA3,0.99642,0.29131,0.463,0.83456,1,0
LEF1,0.99641,0.27706,0.459,2.1888,1,0
USP18,0.99638,0.27718,0.459,1.9593,1,0
PAPOLG,0.99638,0.34168,0.471,2.753,1,0
RPL23A,0.99636,0.11395,0.359,1.5134,1,0
WASF2,0.99632,0.29169,0.464,2.756,1,0
RPS13,0.99629,0.0,0.237,1.3507,1,1
CAMKK1,0.99628,0.32384,0.471,1.1669,1,0
HGF,0.99627,0.33524,0.471,1.9628,1,0
TEF,0.99626,0.15035,0.389,1.7296,1,0
PPIG,0.99624,0.33534,0.472,1.6215,1,0
IQSEC1,0.9962,0.34762,0.471,1.619,1,0
CACNG8,0.99618,0.17884,0.409,0.99074,1,0
MAF1,0.99617,0.2354,0.442,1.9224,1,0
POLD3,0.99614,0.17899,0.41,0.4016,1,0
RPS7,0.99613,0.066799,0.317,1.8932,1,1
QKI,0.99613,0.24865,0.449,3.6009,1,0
TGFB2,0.99612,0.28568,0.463,2.3626,1,0
CUEDC2,0.99612,0.26962,0.457,2.1961,1,0
PHYHIPL,0.99612,0.20166,0.424,1.8375,1,0
SULF1,0.9961,0.35642,0.471,2.221,1,0
PAX9,0.99608,0.22032,0.435,0.92775,1,0
ZNF668,0.99608,0.26978,0.458,1.6316,1,0
GOLGA6L10,0.99605,0.17936,0.41,4.8284,1,0
PEA15,0.99602,0.0,0.24,2.5832,1,1
CBWD5,0.996,0.1152,0.363,3.5984,1,0
KCTD9,0.99594,0.23632,0.444,3.7994,1,0
NXPH1,0.99591,0.20251,0.426,0.29565,1,0
IKBKB,0.99588,0.35426,0.472,3.3222,1,0
RPS26,0.99588,0.067351,0.32,2.7399,1,1
TBX15,0.99587,0.31784,0.471,1.1753,1,0
PDGFA,0.99584,0.11572,0.364,0.73223,1,0
KLF15,0.99579,0.18041,0.413,0.80165,1,0
GGA1,0.99577,0.29947,0.468,1.1153,1,0
SLC9A1,0.99576,0.33125,0.473,4.6915,1,0
TOMM40,0.99576,0.26124,0.456,1.8687,1,0
ZNF410,0.99574,0.31821,0.472,2.9166,1,0
TCF7L1,0.99574,0.31821,0.472,1.1757,1,0
RPL32,0.99573,0.0,0.243,1.4525,1,1
PLK2,0.99572,0.31422,0.471,3.0114,1,0
KLHL22,0.99571,0.31426,0.471,3.3558,1,0
ZFAND5,0.9957,0.18074,0.414,2.2419,1,0
SAR1A,0.99566,0.0,0.243,2.3332,1,1
SRP14,0.9956,0.067951,0.322,1.248,1,1
RAB5A,0.99558,0.15293,0.395,1.9284,1,0
ATG13,0.99558,0.32567,0.473,2.0011,1,0
FBXO45,0.99558,0.15292,0.395,2.4277,1,0
NEGR1,0.99557,0.20385,0.429,1.4736,1,0
NOG,0.99555,0.11664,0.367,1.4066,1,0
TCF7L2,0.99554,0.33446,0.474,1.4156,1,0
CXXC5,0.99554,0.11665,0.367,2.1111,1,0
CSRNP2,0.99554,0.28761,0.466,3.2156,1,0
LYPLA2,0.99553,0.23787,0.447,2.1957,1,0
FTH1,0.9955,0.1532,0.396,1.7621,1,0
AKT1,0.99545,0.32909,0.474,4.2239,1,0
KCNJ12,0.99541,0.11706,0.369,4.2814,1,0
TFEB,0.9954,0.28802,0.467,1.3729,1,0
TASOR2,0.9954,0.38058,0.463,1.2052,1,0
DYNC1LI2,0.99538,0.32279,0.474,2.2842,1,0
BCL11B,0.99537,0.27224,0.462,1.293,1,0
OSGIN2,0.99534,0.25157,0.454,2.0881,1,0
RAD51,0.99531,0.28831,0.467,3.6487,1,0
SS18,0.99529,0.31934,0.474,0.12413,1,0
PHF19,0.99528,0.31537,0.473,3.4308,1,0
ZNF804A,0.99528,0.11745,0.37,-0.12664,1,0
EXOC3,0.99523,0.32959,0.475,1.4344,1,0
ALCAM,0.99519,0.31959,0.474,1.751,1,0
CASTOR2,0.99517,0.25214,0.455,3.2422,1,0
GOLGA6A,0.99516,0.068848,0.327,3.5218,1,1
FAM53C,0.99516,0.27291,0.463,1.5299,1,0
NUP155,0.99511,0.35804,0.473,1.4638,1,0
MYO5A,0.9951,0.38381,0.461,5.1524,1,0
AP1M1,0.99509,0.31982,0.474,3.4488,1,0
YPEL2,0.99508,0.11802,0.372,2.3725,1,0
FAF1,0.99507,0.23948,0.45,1.6552,1,0
MAGI3,0.99505,0.36039,0.472,2.2742,1,0
TBC1D20,0.99504,0.28909,0.468,1.6024,1,0
RGS7,0.99504,0.30683,0.472,3.1824,1,0
BARHL1,0.99503,0.18315,0.419,1.2584,1,0
TOX3,0.99501,0.29576,0.47,0.61112,1,0
WLS,0.995,0.327,0.475,1.7298,1,0
PCNA,0.99498,0.18333,0.42,3.2348,1,0
ACTR3,0.99496,0.26392,0.461,3.1102,1,0
STIM1,0.99496,0.3404,0.475,2.5772,1,0
LTN1,0.99492,0.36705,0.471,2.5737,1,0
KDM3A,0.9949,0.37133,0.469,2.8242,1,0
CAPZA1,0.99489,0.069369,0.329,1.2883,1,1
DBF4,0.99487,0.32394,0.475,1.5931,1,0
LMO4,0.99484,0.069465,0.33,2.6121,1,1
UNC5D,0.99484,0.36068,0.473,2.5107,1,0
HS6ST1,0.99484,0.1838,0.421,2.811,1,0
RYK,0.9948,0.25332,0.457,1.5926,1,0
DLK1,0.9948,0.26441,0.461,0.36075,1,0
MB21D2,0.9948,0.2644,0.461,1.6443,1,0
PMP22,0.99479,0.11884,0.374,0.70125,1,0
ARF6,0.99477,0.0,0.251,4.0361,1,1
RANBP6,0.99475,0.27413,0.465,-0.29388,1,0
ZNF652,0.99472,0.30238,0.473,2.3916,1,0
VAPA,0.99468,0.15587,0.403,0.54194,1,0
TBX3,0.99465,0.28278,0.468,0.036562,1,0
PLCB3,0.99465,0.37338,0.468,3.7091,1,0
ZNF441,0.99463,0.32445,0.476,2.2063,1,0
STMN1,0.9946,0.15613,0.404,2.32,1,0
ACOT7,0.99457,0.283,0.468,2.0883,1,0
ING2,0.99455,0.20738,0.436,2.0618,1,0
TLN2,0.99454,0.38984,0.456,1.9885,1,0
NPAT,0.99443,0.35897,0.474,0.27369,1,0
ESRRG,0.99434,0.26573,0.464,2.7657,1,0
PRKCG,0.99433,0.34749,0.476,3.84,1,0
HNF1A,0.99433,0.3314,0.477,2.0902,1,0
ACTA2,0.99431,0.29103,0.472,4.6189,1,0
NR1D1,0.9943,0.31332,0.476,2.6159,1,0
SLC35F1,0.99424,0.30352,0.475,1.5723,1,0
EIF3F,0.99419,0.25512,0.46,0.27315,1,0
ANAPC7,0.99414,0.32871,0.478,2.8084,1,0
RARB,0.99414,0.31795,0.477,3.1336,1,0
LRRC37A3,0.99406,0.33188,0.478,4.1255,1,0
LMX1A,0.99395,0.30938,0.476,2.103,1,0
PSMB7,0.99394,0.18656,0.427,1.2112,1,0
TUBB2A,0.99392,0.2277,0.449,6.0308,1,0
PPM1E,0.99391,0.33214,0.478,2.8494,1,0
EGR1,0.99384,0.25609,0.462,2.5696,1,0
RPL26,0.99381,0.0,0.258,1.793,1,1
LRCH1,0.9938,0.31863,0.478,1.8592,1,0
DUSP6,0.99379,0.22808,0.45,1.0269,1,0
RAB5C,0.99376,0.15852,0.41,1.5744,1,0
RPL27,0.99376,0.0,0.259,1.3099,1,1
SETD3,0.99372,0.31879,0.478,2.1411,1,0
HRH2,0.99372,0.18718,0.428,3.9115,1,0
LAT,0.99364,0.29263,0.474,1.3219,1,0
PRKG2,0.99364,0.33538,0.479,3.1982,1,0
STAU2,0.99359,0.32289,0.479,1.8658,1,0
AP1B1,0.99357,0.3563,0.476,3.2212,1,0
LIN28B,0.99355,0.15909,0.411,1.1594,1,0
ESRRA,0.99354,0.24403,0.458,2.2452,1,0
SVIL,0.99351,0.38557,0.462,2.6266,1,0
DAB2,0.99346,0.32313,0.479,1.4104,1,0
PLPPR2,0.99341,0.28587,0.473,1.8648,1,0
TNFSF13B,0.9934,0.22916,0.452,1.9155,1,0
TMEM178B,0.99338,0.18813,0.431,2.0134,1,0
STT3B,0.99332,0.32691,0.48,3.2484,1,0
YIPF5,0.99332,0.25742,0.464,0.72561,1,0
CALM2,0.99327,0.0,0.262,3.5543,1,1
TRIM41,0.99324,0.33325,0.48,0.64383,1,0
PJA2,0.99319,0.33035,0.48,0.61825,1,0
SINHCAF,0.99315,0.1601,0.414,2.7068,1,0
AKAP8,0.99314,0.3411,0.48,0.040374,1,0
SIX3,0.99311,0.12294,0.387,1.5772,1,0
ZBTB21,0.99308,0.29385,0.476,1.1064,1,0
RIMKLB,0.99305,0.21168,0.445,3.2008,1,0
OSBPL6,0.99304,0.36276,0.475,1.9531,1,0
RAP1A,0.99295,0.18924,0.433,2.0973,1,0
CLIP2,0.9929,0.36074,0.476,2.2578,1,0
SMAP2,0.99287,0.30637,0.479,2.7571,1,0
ATP6V0A1,0.99284,0.35435,0.478,4.4412,1,0
XYLT1,0.9928,0.3544,0.478,0.76248,1,0
YWHAQ,0.99278,0.23074,0.455,2.3782,1,0
SPCS2,0.99277,0.12366,0.389,1.8523,1,0
POTEG,0.99273,0.072962,0.346,4.2343,1,1
OSBPL11,0.99263,0.344,0.48,2.3854,1,0
PRPF39,0.99263,0.33418,0.481,2.2511,1,0
AKIRIN1,0.99261,0.1901,0.435,-0.74362,1,0
CTTN,0.99261,0.348,0.48,1.418,1,0
FGF9,0.99254,0.16159,0.418,2.1479,1,0
RPL35,0.99253,0.12418,0.391,1.6771,1,0
CLDN11,0.99251,0.073275,0.348,1.8943,1,1
TENT5C,0.99248,0.2131,0.448,2.5857,1,0
TIMP2,0.99246,0.21315,0.448,1.4878,1,0
MN1,0.99238,0.32841,0.482,-2.2255,1,0
PDZD2,0.99236,0.3806,0.467,3.1542,1,0
MAB21L1,0.99236,0.25971,0.469,1.7606,1,0
CSNK1G2,0.99231,0.2882,0.477,0.97736,1,0
PHOX2B,0.99227,0.073623,0.349,1.2908,1,1
FGF17,0.99222,0.21374,0.449,2.0625,1,0
C16ORF72,0.99222,0.24727,0.464,1.1192,1,0
KSR1,0.99219,0.3485,0.481,2.0031,1,0
NDST2,0.99213,0.35512,0.479,2.5469,1,0
JAZF1,0.9921,0.19134,0.438,2.5362,1,0
SERPINI1,0.99206,0.23246,0.459,0.45165,1,0
TOB2,0.99204,0.16274,0.421,1.0339,1,0
MITF,0.99203,0.31754,0.482,1.0386,1,0
TBPL1,0.99194,0.16295,0.421,2.5405,1,0
PPP6R3,0.99193,0.3488,0.481,2.3839,1,0
AKIRIN2,0.99192,0.23277,0.459,0.72022,1,0
NEDD8,0.99186,0.074195,0.352,3.2247,1,0
PSPC1,0.99185,0.28096,0.477,3.1224,1,0
UNK,0.99183,0.35543,0.48,3.2349,1,0
RANBP10,0.99182,0.34283,0.482,1.8546,1,0
KIF13A,0.99182,0.37613,0.471,2.2689,1,0
DCUN1D3,0.99174,0.23318,0.46,2.5029,1,0
PSMB3,0.99165,0.21505,0.452,2.1947,1,0
ERC2,0.99151,0.36782,0.476,2.6924,1,0
ASTN2,0.99149,0.37355,0.473,1.3528,1,0
ANKRD34A,0.9914,0.24905,0.468,3.1236,1,0
CPSF4,0.99139,0.28994,0.48,4.2417,1,0
TMCC2,0.99129,0.31867,0.484,2.9305,1,0
EHF,0.99126,0.30915,0.483,1.9501,1,0
KCNMB4,0.99123,0.12671,0.399,2.1783,1,0
GATA4,0.99122,0.24942,0.468,-1.4458,1,0
CLVS1,0.99116,0.26221,0.473,1.951,1,0
COPZ1,0.99111,0.19354,0.443,1.0262,1,0
TAF10,0.9911,0.12695,0.4,-0.42563,1,0
PLAGL2,0.99102,0.24982,0.469,2.6559,1,0
NANOG,0.991,0.12714,0.4,1.8552,1,0
CALM1,0.991,0.0,0.276,3.5866,1,1
RBM14-RBM4,0.99099,0.24988,0.469,2.1242,1,0
MRAS,0.99089,0.194,0.444,2.6024,1,0
LPCAT3,0.99079,0.32347,0.485,2.1095,1,0
SCHIP1,0.99076,0.26298,0.474,2.4172,1,0
HLF,0.99067,0.16561,0.428,1.8213,1,0
OXR1,0.99064,0.29123,0.482,0.47797,1,0
TIAM1,0.99063,0.37999,0.469,2.6663,1,0
PPP2R5B,0.99059,0.33085,0.485,3.0469,1,0
RPS6KA5,0.99057,0.33088,0.486,1.8142,1,0
RNF34,0.99053,0.27414,0.478,2.2794,1,0
NUTF2,0.99043,0.12814,0.403,3.3386,1,0
GRM4,0.99038,0.35041,0.483,3.8744,1,0
GCM1,0.99036,0.12826,0.404,1.8483,1,0
ING1,0.99033,0.19514,0.447,2.4977,1,0
ANAPC2,0.99028,0.35387,0.482,3.0165,1,0
GPM6A,0.99027,0.076221,0.362,2.2032,1,0
RNF114,0.99019,0.16655,0.43,0.63375,1,0
TAFA1,0.99018,0.16658,0.431,0.89165,1,0
AKT3,0.99015,0.28403,0.482,4.235,1,0
ABCD3,0.99014,0.35063,0.484,2.4773,1,0
USP46,0.98994,0.28436,0.482,3.2505,1,0
PABIR1,0.98981,0.12919,0.407,1.6399,1,0
RAB11FIP2,0.9898,0.2846,0.483,1.4351,1,0
IRF2,0.98966,0.28481,0.483,2.6077,1,0
CFL1,0.98965,0.12946,0.408,3.3773,1,0
RHOA,0.9896,0.16765,0.433,4.5657,1,0
CTIF,0.98959,0.33794,0.487,1.1112,1,0
LEO1,0.98948,0.32111,0.488,1.8732,1,0
FXR1,0.98943,0.077206,0.366,1.5462,1,0
KLF3,0.98939,0.23785,0.469,2.2243,1,0
HDAC2,0.98926,0.077398,0.367,1.843,1,0
BANF1,0.98926,0.0,0.286,2.2912,1,1
RHOG,0.98923,0.077426,0.367,3.5322,1,0
FRMD5,0.98923,0.32142,0.488,1.2988,1,0
KCNJ6,0.98916,0.27644,0.482,4.9961,1,0
FLCN,0.9891,0.33844,0.487,1.9669,1,0
SCAMP5,0.98907,0.23843,0.471,2.6304,1,0
BCL2,0.98904,0.077645,0.368,1.5997,1,0
USP33,0.98903,0.36597,0.48,2.5347,1,0
DLST,0.989,0.3257,0.489,1.2547,1,0
RNF19B,0.98873,0.33296,0.489,1.6574,1,0
SEPTIN5,0.9886,0.32216,0.489,2.1183,1,0
PDGFB,0.98841,0.23955,0.473,0.82769,1,0
VPS26B,0.98826,0.28693,0.487,2.6349,1,0
UBE2E3,0.98817,0.13177,0.415,3.3307,1,0
PCGF5,0.98799,0.25517,0.479,2.3522,1,0
CBX4,0.98767,0.25568,0.48,0.18041,1,0
ECE1,0.98765,0.36376,0.482,2.4896,1,0
DLC1,0.98756,0.37784,0.474,-4.308,1,0
ARF4,0.98754,0.13268,0.418,2.5983,1,0
