gene_symbol,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained
HUNK,0.99996,0.24922,0.39,1.8022,1,0
GPC6,0.99996,0.24172,0.384,1.3324,1,0
OSBPL9,0.99996,0.29324,0.415,3.5802,1,0
FLI1,0.99996,0.21616,0.367,2.9612,1,0
HNRNPK,0.99995,0.076764,0.242,3.3022,1,1
FIP1L1,0.99995,0.22861,0.378,2.628,1,0
ZNF516,0.99995,0.27938,0.41,-0.52159,1,0
EEF1A2,0.99995,0.14928,0.314,6.0642,1,1
PSMA2,0.99995,0.077037,0.243,2.8622,1,1
SLITRK1,0.99995,0.21799,0.37,1.5601,1,0
TNKS1BP1,0.99995,0.34447,0.438,0.82671,1,0
PPP2CA,0.99995,0.14987,0.315,5.568,1,1
MORF4L1,0.99995,0.105,0.271,2.6974,1,1
BRINP2,0.99995,0.27979,0.411,1.7741,1,0
PSME3,0.99995,0.18197,0.342,2.5266,1,1
DAZL,0.99995,0.042206,0.2,0.6824,1,1
NCBP3,0.99995,0.26921,0.404,1.5725,1,0
CYFIP1,0.99995,0.34905,0.44,3.1531,1,0
DCAF4L1,0.99995,0.12871,0.295,3.2229,1,1
SPOP,0.99995,0.22754,0.377,5.5384,1,0
SPECC1L,0.99995,0.33026,0.434,3.206,1,0
RAN,0.99995,0.07614,0.24,4.7567,1,1
RAB7A,0.99995,0.076952,0.242,3.3709,1,1
SRSF5,0.99995,0.14976,0.315,2.7982,1,1
ACVR2B,0.99995,0.2754,0.408,3.0549,1,0
LMNA,0.99995,0.28352,0.412,3.1003,1,0
CTDNEP1,0.99995,0.075939,0.239,3.1498,1,1
RNF41,0.99995,0.129,0.295,3.8193,1,1
SETX,0.99995,0.36721,0.442,1.7846,1,0
NACC1,0.99995,0.16674,0.329,3.9547,1,1
SHANK3,0.99995,0.31543,0.428,-1.37,1,0
MLLT1,0.99994,0.22904,0.379,2.664,1,0
EEF1G,0.99994,0.25386,0.397,3.3563,1,0
PRPF38B,0.99994,0.27703,0.411,2.4096,1,0
SMARCE1,0.99994,0.15105,0.318,2.7817,1,1
TBX21,0.99994,0.23016,0.381,1.0994,1,0
KCNQ5,0.99994,0.28949,0.417,3.1393,1,0
VIRMA,0.99994,0.34218,0.439,3.6977,1,0
MOV10,0.99994,0.32914,0.435,3.9656,1,0
KCMF1,0.99994,0.077763,0.245,2.7328,1,1
YWHAG,0.99994,0.042997,0.204,3.8194,1,1
SLC6A6,0.99994,0.25904,0.399,4.3672,1,0
MAP3K5,0.99994,0.32532,0.433,3.2716,1,0
SLC5A3,0.99994,0.21963,0.373,3.9876,1,0
GRHL3,0.99994,0.26009,0.4,1.7162,1,0
LARP4,0.99994,0.2192,0.372,1.0943,1,0
RPL18A,0.99994,0.0,0.144,1.8992,1,1
UBE2H,0.99994,0.0775,0.244,3.9117,1,1
RPSA,0.99994,0.0,0.144,3.3364,1,1
RPS3,0.99994,0.043162,0.205,3.992,1,1
INPP5A,0.99994,0.19725,0.356,1.9395,1,0
TESK1,0.99994,0.26567,0.404,1.4776,1,0
NDEL1,0.99994,0.19803,0.357,2.0109,1,0
SYT4,0.99993,0.15189,0.319,0.51842,1,1
GATA2,0.99993,0.1697,0.335,1.7347,1,1
TFAP2A,0.99993,0.16926,0.334,2.4812,1,1
PNISR,0.99993,0.23986,0.389,1.2828,1,0
RPS11,0.99993,0.0,0.145,2.3459,1,1
PI4KB,0.99993,0.29486,0.421,4.6798,1,0
NAMPT,0.99993,0.17006,0.336,3.6096,1,1
FUBP1,0.99993,0.10707,0.277,1.9435,1,1
CNTN1,0.99993,0.31783,0.431,2.7437,1,0
ZNF710,0.99993,0.24814,0.395,2.7889,1,0
RNF2,0.99993,0.15273,0.321,2.9682,1,1
SF3A2,0.99993,0.13185,0.302,2.1471,1,1
PCDH9,0.99993,0.27255,0.409,2.8478,1,0
DLGAP2,0.99993,0.3019,0.425,-4.7074,1,0
MFAP1,0.99993,0.27783,0.412,3.4451,1,0
DNAJC5,0.99993,0.043265,0.205,1.7888,1,1
SUV39H2,0.99993,0.21035,0.367,3.7707,1,0
MARCHF7,0.99993,0.23965,0.388,0.59459,1,0
SOCS6,0.99993,0.15155,0.319,1.6662,1,1
CSRNP3,0.99993,0.23908,0.387,2.428,1,0
PPP2R2C,0.99993,0.22129,0.375,4.7391,1,0
LSM12,0.99993,0.0,0.145,2.6209,1,1
IRF4,0.99993,0.23138,0.383,2.9149,1,0
SRSF3,0.99993,0.0,0.145,4.0316,1,1
PPP1CB,0.99993,0.078616,0.247,4.74,1,1
CLIP3,0.99993,0.25413,0.397,3.6648,1,0
YWHAB,0.99993,0.078208,0.246,3.2572,1,1
HPN,0.99992,0.2491,0.396,1.6947,1,0
CHMP4B,0.99992,0.043774,0.208,2.8951,1,1
RPL13A,0.99992,0.13235,0.303,1.5593,1,1
SEPTIN9,0.99992,0.24082,0.39,1.9809,1,0
UBE2I,0.99992,0.10846,0.28,3.6221,1,1
ACVR1B,0.99992,0.26183,0.403,4.548,1,0
PAX5,0.99992,0.19995,0.361,2.3767,1,0
DENND4A,0.99992,0.35293,0.443,3.9851,1,0
RELA,0.99992,0.25578,0.4,2.5486,1,0
STMN2,0.99992,0.079548,0.25,2.6817,1,1
LAMP1,0.99992,0.17118,0.338,0.5821,1,1
CAP1,0.99992,0.19998,0.361,2.1876,1,0
ANKRD50,0.99992,0.33602,0.439,2.6157,1,0
CORO1C,0.99991,0.22393,0.38,2.9409,1,0
UBE2F,0.99991,0.0,0.148,2.2137,1,1
CHRM1,0.99991,0.15444,0.325,4.2948,1,1
COPS6,0.99991,0.21388,0.373,2.4927,1,0
ZIC1,0.99991,0.13382,0.306,2.8961,1,1
SGIP1,0.99991,0.31246,0.431,1.4985,1,0
PSMC5,0.99991,0.23307,0.386,4.6459,1,0
EPHB3,0.99991,0.32408,0.435,3.668,1,0
ASAP1,0.99991,0.33342,0.439,3.4319,1,0
KCNC1,0.99991,0.20094,0.363,5.1794,1,0
MAP3K7,0.99991,0.24951,0.397,2.8775,1,0
STK11,0.99991,0.2017,0.364,1.4946,1,0
SPIN1,0.99991,0.080414,0.253,4.2185,1,1
DRD1,0.99991,0.080028,0.252,3.2072,1,1
PLEKHM1,0.99991,0.31746,0.433,4.3929,1,0
CADM3,0.99991,0.22432,0.381,1.5651,1,0
DSP,0.99991,0.37975,0.443,2.6512,1,0
ATP2B4,0.9999,0.33567,0.44,4.2923,1,0
PSMB5,0.9999,0.081075,0.255,1.8437,1,1
DOCK4,0.9999,0.36855,0.445,1.6961,1,0
NDC1,0.9999,0.21472,0.375,0.86742,1,0
SV2A,0.9999,0.30749,0.429,3.0316,1,0
CYTH1,0.9999,0.27612,0.414,2.9958,1,0
NFE2L1,0.9999,0.28114,0.417,2.2227,1,0
PDE4D,0.9999,0.25809,0.403,2.3461,1,0
TFAP4,0.99989,0.18973,0.356,1.203,1,0
RNF145,0.99989,0.19004,0.357,4.4182,1,0
RPS10-NUDT3,0.99989,0.21516,0.375,2.6309,1,0
XPR1,0.99989,0.3082,0.43,4.1397,1,0
AP3D1,0.99989,0.34637,0.443,1.8755,1,0
KCNJ4,0.99989,0.11098,0.287,5.544,1,1
NCAPG2,0.99989,0.33772,0.441,3.3402,1,0
KHDC4,0.99989,0.2709,0.411,1.7634,1,0
SOS2,0.99989,0.27681,0.415,1.6667,1,0
KDM7A,0.99989,0.25904,0.405,1.1127,1,0
KIF2C,0.99989,0.311,0.432,2.0861,1,0
HNRNPA1,0.99989,0.19002,0.357,4.1174,1,0
RBM26,0.99989,0.28162,0.418,2.0943,1,0
FADS2,0.99989,0.27682,0.415,4.1372,1,0
TMEM63C,0.99988,0.3242,0.438,2.8477,1,0
SFMBT2,0.99988,0.32188,0.437,1.4532,1,0
SRF,0.99988,0.19047,0.358,3.649,1,0
MTF1,0.99988,0.27779,0.417,3.4757,1,0
CEPT1,0.99988,0.19099,0.359,3.3681,1,0
CMTR1,0.99988,0.32406,0.437,4.6842,1,0
PCDH17,0.99988,0.29504,0.425,1.7403,1,0
GRB2,0.99988,0.045483,0.216,3.8851,1,1
RAP1GAP2,0.99988,0.31188,0.433,1.8735,1,0
ANGPT1,0.99987,0.27254,0.414,2.0158,1,0
ZC3H15,0.99987,0.21717,0.379,1.7683,1,0
IKZF4,0.99987,0.23704,0.392,3.0512,1,0
EZH1,0.99987,0.32678,0.439,5.5939,1,0
NFIC,0.99987,0.24613,0.399,1.806,1,0
SHE,0.99987,0.2373,0.393,0.2421,1,0
UGCG,0.99987,0.19161,0.36,2.8695,1,0
CYP26B1,0.99987,0.20538,0.371,1.2829,1,0
MACROH2A1,0.99987,0.0,0.154,3.8636,1,1
CDK13,0.99987,0.31495,0.434,-1.1078,1,0
ZBTB46,0.99987,0.21719,0.379,2.2602,1,0
ARHGAP30,0.99987,0.303,0.429,1.291,1,0
VEGFC,0.99987,0.21729,0.379,0.72619,1,0
FOXO1,0.99987,0.17635,0.348,0.59544,1,1
TEAD3,0.99987,0.26072,0.408,2.635,1,0
TAF15,0.99986,0.3307,0.44,1.7934,1,0
DRD2,0.99986,0.20603,0.372,3.3779,1,0
SLC6A4,0.99986,0.2839,0.421,3.0565,1,0
CNOT10,0.99986,0.25444,0.405,1.2342,1,0
SEC61A1,0.99986,0.25415,0.404,4.9525,1,0
IL6ST,0.99986,0.20628,0.372,1.5179,1,0
CTPS1,0.99986,0.28809,0.423,3.885,1,0
ILKAP,0.99986,0.21763,0.38,2.5649,1,0
ZNF184,0.99986,0.28363,0.421,3.072,1,0
RBM15B,0.99986,0.23791,0.394,0.25471,1,0
GNA13,0.99986,0.083177,0.262,2.8646,1,1
PAX3,0.99985,0.2617,0.409,1.8017,1,0
KBTBD2,0.99985,0.26179,0.409,3.5226,1,0
WEE1,0.99985,0.25494,0.405,1.8732,1,0
BRWD1,0.99985,0.36816,0.447,3.3693,1,0
TCFL5,0.99985,0.21857,0.381,-1.3277,1,0
SUCO,0.99985,0.31329,0.435,1.0528,1,0
NLGN2,0.99985,0.24754,0.401,3.7368,1,0
CAPZB,0.99985,0.046684,0.221,3.0868,1,1
TNFRSF1A,0.99985,0.21875,0.382,1.5136,1,0
PCBP1,0.99985,0.0,0.156,4.1913,1,1
MET,0.99985,0.35115,0.446,2.9693,1,0
AP2A2,0.99985,0.31855,0.437,3.0643,1,0
HNF4A,0.99984,0.23927,0.396,2.7403,1,0
NUP62,0.99984,0.0,0.158,0.89112,1,1
TNS1,0.99984,0.35348,0.446,0.97811,1,0
ARPC2,0.99984,0.13944,0.319,2.8405,1,1
FBXL20,0.99984,0.20773,0.375,3.2805,1,0
VPS18,0.99984,0.31095,0.434,1.686,1,0
WDR47,0.99984,0.32792,0.44,3.965,1,0
RCC1,0.99984,0.23948,0.396,2.7752,1,0
PPP2R2A,0.99984,0.19365,0.364,4.4593,1,0
THBS2,0.99984,0.34752,0.446,3.1877,1,0
PSMC4,0.99984,0.25586,0.407,4.8513,1,0
CACNG3,0.99983,0.11451,0.296,3.3403,1,1
RPRD1B,0.99983,0.20837,0.376,2.769,1,0
TUBB2B,0.99983,0.16075,0.338,6.9742,1,1
CAMK1D,0.99983,0.19454,0.365,3.1845,1,0
VEGFA,0.99983,0.17885,0.353,1.7631,1,0
TOB1,0.99983,0.084495,0.266,2.4945,1,1
SLTM,0.99983,0.33705,0.443,2.848,1,0
ZNF704,0.99983,0.21978,0.384,2.5154,1,0
DPF1,0.99983,0.26924,0.415,2.6541,1,0
RPS10,0.99983,0.084222,0.265,2.1838,1,1
ATF7,0.99983,0.23053,0.391,2.3364,1,0
SLC24A3,0.99982,0.29504,0.429,2.7368,1,0
NEDD9,0.99982,0.3022,0.432,1.8292,1,0
WNT3,0.99982,0.19521,0.367,3.9295,1,0
PRPF6,0.99982,0.34439,0.445,6.4593,1,0
RAB14,0.99982,0.047293,0.224,2.939,1,1
CAMK2G,0.99982,0.24915,0.404,3.0314,1,0
CSNK1A1,0.99982,0.16147,0.34,4.9368,1,1
MED15,0.99982,0.34306,0.445,3.4086,1,0
TBC1D14,0.99982,0.30256,0.432,1.9089,1,0
NUP58,0.99982,0.1954,0.367,0.67925,1,0
ZKSCAN1,0.99982,0.26396,0.413,2.8724,1,0
LSM14B,0.99982,0.20856,0.376,1.661,1,0
CLEC18B,0.99981,0.16189,0.34,5.5945,1,1
WDR37,0.99981,0.28177,0.423,3.0231,1,0
DCTN1,0.99981,0.36186,0.448,2.5036,1,0
PBX3,0.99981,0.1804,0.356,2.5783,1,0
SPI1,0.99981,0.11592,0.3,1.6476,1,1
ETS1,0.99981,0.23172,0.393,2.6084,1,0
EIF2S1,0.99981,0.085201,0.268,3.5275,1,1
GSPT1,0.9998,0.085731,0.27,0.7363,1,1
DIP2B,0.9998,0.36979,0.448,4.0735,1,0
ABI1,0.9998,0.25802,0.41,2.6994,1,0
SYCP1,0.9998,0.25006,0.405,0.089824,1,0
TBX20,0.9998,0.20959,0.378,2.4629,1,0
EPHB1,0.9998,0.32537,0.441,3.0453,1,0
OTX2,0.9998,0.14157,0.324,1.6615,1,1
LMOD1,0.9998,0.21012,0.379,2.0196,1,0
CNP,0.9998,0.20986,0.379,1.7355,1,0
CACNG2,0.99979,0.086033,0.271,2.013,1,1
RBMS1,0.99979,0.25851,0.411,2.8234,1,0
GNAZ,0.99979,0.11681,0.302,4.4401,1,1
CADPS,0.99979,0.33852,0.445,2.9899,1,0
TUBA1A,0.99979,0.197,0.37,8.7528,1,0
ZHX3,0.99979,0.29604,0.43,2.2405,1,0
PAXBP1,0.99979,0.33154,0.443,1.8745,1,0
HSPH1,0.99979,0.30693,0.435,1.7638,1,0
HERC3,0.99978,0.31625,0.439,4.3584,1,0
SYVN1,0.99978,0.28301,0.425,2.4085,1,0
UCHL1,0.99978,0.16378,0.344,0.80496,1,1
FAM135B,0.99978,0.3338,0.444,1.6099,1,0
DAB1,0.99978,0.25129,0.407,1.6851,1,0
TFAP2D,0.99978,0.22308,0.389,0.94993,1,0
GNA11,0.99978,0.21086,0.38,3.8795,1,0
ITGB1,0.99977,0.23368,0.396,3.987,1,0
PSIP1,0.99977,0.23388,0.397,0.41488,1,0
UBE2M,0.99977,0.086464,0.272,2.9901,1,1
AGPS,0.99977,0.25186,0.408,2.8043,1,0
POGK,0.99977,0.27228,0.419,4.035,1,0
GNB2,0.99977,0.19802,0.372,3.0831,1,0
SHROOM3,0.99977,0.35155,0.448,0.8748,1,0
AZIN1,0.99977,0.18245,0.36,2.3181,1,0
PDE4A,0.99976,0.30122,0.434,2.4761,1,0
DLG2,0.99976,0.32882,0.444,1.8693,1,0
ENAH,0.99976,0.27878,0.423,1.727,1,0
CRTC1,0.99976,0.26658,0.417,2.0702,1,0
RAB35,0.99975,0.14382,0.329,3.1563,1,1
FOXN3,0.99975,0.19885,0.373,2.3968,1,0
RPL27A,0.99975,0.0,0.166,2.0618,1,1
GJC1,0.99974,0.16555,0.348,3.3856,1,1
PBX2,0.99974,0.23539,0.399,2.4507,1,0
BDNF,0.99974,0.049074,0.233,2.7789,1,1
KIF5B,0.99974,0.29821,0.433,3.4026,1,0
PPP1R8,0.99974,0.14401,0.33,3.1944,1,1
PPARGC1B,0.99974,0.32934,0.444,0.97805,1,0
DSTYK,0.99974,0.3312,0.445,2.848,1,0
SYCE2,0.99973,0.16572,0.348,1.5596,1,1
SSB,0.99973,0.24493,0.405,2.761,1,0
GABRA4,0.99973,0.21339,0.385,2.4644,1,0
ZNF770,0.99973,0.27393,0.422,1.8799,1,0
IP6K2,0.99973,0.21327,0.385,3.318,1,0
CDK5R1,0.99973,0.049294,0.234,1.9097,1,1
ATAD2,0.99973,0.34793,0.449,2.5582,1,0
SET,0.99973,0.0,0.167,3.2081,1,1
PIGR,0.99972,0.30937,0.438,1.5735,1,0
ADAR,0.99972,0.3458,0.449,3.4201,1,0
HMGB1,0.99972,0.0,0.168,3.3365,1,1
PIK3R5,0.99972,0.32084,0.442,3.085,1,0
TUBB4B,0.99971,0.20052,0.377,6.5815,1,0
TSN,0.99971,0.11952,0.309,2.7809,1,1
ALYREF,0.99971,0.049561,0.235,-0.1749,1,1
GLUL,0.99971,0.20061,0.377,3.2304,1,0
STK40,0.99971,0.26161,0.416,2.2234,1,0
UBE2D2,0.99971,0.04962,0.235,3.6613,1,1
HOOK3,0.9997,0.21452,0.387,1.6722,1,0
FOSL2,0.9997,0.088788,0.279,1.9721,1,1
ARHGAP29,0.9997,0.34205,0.448,2.1869,1,0
FBH1,0.9997,0.34353,0.449,3.789,1,0
SNAP91,0.9997,0.26201,0.417,0.3108,1,0
PDPK1,0.9997,0.14557,0.333,2.133,1,1
GLG1,0.99969,0.29569,0.434,0.86765,1,0
NOVA1,0.99969,0.20108,0.378,2.481,1,0
MYCN,0.99969,0.12028,0.311,0.08095,1,1
RTN4R,0.99969,0.1203,0.311,1.8211,1,1
SHC3,0.99969,0.26928,0.421,0.92763,1,0
ZBTB17,0.99969,0.31338,0.441,3.6195,1,0
HOXA2,0.99969,0.14598,0.334,0.78704,1,1
RPS17,0.99969,0.0,0.17,3.1938,1,1
CREB5,0.99968,0.26947,0.421,1.6764,1,0
AGPAT1,0.99968,0.18585,0.367,3.7824,1,0
PRCC,0.99968,0.23772,0.403,0.45215,1,0
CRNKL1,0.99967,0.32445,0.445,2.5304,1,0
GMEB2,0.99967,0.18625,0.368,1.3713,1,0
FADS1,0.99967,0.28178,0.428,3.4415,1,0
PKN2,0.99967,0.2818,0.428,2.713,1,0
RPS19,0.99966,0.050384,0.239,2.3157,1,1
LHX2,0.99966,0.18655,0.368,2.0356,1,0
ZC3H14,0.99966,0.32914,0.446,1.8995,1,0
RYBP,0.99966,0.0,0.172,2.2878,1,1
NPLOC4,0.99966,0.27656,0.426,2.6541,1,0
DGKZ,0.99966,0.35146,0.451,4.1145,1,0
LRRTM1,0.99966,0.21587,0.39,2.3596,1,0
CLINT1,0.99966,0.26352,0.419,1.9476,1,0
SEC24B,0.99965,0.31439,0.442,0.66518,1,0
CALR,0.99965,0.27051,0.423,1.1558,1,0
SNAI2,0.99965,0.089991,0.283,1.9859,1,1
PAX8,0.99965,0.25613,0.415,0.63944,1,0
CRK,0.99965,0.1472,0.337,2.0656,1,1
LONP1,0.99964,0.33533,0.448,0.16861,1,0
RGPD8,0.99964,0.2565,0.416,5.8472,1,0
MBTD1,0.99964,0.25641,0.415,3.9207,1,0
HMGB2,0.99964,0.090205,0.284,2.176,1,1
RAE1,0.99963,0.24858,0.411,3.4728,1,0
CRKL,0.99962,0.1223,0.316,2.93,1,1
NBPF1,0.99962,0.18795,0.371,2.9498,1,0
RPL23,0.99962,0.0,0.174,2.806,1,1
NUCKS1,0.99962,0.090645,0.285,1.9695,1,1
GPAT4,0.99961,0.28861,0.433,3.2446,1,0
BTG3,0.99961,0.1484,0.34,2.4809,1,1
PACSIN1,0.99961,0.27178,0.425,2.0925,1,0
FAS,0.99961,0.18832,0.372,1.2561,1,0
RAB8A,0.9996,0.14877,0.34,2.2716,1,1
PLAG1,0.99959,0.18902,0.373,2.4723,1,0
CADM1,0.99959,0.26557,0.422,2.8456,1,0
E2F3,0.99959,0.21804,0.393,1.375,1,0
PSMA5,0.99958,0.1233,0.319,3.3912,1,1
GDF6,0.99958,0.14938,0.342,0.087295,1,1
CENPE,0.99958,0.37245,0.451,1.8159,1,0
EIF3G,0.99958,0.24072,0.408,2.6765,1,0
SENP1,0.99958,0.27258,0.426,2.0356,1,0
BCL2L2-PABPN1,0.99958,0.23034,0.402,2.7984,1,0
SEZ6L,0.99958,0.33643,0.45,2.0277,1,0
GRIA1,0.99957,0.32647,0.448,4.3627,1,0
VANGL2,0.99957,0.27271,0.426,2.547,1,0
VAMP2,0.99957,0.0,0.176,1.7472,1,1
ARHGEF5,0.99957,0.25016,0.414,5.9918,1,0
LMX1B,0.99956,0.24131,0.409,1.8923,1,0
ADGRL3,0.99956,0.34159,0.451,2.4878,1,0
NAB2,0.99955,0.23115,0.403,2.299,1,0
MYB,0.99955,0.31029,0.443,3.0727,1,0
C7ORF26,0.99954,0.20592,0.387,-2.1638,1,0
PTBP2,0.99954,0.25924,0.42,3.4464,1,0
ARGLU1,0.99954,0.21935,0.396,3.0766,1,0
ZDHHC5,0.99954,0.31045,0.443,2.6008,1,0
GRM5,0.99954,0.27942,0.43,3.3113,1,0
NKX2-5,0.99954,0.12422,0.321,0.35138,1,1
SLC32A1,0.99954,0.21946,0.396,3.4592,1,0
PPP4C,0.99953,0.24191,0.41,4.2692,1,0
SNAP25,0.99953,0.092269,0.29,3.1978,1,1
GATA3,0.99953,0.19046,0.376,1.3283,1,0
FBXO5,0.99953,0.17221,0.362,0.62963,1,0
GCLC,0.99953,0.23167,0.404,2.1807,1,0
RPL17-C18ORF32,0.99953,0.20617,0.387,1.9889,1,0
ARF1,0.99953,0.05214,0.247,4.1558,1,1
KCND2,0.99952,0.27384,0.428,4.657,1,0
CRMP1,0.99952,0.29962,0.44,1.1217,1,0
PSEN1,0.99951,0.26729,0.425,3.1063,1,0
KIDINS220,0.9995,0.34394,0.452,3.5731,1,0
ANP32B,0.9995,0.173,0.364,1.919,1,0
EPS15L1,0.99949,0.34677,0.453,2.5635,1,0
FAM171A1,0.99949,0.3146,0.446,0.53226,1,0
PURG,0.99948,0.12556,0.325,1.3128,1,1
RAC1,0.99948,0.052619,0.25,3.941,1,1
RPL13,0.99947,0.052713,0.25,-0.61989,1,1
GABRB2,0.99947,0.26819,0.426,4.0985,1,0
SLC38A3,0.99947,0.28103,0.433,2.9003,1,0
CACNA2D1,0.99947,0.29165,0.437,2.3712,1,0
BTBD11,0.99946,0.33444,0.451,0.8161,1,0
HNRNPM,0.99946,0.22152,0.4,1.8837,1,0
NF1,0.99946,0.38319,0.449,8.4243,1,0
EPS8,0.99945,0.30482,0.443,0.70282,1,0
NUS1,0.99945,0.0,0.182,1.0355,1,1
DCP1A,0.99945,0.2438,0.414,1.2333,1,0
RPS24,0.99945,0.0,0.182,1.6762,1,1
FBXL5,0.99944,0.30107,0.442,1.472,1,0
ITGA5,0.99944,0.36128,0.454,2.2469,1,0
HMGCR,0.99943,0.3155,0.447,4.235,1,0
CHRM3,0.99943,0.25356,0.42,2.6775,1,0
PARP1,0.99942,0.34344,0.454,2.0272,1,0
PSMA7,0.99942,0.17466,0.367,1.903,1,0
GABRG2,0.99942,0.26931,0.428,3.9288,1,0
BICDL1,0.99942,0.3054,0.444,0.53501,1,0
SRSF9,0.99941,0.12677,0.328,2.8377,1,1
FBL,0.99941,0.23441,0.409,1.6174,1,0
MAZ,0.99941,0.15314,0.35,-1.4085,1,0
CCDC117,0.9994,0.053475,0.254,-1.0557,1,1
KPNA4,0.9994,0.094495,0.297,2.1151,1,1
RPS23,0.9994,0.0,0.184,2.9522,1,1
CLIP1,0.99939,0.35476,0.455,3.4614,1,0
CTDSPL2,0.99939,0.0,0.184,0.40184,1,1
PABPN1,0.99939,0.17543,0.369,1.3548,1,0
SIAH1,0.99939,0.094651,0.298,4.8427,1,1
KLHL12,0.99938,0.28277,0.435,3.6542,1,0
ETNK1,0.99938,0.17555,0.369,1.6046,1,0
RAP1B,0.99938,0.0,0.185,2.7634,1,1
SEMA7A,0.99937,0.31328,0.447,1.6348,1,0
CACNA2D3,0.99937,0.33921,0.454,1.5521,1,0
SPATA2,0.99937,0.22338,0.403,0.89482,1,0
PCDH1,0.99937,0.31641,0.448,4.0735,1,0
TMCC1,0.99937,0.28283,0.436,4.3014,1,0
HAS2,0.99936,0.27046,0.43,4.4235,1,0
LHX9,0.99936,0.23532,0.411,1.2313,1,0
RNF214,0.99935,0.28861,0.438,2.0501,1,0
ZFP64,0.99935,0.28325,0.436,1.9838,1,0
CAMK2B,0.99933,0.31989,0.45,3.3648,1,0
ATP9A,0.99933,0.3581,0.455,4.5023,1,0
ABCC5,0.99932,0.36571,0.455,4.8355,1,0
FSTL4,0.99932,0.2942,0.441,2.199,1,0
ESRP1,0.99932,0.30296,0.445,2.2465,1,0
PDE10A,0.99932,0.26377,0.427,4.0387,1,0
CCND2,0.99932,0.19507,0.385,2.8824,1,0
MAPK8IP2,0.99931,0.27789,0.434,-0.58065,1,0
FBXW2,0.99931,0.25577,0.423,3.1137,1,0
SOX2,0.99931,0.095785,0.302,2.9769,1,1
GRIA4,0.9993,0.23634,0.412,3.1441,1,0
BMI1,0.9993,0.23649,0.413,2.8325,1,0
ZMAT2,0.9993,0.17711,0.372,3.0313,1,0
CFLAR,0.9993,0.21121,0.397,2.8938,1,0
DSG1,0.99927,0.34025,0.455,0.48529,1,0
ZHX1,0.99927,0.3076,0.447,3.2322,1,0
RPS6KB1,0.99926,0.19624,0.387,3.4368,1,0
BAHD1,0.99925,0.30777,0.447,1.834,1,0
CDC42BPA,0.99924,0.34052,0.455,2.466,1,0
HNRNPH3,0.99924,0.096656,0.304,2.1481,1,1
E2F1,0.99923,0.21247,0.399,1.8728,1,0
FEM1B,0.99923,0.2479,0.42,4.5718,1,0
CDC23,0.99922,0.32386,0.452,3.0629,1,0
BCL2L1,0.99922,0.055004,0.261,2.1944,1,1
B4GALT5,0.99921,0.23801,0.415,2.8037,1,0
AJAP1,0.99921,0.17862,0.376,-0.92316,1,0
THRB,0.9992,0.26557,0.43,3.7158,1,0
RPL14,0.9992,0.15676,0.359,1.2783,1,0
PRPF38A,0.99919,0.21298,0.4,2.5282,1,0
RIC8B,0.99919,0.25762,0.426,2.6156,1,0
MAPRE1,0.99919,0.17891,0.376,2.4297,1,0
REL,0.99918,0.23844,0.416,1.7567,1,0
UBE2J2,0.99918,0.097371,0.307,2.4829,1,1
ANKRD28,0.99917,0.33369,0.455,1.8194,1,0
WDR1,0.99917,0.30882,0.449,1.3005,1,0
PYGO1,0.99916,0.17936,0.377,0.29913,1,0
UBE2N,0.99915,0.0,0.192,3.2477,1,1
MAST3,0.99915,0.34594,0.457,3.5455,1,0
EED,0.99914,0.2273,0.41,2.9266,1,0
KRAS,0.99914,0.055565,0.264,3.0903,1,1
TBP,0.99914,0.22736,0.41,2.8292,1,0
TTL,0.99913,0.24945,0.423,1.7814,1,0
LASP1,0.99912,0.22763,0.411,2.4924,1,0
FRS2,0.99912,0.19848,0.392,1.5347,1,0
RPS9,0.99912,0.055765,0.265,3.1167,1,1
GABRB3,0.99912,0.28053,0.439,4.4622,1,0
IVNS1ABP,0.99911,0.32234,0.453,3.7755,1,0
LUZP1,0.99911,0.32499,0.454,2.218,1,0
HDGFL3,0.99911,0.055797,0.265,0.1212,1,1
BAIAP2,0.9991,0.29704,0.446,1.3039,1,0
RAB6B,0.9991,0.21445,0.403,3.0816,1,0
SEC62,0.99909,0.19886,0.392,1.8271,1,0
FYB1,0.99908,0.27452,0.436,-0.066729,1,0
ELAVL3,0.99908,0.22823,0.412,4.1267,1,0
PPM1A,0.99908,0.18064,0.38,4.1142,1,0
EDNRA,0.99908,0.25017,0.424,3.9853,1,0
NTNG1,0.99906,0.2926,0.444,2.4278,1,0
SLC2A14,0.99905,0.25054,0.425,2.8827,1,0
ETS2,0.99905,0.26762,0.434,2.9027,1,0
NR4A3,0.99904,0.27509,0.437,1.0269,1,0
IRX5,0.99904,0.22874,0.413,0.47481,1,0
FGF10,0.99903,0.056328,0.267,1.4724,1,1
FAU,0.99902,0.0,0.196,1.5879,1,1
RPL11,0.99902,0.13247,0.342,1.9033,1,1
UFD1,0.99902,0.27533,0.438,3.434,1,0
RING1,0.99902,0.22895,0.413,3.0015,1,0
ELOVL5,0.99902,0.21562,0.405,1.866,1,0
CDC73,0.99901,0.24087,0.42,3.3697,1,0
RPL18,0.99901,0.15953,0.365,2.1884,1,0
SLC40A1,0.999,0.29323,0.445,2.5155,1,0
RASIP1,0.999,0.30677,0.45,-0.53653,1,0
