gene_id,gene_name
NCBIGene:54834,GDAP2
NCBIGene:2657,GDF1
NCBIGene:10220,GDF11
NCBIGene:2658,GDF2
NCBIGene:9573,GDF3
NCBIGene:8200,GDF5
NCBIGene:392255,GDF6
NCBIGene:2661,GDF9
NCBIGene:2664,GDI1
NCBIGene:2668,GDNF
NCBIGene:50628,GEMIN4
NCBIGene:25929,GEMIN5
NCBIGene:439,GET3
NCBIGene:51608,GET4
NCBIGene:2670,GFAP
NCBIGene:2671,GFER
NCBIGene:2672,GFI1
NCBIGene:8328,GFI1B
NCBIGene:85476,GFM1
NCBIGene:84340,GFM2
NCBIGene:2673,GFPT1
NCBIGene:2674,GFRA1
NCBIGene:2677,GGCX
NCBIGene:199720,GGN
NCBIGene:9453,GGPS1
NCBIGene:2678,GGT1
NCBIGene:2688,GH1
NCBIGene:2690,GHR
NCBIGene:2692,GHRHR
NCBIGene:51738,GHRL
NCBIGene:2693,GHSR
NCBIGene:26058,GIGYF2
NCBIGene:55340,GIMAP5
NCBIGene:9837,GINS1
NCBIGene:10755,GIPC1
NCBIGene:126326,GIPC3
NCBIGene:2697,GJA1
NCBIGene:2700,GJA3
NCBIGene:2702,GJA5
NCBIGene:2703,GJA8
NCBIGene:2705,GJB1
NCBIGene:2706,GJB2
NCBIGene:2707,GJB3
NCBIGene:127534,GJB4
NCBIGene:10804,GJB6
NCBIGene:57165,GJC2
NCBIGene:2710,GK
NCBIGene:2717,GLA
NCBIGene:2720,GLB1
NCBIGene:2731,GLDC
NCBIGene:342035,GLDN
NCBIGene:2733,GLE1
NCBIGene:2735,GLI1
NCBIGene:2736,GLI2
NCBIGene:2737,GLI3
NCBIGene:84662,GLIS2
NCBIGene:169792,GLIS3
NCBIGene:11146,GLMN
NCBIGene:2741,GLRA1
NCBIGene:2742,GLRA2
NCBIGene:2743,GLRB
NCBIGene:51218,GLRX5
NCBIGene:2744,GLS
NCBIGene:55830,GLT8D1
NCBIGene:2746,GLUD1
NCBIGene:2752,GLUL
NCBIGene:132158,GLYCTK
NCBIGene:2760,GM2A
NCBIGene:51053,GMNN
NCBIGene:29926,GMPPA
NCBIGene:29925,GMPPB
NCBIGene:2767,GNA11
NCBIGene:9630,GNA14
NCBIGene:2770,GNAI1
NCBIGene:2771,GNAI2
NCBIGene:2773,GNAI3
NCBIGene:2774,GNAL
NCBIGene:2775,GNAO1
NCBIGene:2776,GNAQ
NCBIGene:2778,GNAS
NCBIGene:149775,GNAS-AS1
NCBIGene:2779,GNAT1
NCBIGene:2780,GNAT2
NCBIGene:2782,GNB1
NCBIGene:2783,GNB2
NCBIGene:2784,GNB3
NCBIGene:59345,GNB4
NCBIGene:10681,GNB5
NCBIGene:10020,GNE
NCBIGene:27232,GNMT
NCBIGene:8443,GNPAT
NCBIGene:64841,GNPNAT1
NCBIGene:79158,GNPTAB
NCBIGene:84572,GNPTG
NCBIGene:2796,GNRH1
NCBIGene:2798,GNRHR
NCBIGene:2799,GNS
NCBIGene:2801,GOLGA2
NCBIGene:54856,GON4L
NCBIGene:84520,GON7
NCBIGene:92344,GORAB
NCBIGene:9570,GOSR2
NCBIGene:2806,GOT2
NCBIGene:2811,GP1BA
NCBIGene:2812,GP1BB
NCBIGene:51206,GP6
NCBIGene:2815,GP9
NCBIGene:8733,GPAA1
NCBIGene:2719,GPC3
NCBIGene:2239,GPC4
NCBIGene:10082,GPC6
NCBIGene:2819,GPD1
NCBIGene:23171,GPD1L
NCBIGene:2820,GPD2
NCBIGene:10243,GPHN
NCBIGene:2821,GPI
NCBIGene:338328,GPIHBP1
NCBIGene:27238,GPKOW
NCBIGene:10457,GPNMB
NCBIGene:83550,GPR101
NCBIGene:4935,GPR143
NCBIGene:165829,GPR156
NCBIGene:23432,GPR161
NCBIGene:440435,GPR179
NCBIGene:2859,GPR35
NCBIGene:8111,GPR68
NCBIGene:54112,GPR88
NCBIGene:114928,GPRASP2
NCBIGene:51704,GPRC5B
NCBIGene:29899,GPSM2
NCBIGene:84706,GPT2
NCBIGene:2876,GPX1
NCBIGene:2879,GPX4
NCBIGene:10750,GRAP
NCBIGene:2887,GRB10
NCBIGene:80000,GREB1L
NCBIGene:26585,GREM1
NCBIGene:64388,GREM2
NCBIGene:79977,GRHL2
NCBIGene:57822,GRHL3
NCBIGene:9380,GRHPR
NCBIGene:2890,GRIA1
NCBIGene:2891,GRIA2
NCBIGene:2892,GRIA3
NCBIGene:2893,GRIA4
NCBIGene:2895,GRID2
NCBIGene:2898,GRIK2
NCBIGene:2902,GRIN1
NCBIGene:2903,GRIN2A
NCBIGene:2904,GRIN2B
NCBIGene:2906,GRIN2D
NCBIGene:23426,GRIP1
NCBIGene:6011,GRK1
NCBIGene:2911,GRM1
NCBIGene:2916,GRM6
NCBIGene:2917,GRM7
NCBIGene:2896,GRN
NCBIGene:83743,GRWD1
NCBIGene:389207,GRXCR1
NCBIGene:643226,GRXCR2
NCBIGene:145258,GSC
NCBIGene:1687,GSDME
NCBIGene:2934,GSN
NCBIGene:2936,GSR
NCBIGene:2937,GSS
NCBIGene:2947,GSTM3
NCBIGene:2954,GSTZ1
NCBIGene:170825,GSX2
NCBIGene:2961,GTF2E2
NCBIGene:2968,GTF2H4
NCBIGene:404672,GTF2H5
NCBIGene:2969,GTF2I
NCBIGene:9569,GTF2IRD1
NCBIGene:84163,GTF2IRD2
NCBIGene:9330,GTF3C3
NCBIGene:9567,GTPBP1
NCBIGene:54676,GTPBP2
NCBIGene:84705,GTPBP3
NCBIGene:2978,GUCA1A
NCBIGene:2979,GUCA1B
NCBIGene:2982,GUCY1A1
NCBIGene:2984,GUCY2C
NCBIGene:3000,GUCY2D
NCBIGene:60558,GUF1
NCBIGene:2990,GUSB
NCBIGene:2992,GYG1
NCBIGene:2995,GYPC
NCBIGene:2997,GYS1
NCBIGene:2998,GYS2
NCBIGene:64412,GZF1
NCBIGene:3008,H1-4
NCBIGene:283120,H19
NCBIGene:3020,H3-3A
NCBIGene:3021,H3-3B
NCBIGene:8363,H4C11
NCBIGene:8364,H4C3
NCBIGene:8367,H4C5
NCBIGene:8294,H4C9
NCBIGene:9563,H6PD
NCBIGene:23498,HAAO
NCBIGene:3026,HABP2
NCBIGene:9200,HACD1
NCBIGene:57531,HACE1
NCBIGene:3033,HADH
NCBIGene:3030,HADHA
NCBIGene:3032,HADHB
NCBIGene:3029,HAGH
NCBIGene:3034,HAL
NCBIGene:57817,HAMP
NCBIGene:9464,HAND2
NCBIGene:3035,HARS1
NCBIGene:23438,HARS2
NCBIGene:84868,HAVCR2
NCBIGene:10456,HAX1
NCBIGene:3039,HBA1
NCBIGene:3040,HBA2
NCBIGene:3043,HBB
NCBIGene:3045,HBD
NCBIGene:3047,HBG1
NCBIGene:3048,HBG2
NCBIGene:3052,HCCS
NCBIGene:3054,HCFC1
NCBIGene:3055,HCK
NCBIGene:348980,HCN1
NCBIGene:610,HCN2
NCBIGene:10021,HCN4
NCBIGene:3060,HCRT
NCBIGene:9759,HDAC4
NCBIGene:10013,HDAC6
NCBIGene:55869,HDAC8
NCBIGene:9734,HDAC9
NCBIGene:3067,HDC
NCBIGene:55027,HEATR3
NCBIGene:283450,HECTD4
NCBIGene:57520,HECW2
NCBIGene:101101692,HELLPAR
NCBIGene:3070,HELLS
NCBIGene:220296,HEPACAM
NCBIGene:341208,HEPHL1
NCBIGene:8925,HERC1
NCBIGene:8924,HERC2
NCBIGene:84667,HES7
NCBIGene:8820,HESX1
NCBIGene:3073,HEXA
NCBIGene:3074,HEXB
NCBIGene:23493,HEY2
NCBIGene:3077,HFE
NCBIGene:164045,HFM1
NCBIGene:3081,HGD
NCBIGene:3082,HGF
NCBIGene:138050,HGSNAT
NCBIGene:55733,HHAT
NCBIGene:26275,HIBCH
NCBIGene:3090,HIC1
NCBIGene:283987,HID1
NCBIGene:51501,HIKESHI
NCBIGene:3094,HINT1
NCBIGene:7290,HIRA
NCBIGene:3097,HIVEP2
NCBIGene:148738,HJV
NCBIGene:3098,HK1
NCBIGene:80201,HKDC1
NCBIGene:3105,HLA-A
NCBIGene:3106,HLA-B
NCBIGene:3107,HLA-C
NCBIGene:3113,HLA-DPA1
NCBIGene:3115,HLA-DPB1
NCBIGene:3117,HLA-DQA1
NCBIGene:3119,HLA-DQB1
NCBIGene:3122,HLA-DRA
NCBIGene:3123,HLA-DRB1
NCBIGene:3135,HLA-G
NCBIGene:3141,HLCS
NCBIGene:3145,HMBS
NCBIGene:83872,HMCN1
NCBIGene:3159,HMGA1
NCBIGene:8091,HMGA2
NCBIGene:3149,HMGB3
NCBIGene:3155,HMGCL
NCBIGene:3156,HMGCR
NCBIGene:3157,HMGCS1
NCBIGene:3158,HMGCS2
NCBIGene:3161,HMMR
NCBIGene:3162,HMOX1
NCBIGene:3166,HMX1
NCBIGene:6927,HNF1A
NCBIGene:6928,HNF1B
NCBIGene:3172,HNF4A
NCBIGene:3176,HNMT
NCBIGene:3178,HNRNPA1
NCBIGene:3181,HNRNPA2B1
NCBIGene:3183,HNRNPC
NCBIGene:9987,HNRNPDL
NCBIGene:3187,HNRNPH1
NCBIGene:3188,HNRNPH2
NCBIGene:3190,HNRNPK
NCBIGene:10236,HNRNPR
NCBIGene:3192,HNRNPU
NCBIGene:112817,HOGA1
NCBIGene:9455,HOMER2
NCBIGene:3198,HOXA1
NCBIGene:3207,HOXA11
NCBIGene:3209,HOXA13
NCBIGene:3199,HOXA2
NCBIGene:3211,HOXB1
NCBIGene:3229,HOXC13
NCBIGene:3236,HOXD10
NCBIGene:3239,HOXD13
NCBIGene:3208,HPCA
NCBIGene:3242,HPD
NCBIGene:84842,HPDL
NCBIGene:3248,HPGD
NCBIGene:3251,HPRT1
NCBIGene:3257,HPS1
NCBIGene:84343,HPS3
NCBIGene:89781,HPS4
NCBIGene:11234,HPS5
NCBIGene:79803,HPS6
NCBIGene:60495,HPSE2
NCBIGene:55806,HR
NCBIGene:3265,HRAS
NCBIGene:3273,HRG
NCBIGene:78995,HROB
NCBIGene:120766137,HRURF
NCBIGene:9653,HS2ST1
NCBIGene:64711,HS3ST6
NCBIGene:9394,HS6ST1
NCBIGene:90161,HS6ST2
NCBIGene:150274,HSCB
NCBIGene:3290,HSD11B1
NCBIGene:3291,HSD11B2
NCBIGene:3028,HSD17B10
NCBIGene:3293,HSD17B3
NCBIGene:3295,HSD17B4
NCBIGene:3284,HSD3B2
NCBIGene:80270,HSD3B7
NCBIGene:11077,HSF2BP
NCBIGene:3299,HSF4
NCBIGene:86614,HSFY1
NCBIGene:3313,HSPA9
NCBIGene:3315,HSPB1
NCBIGene:8988,HSPB3
NCBIGene:26353,HSPB8
NCBIGene:3329,HSPD1
NCBIGene:3339,HSPG2
NCBIGene:3350,HTR1A
NCBIGene:3356,HTR2A
NCBIGene:5654,HTRA1
NCBIGene:27429,HTRA2
NCBIGene:3064,HTT
NCBIGene:10075,HUWE1
NCBIGene:3373,HYAL1
NCBIGene:84668,HYCC1
NCBIGene:54768,HYDIN
NCBIGene:219844,HYLS1
NCBIGene:57061,HYMAI
NCBIGene:10525,HYOU1
NCBIGene:3376,IARS1
NCBIGene:55699,IARS2
NCBIGene:200205,IBA57
NCBIGene:29851,ICOS
NCBIGene:23308,ICOSLG
NCBIGene:3417,IDH1
NCBIGene:3418,IDH2
NCBIGene:3419,IDH3A
NCBIGene:3420,IDH3B
NCBIGene:3421,IDH3G
NCBIGene:3423,IDS
NCBIGene:3425,IDUA
NCBIGene:51124,IER3IP1
NCBIGene:64135,IFIH1
NCBIGene:387733,IFITM5
NCBIGene:3454,IFNAR1
NCBIGene:3455,IFNAR2
NCBIGene:3458,IFNG
NCBIGene:3459,IFNGR1
NCBIGene:3460,IFNGR2
NCBIGene:3475,IFRD1
NCBIGene:55764,IFT122
NCBIGene:9742,IFT140
NCBIGene:26160,IFT172
NCBIGene:11020,IFT27
NCBIGene:112752,IFT43
NCBIGene:51098,IFT52
NCBIGene:79989,IFT56
NCBIGene:55081,IFT57
NCBIGene:80173,IFT74
NCBIGene:57560,IFT80
NCBIGene:28981,IFT81
NCBIGene:8100,IFT88
NCBIGene:3476,IGBP1
NCBIGene:3479,IGF1
NCBIGene:3480,IGF1R
NCBIGene:3481,IGF2
NCBIGene:10644,IGF2BP2
NCBIGene:3482,IGF2R
NCBIGene:3483,IGFALS
NCBIGene:3490,IGFBP7
NCBIGene:3492,IGH
NCBIGene:3500,IGHG1
NCBIGene:3501,IGHG2
NCBIGene:3507,IGHM
NCBIGene:3508,IGHMBP2
NCBIGene:3514,IGKC
NCBIGene:3543,IGLL1
NCBIGene:3547,IGSF1
NCBIGene:3321,IGSF3
NCBIGene:3549,IHH
NCBIGene:3551,IKBKB
NCBIGene:8517,IKBKG
NCBIGene:10320,IKZF1
NCBIGene:22807,IKZF2
NCBIGene:22806,IKZF3
NCBIGene:64376,IKZF5
NCBIGene:3586,IL10
NCBIGene:3587,IL10RA
NCBIGene:3588,IL10RB
NCBIGene:3590,IL11RA
NCBIGene:3592,IL12A
NCBIGene:101928376,IL12A-AS1
NCBIGene:3593,IL12B
NCBIGene:3594,IL12RB1
NCBIGene:3596,IL13
NCBIGene:112744,IL17F
NCBIGene:23765,IL17RA
NCBIGene:84818,IL17RC
NCBIGene:54756,IL17RD
NCBIGene:10068,IL18BP
NCBIGene:3553,IL1B
NCBIGene:3554,IL1R1
NCBIGene:11141,IL1RAPL1
NCBIGene:3557,IL1RN
NCBIGene:59067,IL21
NCBIGene:50615,IL21R
NCBIGene:149233,IL23R
NCBIGene:9466,IL27RA
NCBIGene:3559,IL2RA
NCBIGene:3560,IL2RB
NCBIGene:3561,IL2RG
NCBIGene:133396,IL31RA
NCBIGene:26525,IL36RN
NCBIGene:27178,IL37
NCBIGene:3569,IL6
NCBIGene:3570,IL6R
NCBIGene:3572,IL6ST
NCBIGene:3574,IL7
NCBIGene:3575,IL7R
NCBIGene:286676,ILDR1
NCBIGene:3612,IMPA1
NCBIGene:3614,IMPDH1
NCBIGene:3615,IMPDH2
NCBIGene:3617,IMPG1
NCBIGene:50939,IMPG2
NCBIGene:55765,INAVA
NCBIGene:64423,INF2
NCBIGene:3621,ING1
NCBIGene:3631,INPP4A
NCBIGene:56623,INPP5E
NCBIGene:51763,INPP5K
NCBIGene:3636,INPPL1
NCBIGene:3630,INS
NCBIGene:3640,INSL3
NCBIGene:3643,INSR
NCBIGene:26173,INTS1
NCBIGene:54973,INTS11
NCBIGene:55656,INTS8
NCBIGene:27152,INTU
NCBIGene:27130,INVS
NCBIGene:10526,IPO8
NCBIGene:3653,IPW
NCBIGene:9657,IQCB1
NCBIGene:23288,IQCE
NCBIGene:80726,IQCN
NCBIGene:9922,IQSEC1
NCBIGene:23096,IQSEC2
NCBIGene:3654,IRAK1
NCBIGene:51135,IRAK4
NCBIGene:3658,IREB2
NCBIGene:3659,IRF1
NCBIGene:359948,IRF2BP2
NCBIGene:64207,IRF2BPL
NCBIGene:3661,IRF3
NCBIGene:3662,IRF4
NCBIGene:3663,IRF5
NCBIGene:3664,IRF6
NCBIGene:3665,IRF7
NCBIGene:3394,IRF8
NCBIGene:10379,IRF9
NCBIGene:345611,IRGM
NCBIGene:3667,IRS1
NCBIGene:8660,IRS2
NCBIGene:8471,IRS4
NCBIGene:10265,IRX5
NCBIGene:81689,ISCA1
NCBIGene:122961,ISCA2
NCBIGene:23479,ISCU
NCBIGene:9636,ISG15
NCBIGene:3670,ISL1
NCBIGene:83737,ITCH
NCBIGene:3673,ITGA2
NCBIGene:3674,ITGA2B
NCBIGene:3675,ITGA3
NCBIGene:3655,ITGA6
NCBIGene:3679,ITGA7
NCBIGene:8516,ITGA8
NCBIGene:3684,ITGAM
NCBIGene:3685,ITGAV
NCBIGene:3689,ITGB2
NCBIGene:3690,ITGB3
NCBIGene:3691,ITGB4
NCBIGene:3694,ITGB6
NCBIGene:3702,ITK
NCBIGene:9445,ITM2B
NCBIGene:3704,ITPA
NCBIGene:3708,ITPR1
NCBIGene:3709,ITPR2
NCBIGene:3710,ITPR3
NCBIGene:3712,IVD
NCBIGene:10625,IVNS1ABP
NCBIGene:389434,IYD
NCBIGene:182,JAG1
NCBIGene:3714,JAG2
NCBIGene:84522,JAGN1
NCBIGene:3716,JAK1
NCBIGene:3717,JAK2
NCBIGene:3718,JAK3
NCBIGene:58494,JAM2
NCBIGene:83700,JAM3
NCBIGene:3720,JARID2
NCBIGene:221895,JAZF1
NCBIGene:221037,JMJD1C
NCBIGene:56704,JPH1
NCBIGene:57158,JPH2
NCBIGene:57338,JPH3
NCBIGene:8629,JRK
NCBIGene:3728,JUP
NCBIGene:23189,KANK1
NCBIGene:25959,KANK2
NCBIGene:284058,KANSL1
NCBIGene:3735,KARS1
NCBIGene:147872,KASH5
NCBIGene:10524,KAT5
NCBIGene:7994,KAT6A
NCBIGene:23522,KAT6B
NCBIGene:84148,KAT8
NCBIGene:10300,KATNB1
NCBIGene:23247,KATNIP
NCBIGene:390594,KBTBD13
NCBIGene:3736,KCNA1
NCBIGene:3737,KCNA2
NCBIGene:3739,KCNA4
NCBIGene:3741,KCNA5
NCBIGene:8514,KCNAB2
NCBIGene:3745,KCNB1
NCBIGene:3746,KCNC1
NCBIGene:3747,KCNC2
NCBIGene:3748,KCNC3
NCBIGene:3752,KCND3
NCBIGene:3753,KCNE1
NCBIGene:9992,KCNE2
NCBIGene:10008,KCNE3
NCBIGene:23630,KCNE5
NCBIGene:3756,KCNH1
NCBIGene:3757,KCNH2
NCBIGene:27133,KCNH5
NCBIGene:3758,KCNJ1
NCBIGene:3766,KCNJ10
NCBIGene:3767,KCNJ11
NCBIGene:3769,KCNJ13
NCBIGene:3773,KCNJ16
NCBIGene:100134444,KCNJ18
NCBIGene:3759,KCNJ2
NCBIGene:3760,KCNJ3
NCBIGene:3762,KCNJ5
NCBIGene:3763,KCNJ6
NCBIGene:3764,KCNJ8
NCBIGene:338567,KCNK18
NCBIGene:3777,KCNK3
NCBIGene:50801,KCNK4
NCBIGene:51305,KCNK9
NCBIGene:3778,KCNMA1
NCBIGene:3779,KCNMB1
NCBIGene:3781,KCNN2
NCBIGene:3782,KCNN3
NCBIGene:3783,KCNN4
NCBIGene:3784,KCNQ1
NCBIGene:10984,KCNQ1OT1
NCBIGene:3785,KCNQ2
NCBIGene:3786,KCNQ3
NCBIGene:9132,KCNQ4
NCBIGene:56479,KCNQ5
NCBIGene:57582,KCNT1
NCBIGene:343450,KCNT2
NCBIGene:157855,KCNU1
NCBIGene:169522,KCNV2
NCBIGene:284252,KCTD1
NCBIGene:79734,KCTD17
NCBIGene:154881,KCTD7
NCBIGene:11014,KDELR2
NCBIGene:126695,KDF1
NCBIGene:23028,KDM1A
NCBIGene:51780,KDM3B
NCBIGene:23030,KDM4B
NCBIGene:5927,KDM5A
NCBIGene:10765,KDM5B
NCBIGene:8242,KDM5C
NCBIGene:8284,KDM5D
NCBIGene:7403,KDM6A
NCBIGene:23135,KDM6B
NCBIGene:3791,KDR
NCBIGene:2531,KDSR
NCBIGene:9817,KEAP1
NCBIGene:11081,KERA
NCBIGene:154288,KHDC3L
NCBIGene:3795,KHK
NCBIGene:79932,KIAA0319L
NCBIGene:9786,KIAA0586
NCBIGene:9851,KIAA0753
NCBIGene:285600,KIAA0825
NCBIGene:57670,KIAA1549
NCBIGene:144577,KICS2
NCBIGene:57498,KIDINS220
NCBIGene:3832,KIF11
NCBIGene:113220,KIF12
NCBIGene:9928,KIF14
NCBIGene:56992,KIF15
NCBIGene:547,KIF1A
NCBIGene:23095,KIF1B
NCBIGene:10749,KIF1C
NCBIGene:10112,KIF20A
NCBIGene:55605,KIF21A
NCBIGene:3835,KIF22
NCBIGene:9493,KIF23
NCBIGene:26153,KIF26A
NCBIGene:3796,KIF2A
NCBIGene:9371,KIF3B
NCBIGene:24137,KIF4A
NCBIGene:3798,KIF5A
NCBIGene:3800,KIF5C
NCBIGene:374654,KIF7
NCBIGene:26128,KIFBP
NCBIGene:55243,KIRREL1
NCBIGene:3814,KISS1
NCBIGene:84634,KISS1R
NCBIGene:3815,KIT
NCBIGene:4254,KITLG
NCBIGene:55857,KIZ
NCBIGene:9365,KL
NCBIGene:64837,KLC2
NCBIGene:89953,KLC4
NCBIGene:10661,KLF1
NCBIGene:8462,KLF11
NCBIGene:51621,KLF13
NCBIGene:1316,KLF6
NCBIGene:200942,KLHDC8B
NCBIGene:317719,KLHL10
NCBIGene:80311,KLHL15
NCBIGene:27252,KLHL20
NCBIGene:54800,KLHL24
NCBIGene:26249,KLHL3
NCBIGene:131377,KLHL40
NCBIGene:10324,KLHL41
NCBIGene:55975,KLHL7
NCBIGene:55958,KLHL9
NCBIGene:11012,KLK11
NCBIGene:9622,KLK4
NCBIGene:3818,KLKB1
NCBIGene:100144748,KLLN
NCBIGene:8302,KLRC4
NCBIGene:4297,KMT2A
NCBIGene:9757,KMT2B
NCBIGene:58508,KMT2C
NCBIGene:8085,KMT2D
NCBIGene:55904,KMT2E
NCBIGene:51111,KMT5B
NCBIGene:3827,KNG1
NCBIGene:57082,KNL1
NCBIGene:90417,KNSTRN
NCBIGene:3839,KPNA3
NCBIGene:402569,KPNA7
NCBIGene:11133,KPTN
NCBIGene:3845,KRAS
NCBIGene:83999,KREMEN1
NCBIGene:889,KRIT1
NCBIGene:3848,KRT1
NCBIGene:3858,KRT10
NCBIGene:3859,KRT12
NCBIGene:3860,KRT13
NCBIGene:3861,KRT14
NCBIGene:3868,KRT16
NCBIGene:3872,KRT17
NCBIGene:3875,KRT18
NCBIGene:3849,KRT2
NCBIGene:147183,KRT25
NCBIGene:3850,KRT3
NCBIGene:3851,KRT4
NCBIGene:3852,KRT5
NCBIGene:3853,KRT6A
NCBIGene:3854,KRT6B
NCBIGene:286887,KRT6C
NCBIGene:112802,KRT71
NCBIGene:121391,KRT74
NCBIGene:3887,KRT81
NCBIGene:3889,KRT83
NCBIGene:3891,KRT85
NCBIGene:3892,KRT86
NCBIGene:3857,KRT9
NCBIGene:339855,KY
NCBIGene:8942,KYNU
NCBIGene:3897,L1CAM
NCBIGene:79944,L2HGDH
NCBIGene:144811,LACC1
NCBIGene:8270,LAGE3
NCBIGene:284217,LAMA1
NCBIGene:3908,LAMA2
NCBIGene:3909,LAMA3
NCBIGene:3910,LAMA4
NCBIGene:3911,LAMA5
NCBIGene:3912,LAMB1
NCBIGene:3913,LAMB2
NCBIGene:3914,LAMB3
NCBIGene:3918,LAMC2
NCBIGene:10319,LAMC3
NCBIGene:3920,LAMP2
NCBIGene:28956,LAMTOR2
NCBIGene:9215,LARGE1
NCBIGene:51574,LARP7
NCBIGene:51520,LARS1
NCBIGene:23395,LARS2
NCBIGene:81887,LAS1L
NCBIGene:27040,LAT
NCBIGene:3930,LBR
NCBIGene:10660,LBX1
NCBIGene:167691,LCA5
NCBIGene:3931,LCAT
NCBIGene:3932,LCK
NCBIGene:3937,LCP2
NCBIGene:3938,LCT
NCBIGene:11155,LDB3
NCBIGene:3939,LDHA
NCBIGene:3945,LDHB
NCBIGene:197257,LDHD
NCBIGene:3949,LDLR
NCBIGene:26119,LDLRAP1
NCBIGene:51176,LEF1
NCBIGene:221496,LEMD2
NCBIGene:23592,LEMD3
NCBIGene:3952,LEP
NCBIGene:3953,LEPR
NCBIGene:3954,LETM1
NCBIGene:3955,LFNG
NCBIGene:9211,LGI1
NCBIGene:203190,LGI3
NCBIGene:163175,LGI4
NCBIGene:55366,LGR4
NCBIGene:3972,LHB
NCBIGene:3973,LHCGR
NCBIGene:222662,LHFPL5
NCBIGene:3975,LHX1
NCBIGene:8022,LHX3
NCBIGene:89884,LHX4
NCBIGene:11019,LIAS
NCBIGene:3977,LIFR
NCBIGene:3978,LIG1
NCBIGene:3980,LIG3
NCBIGene:3981,LIG4
NCBIGene:3982,LIM2
NCBIGene:3984,LIMK1
NCBIGene:55679,LIMS2
NCBIGene:389421,LIN28B
NCBIGene:84894,LINGO1
NCBIGene:55180,LINS1
NCBIGene:3988,LIPA
NCBIGene:3990,LIPC
NCBIGene:3991,LIPE
NCBIGene:200879,LIPH
NCBIGene:643418,LIPN
NCBIGene:51601,LIPT1
NCBIGene:387787,LIPT2
NCBIGene:9516,LITAF
NCBIGene:3998,LMAN1
NCBIGene:81562,LMAN2L
NCBIGene:64327,LMBR1
NCBIGene:55788,LMBRD1
NCBIGene:92255,LMBRD2
NCBIGene:64788,LMF1
NCBIGene:4000,LMNA
NCBIGene:4001,LMNB1
NCBIGene:84823,LMNB2
NCBIGene:4004,LMO1
NCBIGene:25802,LMOD1
NCBIGene:442721,LMOD2
NCBIGene:56203,LMOD3
NCBIGene:4009,LMX1A
NCBIGene:4010,LMX1B
NCBIGene:80856,LNPK
NCBIGene:9361,LONP1
NCBIGene:4014,LORICRIN
NCBIGene:4015,LOX
NCBIGene:125336,LOXHD1
NCBIGene:4016,LOXL1
NCBIGene:84695,LOXL3
NCBIGene:10161,LPAR6
NCBIGene:23175,LPIN1
NCBIGene:9663,LPIN2
NCBIGene:4023,LPL
NCBIGene:4026,LPP
NCBIGene:9227,LRAT
NCBIGene:987,LRBA
NCBIGene:55791,LRIF1
NCBIGene:9860,LRIG2
NCBIGene:345193,LRIT3
NCBIGene:83938,LRMDA
NCBIGene:4035,LRP1
NCBIGene:29967,LRP12
NCBIGene:4036,LRP2
NCBIGene:4038,LRP4
NCBIGene:4041,LRP5
NCBIGene:4040,LRP6
NCBIGene:4043,LRPAP1
NCBIGene:10128,LRPPRC
NCBIGene:10233,LRRC23
NCBIGene:2615,LRRC32
NCBIGene:115399,LRRC56
NCBIGene:57554,LRRC7
NCBIGene:56262,LRRC8A
NCBIGene:84230,LRRC8C
NCBIGene:79705,LRRK1
NCBIGene:120892,LRRK2
NCBIGene:90678,LRSAM1
NCBIGene:220074,LRTOMT
NCBIGene:134353,LSM11
NCBIGene:51690,LSM7
NCBIGene:4047,LSS
NCBIGene:4052,LTBP1
NCBIGene:4053,LTBP2
NCBIGene:4054,LTBP3
NCBIGene:8425,LTBP4
NCBIGene:4056,LTC4S
NCBIGene:84946,LTV1
NCBIGene:7798,LUZP1
NCBIGene:4067,LYN
NCBIGene:57128,LYRM4
NCBIGene:90624,LYRM7
NCBIGene:1130,LYST
NCBIGene:4069,LYZ
NCBIGene:54585,LZTFL1
NCBIGene:8216,LZTR1
NCBIGene:11178,LZTS1
NCBIGene:130951,M1AP
NCBIGene:4081,MAB21L1
NCBIGene:10586,MAB21L2
NCBIGene:23499,MACF1
NCBIGene:9555,MACROH2A1
NCBIGene:8379,MAD1L1
NCBIGene:10459,MAD2L2
NCBIGene:8567,MADD
NCBIGene:4094,MAF
NCBIGene:389692,MAFA
NCBIGene:9935,MAFB
NCBIGene:4099,MAG
NCBIGene:10916,MAGED2
NCBIGene:54551,MAGEL2
NCBIGene:9863,MAGI2
NCBIGene:84061,MAGT1
NCBIGene:4117,MAK
NCBIGene:4118,MAL
NCBIGene:10892,MALT1
NCBIGene:10046,MAMLD1
NCBIGene:11253,MAN1B1
NCBIGene:4125,MAN2B1
NCBIGene:23324,MAN2B2
NCBIGene:4123,MAN2C1
NCBIGene:4126,MANBA
NCBIGene:7873,MANF
NCBIGene:4128,MAOA
NCBIGene:4131,MAP1B
NCBIGene:5604,MAP2K1
NCBIGene:5605,MAP2K2
NCBIGene:4214,MAP3K1
NCBIGene:9020,MAP3K14
NCBIGene:51776,MAP3K20
NCBIGene:4215,MAP3K3
NCBIGene:6885,MAP3K7
NCBIGene:1326,MAP3K8
NCBIGene:5594,MAPK1
NCBIGene:5602,MAPK10
NCBIGene:9479,MAPK8IP1
NCBIGene:7867,MAPKAPK3
NCBIGene:8550,MAPKAPK5
NCBIGene:23005,MAPKBP1
NCBIGene:10982,MAPRE2
