gene_symbol,mim_number,entry_type
DHX38,605584.0,gene
CDC40,605585.0,gene
IPO7,605586.0,gene
SERPINI2,605587.0,gene
SF3B1,605590.0,gene
SF3B2,605591.0,gene
SF3B3,605592.0,gene
SF3B4,605593.0,gene
SF3A1,605595.0,gene
SF3A3,605596.0,gene
FOXL2,605597.0,gene
LYPLA1,605599.0,gene
IPO8,605600.0,gene
PRG2,605601.0,gene
MYOZ2,605602.0,gene
MYOZ1,605603.0,gene
PAIP2,605604.0,gene
CENPH,605607.0,gene
CLDN14,605608.0,gene
OXR1,605609.0,gene
PNKP,605610.0,gene
SH3BP4,605611.0,gene
SH3BP5,605612.0,gene
HIP1R,605613.0,gene
GCN1,605614.0,gene
ARIH2,605615.0,gene
SLC6A20,605616.0,gene
IL20,605619.0,gene
IL20RA,605620.0,gene
IL20RB,605621.0,gene
PCDH12,605622.0,gene
MKLN1,605623.0,gene
ARIH1,605624.0,gene
MYEOV,605625.0,gene
ERVK-6,605626.0,gene
HTATIP2,605628.0,gene
CIT,605629.0,gene
PLA2G2D,605630.0,gene
NAPSA,605631.0,gene
SLC35A3,605632.0,gene
MUC3B,605633.0,gene
SLC35A1,605634.0,gene
MEG3,605636.0,gene
BIRC6,605638.0,gene
SIGLEC8,605639.0,gene
SIGLEC9,605640.0,gene
SLC7A6,605641.0,gene
KLK5,605643.0,gene
KLK8,605644.0,gene
RETNLB,605645.0,gene
SLC26A4,605646.0,gene
FBXO6,605647.0,gene
FBXO7,605648.0,gene
FBXO8,605649.0,gene
POLK,605650.0,gene
FBXW11,605651.0,gene
FBXL2,605652.0,gene
FBXL3,605653.0,gene
FBXL4,605654.0,gene
FBXL5,605655.0,gene
FBXL7,605656.0,gene
KDM2A,605657.0,gene
IL25,605658.0,gene
CLEC2D,605659.0,gene
PFDN6,605660.0,gene
TRIM13,605661.0,gene
RAB36,605662.0,gene
RSPH14,605663.0,gene
KIF20A,605664.0,gene
CYSLTR2,605666.0,gene
RGL1,605667.0,gene
BACE2,605668.0,gene
PBOV1,605669.0,gene
DMXL1,605671.0,gene
BTG4,605673.0,gene
BTG3,605674.0,gene
RNF14,605675.0,gene
ACSL5,605677.0,gene
MLXIPL,605678.0,gene
IL26,605679.0,gene
BAZ1A,605680.0,gene
BAZ1B,605681.0,gene
BAZ2A,605682.0,gene
BAZ2B,605683.0,gene
TRIM34,605684.0,gene
CADM1,605686.0,gene
IL19,605687.0,gene
CPNE6,605688.0,gene
CPNE7,605689.0,gene
BICRA,605690.0,gene
NOP53,605691.0,gene
TRPM7,605692.0,gene
RAB30,605693.0,gene
RAB31,605694.0,gene
BLOC1S4,605695.0,gene
KCNG2,605696.0,gene
ULBP1,605697.0,gene
ULBP2,605698.0,gene
ULBP3,605699.0,gene
TRIM39,605700.0,gene
TRIM10,605701.0,gene
LYVE1,605702.0,gene
VAPA,605703.0,gene
VAPB,605704.0,gene
SIK1,605705.0,gene
RIPK4,605706.0,gene
ARHGEF11,605708.0,gene
ARL6IP5,605709.0,gene
GFRA3,605710.0,gene
SPTLC1,605712.0,gene
SPTLC2,605713.0,gene
CD276,605715.0,gene
KCNH5,605716.0,gene
ICOSLG,605717.0,gene
MED4,605718.0,gene
LAT2,605719.0,gene
KCNK4,605720.0,gene
F11R,605721.0,gene
KCNJ16,605722.0,gene
PDCD1LG2,605723.0,gene
PRX,605725.0,gene
AKNA,605729.0,gene
SPAG6,605730.0,gene
SPAG8,605731.0,gene
TNFRSF21,605732.0,gene
PRELID1,605733.0,gene
TMEFF2,605734.0,gene
UBASH3A,605736.0,gene
BIRC7,605737.0,gene
KY,605739.0,gene
SOST,605740.0,gene
GPR183,605741.0,gene
TUBA8,605742.0,gene
HHAT,605743.0,gene
EXTL3,605744.0,gene
CYBRD1,605745.0,gene
LDLRAP1,605747.0,gene
BCO1,605748.0,gene
HID1,605752.0,gene
SPINK2,605753.0,gene
PIGQ,605754.0,gene
DCDC2,605755.0,gene
PELO,605757.0,gene
ASB1,605758.0,gene
ASB2,605759.0,gene
ASB3,605760.0,gene
ASB4,605761.0,gene
MOK,605762.0,gene
SLC45A1,605763.0,gene
TDP2,605764.0,gene
DLEU1,605765.0,gene
DLEU2,605766.0,gene
PAG1,605767.0,gene
DAPP1,605768.0,gene
TRIM33,605769.0,gene
ILVBL,605770.0,gene
COX7A2L,605771.0,gene
EBAG9,605772.0,gene
LTB4R2,605773.0,gene
KLHL2,605774.0,gene
KLHL3,605775.0,gene
FGL1,605776.0,gene
SMPD3,605777.0,gene
NIF3L1,605778.0,gene
PRDM4,605780.0,gene
RHOD,605781.0,gene
EIF5A2,605782.0,gene
BCAS2,605783.0,gene
TTYH1,605784.0,gene
TUBG2,605785.0,gene
RBMS3,605786.0,gene
ANKRA2,605787.0,gene
MAPRE3,605788.0,gene
MAPRE2,605789.0,gene
STK31,605790.0,gene
TEX12,605791.0,gene
TEX14,605792.0,gene
RNF17,605793.0,gene
MOV10L1,605794.0,gene
TEX15,605795.0,gene
TDRD1,605796.0,gene
ASZ1,605797.0,gene
NPDC1,605798.0,gene
AMN,605799.0,gene
HNRNPUL1,605800.0,gene
RALBP1,605801.0,gene
ZEB2,605802.0,gene
CDH7,605806.0,gene
CDH20,605807.0,gene
MRPS22,605810.0,gene
NXT1,605811.0,gene
DDX19B,605812.0,gene
NUTF2,605813.0,gene
NUP62,605815.0,gene
EBI3,605816.0,gene
RIPK3,605817.0,gene
PES1,605819.0,gene
AHSP,605821.0,gene
POPDC2,605823.0,gene
POPDC3,605824.0,gene
HEBP2,605825.0,gene
HEBP1,605826.0,gene
TMC6,605828.0,gene
TMC8,605829.0,gene
FGFRL1,605830.0,gene
FGF22,605831.0,gene
ACSS2,605832.0,gene
TMOD4,605834.0,gene
CEMIP2,605835.0,gene
UNC13B,605836.0,gene
HERC2,605837.0,gene
RNF111,605840.0,gene
TBL2,605842.0,gene
PECR,605843.0,gene
BCL7B,605846.0,gene
BCL7C,605847.0,gene
CASP14,605848.0,gene
DMGDH,605849.0,gene
ICMT,605851.0,gene
CLASP1,605852.0,gene
CLASP2,605853.0,gene
BBC3,605854.0,gene
ATP10A,605855.0,gene
RHOQ,605857.0,gene
SCRT1,605858.0,gene
ZBTB32,605859.0,gene
RCAN3,605860.0,gene
CNPY2,605861.0,gene
RXYLT1,605862.0,gene
B3GNT3,605863.0,gene
B3GNT4,605864.0,gene
TAS1R3,605865.0,gene
ATP8B3,605866.0,gene
ATP8B2,605867.0,gene
ATP11A,605868.0,gene
ATP11B,605869.0,gene
ATP8A2,605870.0,gene
CLEC4M,605872.0,gene
KCNK10,605873.0,gene
KCNK9,605874.0,gene
WASF2,605875.0,gene
FCRL4,605876.0,gene
FCRL5,605877.0,gene
ZBTB7A,605878.0,gene
KCNN2,605879.0,gene
KAT6B,605880.0,gene
SLC35C1,605881.0,gene
BRIP1,605882.0,gene
LAMP3,605883.0,gene
DNAH10,605884.0,gene
SEMA6A,605885.0,gene
CR1L,605886.0,gene
EHD1,605888.0,gene
PDLIM3,605889.0,gene
EHD2,605890.0,gene
EHD3,605891.0,gene
EHD4,605892.0,gene
CDIPT,605893.0,gene
EID1,605894.0,gene
EIF4E2,605895.0,gene
ECEL1,605896.0,gene
UGGT1,605897.0,gene
UGGT2,605898.0,gene
PDLIM1,605900.0,gene
UCN3,605901.0,gene
UCN2,605902.0,gene
PDLIM7,605903.0,gene
PDLIM5,605904.0,gene
DCUN1D1,605905.0,gene
LDB3,605906.0,gene
ALG1,605907.0,gene
MLC1,605908.0,gene
ANGPTL4,605910.0,gene
MEPE,605912.0,gene
TNFRSF12A,605914.0,gene
TBL3,605915.0,gene
SPTBN5,605916.0,gene
TPX2,605917.0,gene
SPON2,605918.0,gene
STAU2,605920.0,gene
STIM1,605921.0,gene
IMPA2,605922.0,gene
SOX8,605923.0,gene
WDR4,605924.0,gene
PCNT,605925.0,gene
PICK1,605926.0,gene
MTBP,605927.0,gene
ARFIP1,605928.0,gene
SNX2,605929.0,gene
SNX3,605930.0,gene
SNX4,605931.0,gene
BHMT2,605932.0,gene
DCSTAMP,605933.0,gene
BIN2,605936.0,gene
SNX5,605937.0,gene
PIGP,605938.0,gene
PLCD4,605939.0,gene
BASP1,605940.0,gene
SART1,605941.0,gene
DSE,605942.0,gene
GDE1,605943.0,gene
PIGL,605947.0,gene
GPRC5B,605948.0,gene
GPRC5C,605949.0,gene
RAB33B,605950.0,gene
DPM3,605951.0,gene
SNX9,605952.0,gene
ASAP1,605953.0,gene
FETUB,605954.0,gene
NKX6-2,605955.0,gene
NOD2,605956.0,gene
TRAIP,605958.0,gene
EXOSC10,605960.0,gene
PLRG1,605961.0,gene
RABEPK,605962.0,gene
SNX17,605963.0,gene
SNX15,605964.0,gene
RIN1,605965.0,gene
HNF4G,605966.0,gene
RFPL1,605968.0,gene
RFPL2,605969.0,gene
RFPL3,605970.0,gene
RFPL3S,605971.0,gene
RFPL1S,605972.0,gene
DCAF7,605973.0,gene
SLU7,605974.0,gene
SRRM1,605975.0,gene
ZBTB6,605976.0,gene
IMMP2L,605977.0,gene
VPS13A,605978.0,gene
SNAPC5,605979.0,gene
NOD1,605980.0,gene
UBR1,605981.0,gene
PPP2R1A,605983.0,gene
EED,605984.0,gene
STRAP,605986.0,gene
PIAS3,605987.0,gene
DCLRE1C,605988.0,gene
PIAS4,605989.0,gene
NGEF,605991.0,gene
LHX5,605992.0,gene
PDP1,605993.0,gene
CYP39A1,605994.0,gene
KIF1B,605995.0,gene
DXO,605996.0,gene
PPP2R2C,605997.0,gene
HAX1,605998.0,gene
CLEC10A,605999.0,gene
BTNL2,606000.0,gene
IL32,606001.0,gene
GGA1,606004.0,gene
GGA2,606005.0,gene
GGA3,606006.0,gene
POLR3K,606007.0,gene
NKG7,606008.0,gene
DUX4,606009.0,gene
NRBP1,606010.0,gene
VSIG2,606011.0,gene
FBXO5,606013.0,gene
ALX3,606014.0,gene
FCMR,606015.0,gene
KEAP1,606016.0,gene
POLR2D,606017.0,gene
EDIL3,606018.0,gene
EXOSC8,606019.0,gene
OIP5,606020.0,gene
PRAME,606021.0,gene
NUDT9,606022.0,gene
POLR2H,606023.0,gene
ZBTB20,606025.0,gene
NELFA,606026.0,gene
CPSF1,606027.0,gene
CPSF2,606028.0,gene
CPSF3,606029.0,gene
EDC4,606030.0,gene
WDR6,606031.0,gene
SRRM2,606032.0,gene
POLR2K,606033.0,gene
RNASEH2A,606034.0,gene
ARNT2,606036.0,gene
CD96,606037.0,gene
LY6G6D,606038.0,gene
HCAR3,606039.0,gene
WRAP73,606040.0,gene
SPARCL1,606041.0,gene
MYNN,606042.0,gene
ZNF331,606043.0,gene
ZNRD2,606044.0,gene
IFT122,606045.0,gene
STX18,606046.0,gene
LILRA5,606047.0,gene
MBOAT7,606048.0,gene
UBD,606050.0,gene
SERGEF,606051.0,gene
PCTP,606055.0,gene
RAPGEF3,606057.0,gene
RAPGEF4,606058.0,gene
PKIA,606059.0,gene
DNAJC12,606060.0,gene
TBX20,606061.0,gene
SMC3,606062.0,gene
EXO1,606063.0,gene
CD248,606064.0,gene
ACKR4,606065.0,gene
LHX9,606066.0,gene
OTOR,606067.0,gene
NDOR1,606073.0,gene
GBGT1,606074.0,gene
TWNK,606075.0,gene
PIK3R3,606076.0,gene
RBM15,606077.0,gene
MRTFA,606078.0,gene
CD163L1,606079.0,gene
CHIA,606080.0,gene
TOMM70,606081.0,gene
PBRM1,606083.0,gene
CDC42EP1,606084.0,gene
TES,606085.0,gene
EIF5B,606086.0,gene
SYNM,606087.0,gene
PLA2G4B,606088.0,gene
BCYRN1,606089.0,gene
CROT,606090.0,gene
SIGLEC10,606091.0,gene
DNAJC14,606092.0,gene
PPIG,606093.0,gene
SIGLEC12,606094.0,gene
PPIH,606095.0,gene
LGALS12,606096.0,gene
PIGN,606097.0,gene
SNX6,606098.0,gene
LGALS8,606099.0,gene
ADGRE2,606100.0,gene
ADGRE3,606101.0,gene
PIP5K1C,606102.0,gene
SESN1,606103.0,gene
SLC44A1,606105.0,gene
SLC44A2,606106.0,gene
SLC44A4,606107.0,gene
PPM1A,606108.0,gene
NUDCD1,606109.0,gene
LYNX1,606110.0,gene
MCHR2,606111.0,gene
RPP14,606112.0,gene
POP7,606113.0,gene
POP4,606114.0,gene
RPP30,606115.0,gene
RPP38,606116.0,gene
RPP40,606117.0,gene
HPS3,606118.0,gene
SLURP1,606119.0,gene
CRCP,606121.0,gene
TNFRSF19,606122.0,gene
TRIM17,606123.0,gene
TRIM49,606124.0,gene
TRIM8,606125.0,gene
BCL2L14,606126.0,gene
MYOCD,606127.0,gene
RNF26,606130.0,gene
TRIM63,606131.0,gene
CDC42EP2,606132.0,gene
CDC42EP3,606133.0,gene
REV1,606134.0,gene
KLK14,606135.0,gene
RASAL2,606136.0,gene
CGREF1,606137.0,gene
CGRRF1,606138.0,gene
KLF16,606139.0,gene
XPO7,606140.0,gene
RANBP17,606141.0,gene
SLC2A9,606142.0,gene
FZD3,606143.0,gene
RAB23,606144.0,gene
SLC2A10,606145.0,gene
FZD8,606146.0,gene
FZD10,606147.0,gene
FADS1,606148.0,gene
FADS2,606149.0,gene
FADS3,606150.0,gene
BBS2,606151.0,gene
SLC19A3,606152.0,gene
ATP5F1E,606153.0,gene
MUC16,606154.0,gene
PANK2,606157.0,gene
BSCL2,606158.0,gene
PANK1,606160.0,gene
PANK3,606161.0,gene
PANK4,606162.0,gene
BOLL,606165.0,gene
GPR132,606167.0,gene
DDX20,606168.0,gene
TRS-TGA2-1,606171.0,gene
TRS-TGA4-1,606172.0,gene
GRPEL1,606173.0,gene
HHIP,606178.0,gene
EXOSC9,606180.0,gene
DDX24,606181.0,gene
TNFSF9,606182.0,gene
ADAMTS12,606184.0,gene
TP53INP1,606185.0,gene
CACYBP,606186.0,gene
ADAM28,606188.0,gene
CRIM1,606189.0,gene
FNBP1,606191.0,gene
BTNL3,606192.0,gene
SLC13A1,606193.0,gene
KRT23,606194.0,gene
IRX5,606195.0,gene
IRX6,606196.0,gene
IRX1,606197.0,gene
IRX2,606198.0,gene
IRX4,606199.0,gene
BHLHE41,606200.0,gene
WFS1,606201.0,gene
SLC45A2,606202.0,gene
GAB2,606203.0,gene
LY6D,606204.0,gene
SLC6A7,606205.0,gene
MT4,606206.0,gene
SLC28A1,606207.0,gene
SLC28A2,606208.0,gene
YKT6,606209.0,gene
SELENON,606210.0,gene
SIRT6,606211.0,gene
SIRT7,606212.0,gene
SSR3,606213.0,gene
SPTBN4,606214.0,gene
MSRB1,606216.0,gene
SEPHS2,606218.0,gene
TRAP1,606219.0,gene
IKZF3,606221.0,gene
IGSF6,606222.0,gene
PSMD2,606223.0,gene
NT5C3A,606224.0,gene
TAS1R1,606225.0,gene
TAS1R2,606226.0,gene
MFRP,606227.0,gene
AGO1,606228.0,gene
AGO2,606229.0,gene
SHANK3,606230.0,gene
APPL2,606231.0,gene
PROK1,606233.0,gene
IKZF2,606234.0,gene
TXNRD3,606235.0,gene
ASPSCR1,606236.0,gene
TGFBRAP1,606237.0,gene
IKZF5,606238.0,gene
IKZF4,606239.0,gene
DICER1,606241.0,gene
STAM2,606244.0,gene
SUZ12,606245.0,gene
JAZF1,606246.0,gene
STAMBP,606247.0,gene
QPRT,606248.0,gene
WNK2,606249.0,gene
GALNT8,606250.0,gene
GALNT9,606251.0,gene
TIRAP,606252.0,gene
SELENOF,606254.0,gene
BRMS1,606259.0,gene
MTMR9,606260.0,gene
NUDT6,606261.0,gene
CLEC7A,606264.0,gene
EP400,606265.0,gene
BMF,606266.0,gene
WNT16,606267.0,gene
WNT10A,606268.0,gene
TNFRSF13C,606269.0,gene
TLR10,606270.0,gene
DISC2,606271.0,gene
CTNS,606272.0,gene
EIF2B3,606273.0,gene
CSNK1G1,606274.0,gene
CRTAC1,606276.0,gene
TOLLIP,606277.0,gene
FBXW7,606278.0,gene
ABI3BP,606279.0,gene
NCAPG,606280.0,gene
RAB38,606281.0,gene
SORCS1,606283.0,gene
SORCS2,606284.0,gene
SORCS3,606285.0,gene
DDX43,606286.0,gene
PCDHGA1,606288.0,gene
PCDHGA2,606289.0,gene
PCDHGA3,606290.0,gene
PCDHGA4,606291.0,gene
PCDHGA5,606292.0,gene
PCDHGA6,606293.0,gene
PCDHGA7,606294.0,gene
PCDHGA8,606295.0,gene
PCDHGA9,606296.0,gene
PCDHGA10,606297.0,gene
PCDHGA11,606298.0,gene
PCDHGB1,606299.0,gene
PCDHGB2,606300.0,gene
PCDHGB3,606301.0,gene
PCDHGB5,606302.0,gene
PCDHGB6,606303.0,gene
PCDHGB7,606304.0,gene
PCDHGC4,606305.0,gene
PCDHGC5,606306.0,gene
PCDHA1,606307.0,gene
PCDHA2,606308.0,gene
PCDHA3,606309.0,gene
PCDHA4,606310.0,gene
PCDHA5,606311.0,gene
PCDHA6,606312.0,gene
PCDHA7,606313.0,gene
PCDHA8,606314.0,gene
PCDHA9,606315.0,gene
PCDHA10,606316.0,gene
PCDHA11,606317.0,gene
PCDHA12,606318.0,gene
PCDHA13,606319.0,gene
PCDHAC1,606320.0,gene
PCDHAC2,606321.0,gene
CYFIP1,606322.0,gene
CYFIP2,606323.0,gene
SIX6,606326.0,gene
PCDHB1,606327.0,gene
PCDHB2,606328.0,gene
PCDHB3,606329.0,gene
PCDHB4,606330.0,gene
PCDHB5,606331.0,gene
PCDHB6,606332.0,gene
PCDHB7,606333.0,gene
PCDHB8,606334.0,gene
PCDHB9,606335.0,gene
PCDHB10,606336.0,gene
PCDHB11,606337.0,gene
PCDHB12,606338.0,gene
PCDHB13,606339.0,gene
PCDHB14,606340.0,gene
PCDHB15,606341.0,gene
SIX4,606342.0,gene
POLL,606343.0,gene
POLM,606344.0,gene
PCDHB16,606345.0,gene
PSTPIP1,606347.0,gene
APTX,606350.0,gene
ESPN,606351.0,gene
ALS2,606352.0,gene
DDX18,606355.0,gene
TMEM123,606356.0,gene
DDX21,606357.0,gene
AGR2,606358.0,gene
WNT3A,606359.0,gene
WNT8A,606360.0,gene
WNT5B,606361.0,gene
ACP4,606362.0,gene
ABI3,606363.0,gene
GLS2,606365.0,gene
RHOU,606366.0,gene
APOA5,606368.0,gene
TPK1,606370.0,gene
ATF7,606371.0,gene
CHRNA10,606372.0,gene
FMN2,606373.0,gene
B3GAT3,606374.0,gene
CHST10,606376.0,gene
DHDH,606377.0,gene
ST6GALNAC4,606378.0,gene
GPR87,606379.0,gene
P2RY13,606380.0,gene
SUCNR1,606381.0,gene
MAGI2,606382.0,gene
GPR84,606383.0,gene
NEDD4L,606384.0,gene
OLIG1,606385.0,gene
OLIG2,606386.0,gene
TOP1MT,606387.0,gene
THEM4,606388.0,gene
CATSPER1,606389.0,gene
ADAMDEC1,606393.0,gene
PREB,606395.0,gene
BIN3,606396.0,gene
CLRN1,606397.0,gene
ATF5,606398.0,gene
CACNA2D3,606399.0,gene
CAPN7,606400.0,gene
CAPN9,606401.0,gene
GKN1,606402.0,gene
CACNG3,606403.0,gene
CACNG4,606404.0,gene
CACNG5,606405.0,gene
NPIPA1,606406.0,gene
ITCH,606409.0,gene
ANTXR1,606410.0,gene
SLC13A3,606411.0,gene
BSND,606412.0,gene
INSL5,606413.0,gene
INSL6,606414.0,gene
NLRP3,606416.0,gene
WDR11,606417.0,gene
DHCR24,606418.0,gene
PRPF31,606419.0,gene
ELMO1,606420.0,gene
ELMO2,606421.0,gene
ELMO3,606422.0,gene
DIRC1,606423.0,gene
EGLN2,606424.0,gene
EGLN1,606425.0,gene
EGLN3,606426.0,gene
ZNF320,606427.0,gene
UGT1A3,606428.0,gene
UGT1A4,606429.0,gene
UGT1A5,606430.0,gene
UGT1A6,606431.0,gene
UGT1A7,606432.0,gene
UGT1A8,606433.0,gene
UGT1A9,606434.0,gene
UGT1A10,606435.0,gene
SYT12,606436.0,gene
ATL1,606439.0,gene
STRC,606440.0,gene
HTRA2,606441.0,gene
ABI2,606442.0,gene
CREB3,606443.0,gene
CREBZF,606444.0,gene
SLAMF6,606446.0,gene
RNPS1,606447.0,gene
TXNRD2,606448.0,gene
PTP4A3,606449.0,gene
NET1,606450.0,gene
ZMAT3,606452.0,gene
LRBA,606453.0,gene
EIF2B2,606454.0,gene
PPP1R13B,606455.0,gene
NPM3,606456.0,gene
IBTK,606457.0,gene
CSRNP1,606458.0,gene
OGFR,606459.0,gene
TGS1,606461.0,gene
RAD21,606462.0,gene
GBA,606463.0,gene
HAMP,606464.0,gene
KLF15,606465.0,gene
PRAM1,606466.0,gene
ALDH8A1,606467.0,gene
GAR1,606468.0,gene
TRIM55,606469.0,gene
NHP2,606470.0,gene
NOP10,606471.0,gene
SS18L1,606472.0,gene
SS18L2,606473.0,gene
TRIM54,606474.0,gene
CD320,606475.0,gene
ITPKC,606476.0,gene
SRR,606477.0,gene
POT1,606478.0,gene
NLGN2,606479.0,gene
ZMPSTE24,606480.0,gene
INPP5J,606481.0,gene
MTPN,606484.0,gene
POLR2M,606485.0,gene
CHMP1B,606486.0,gene
PLAAT1,606487.0,gene
EXOSC7,606488.0,gene
EXOSC3,606489.0,gene
EXOSC6,606490.0,gene
EXOSC4,606491.0,gene
EXOSC5,606492.0,gene
EXOSC1,606493.0,gene
ST3GAL3,606494.0,gene
MARK4,606495.0,gene
IL17F,606496.0,gene
UGT2B28,606497.0,gene
MS4A3,606498.0,gene
MS4A5,606499.0,gene
SCGB3A1,606500.0,gene
MTMR12,606501.0,gene
MS4A7,606502.0,gene
SUV39H2,606503.0,gene
CASC3,606504.0,gene
PINX1,606505.0,gene
FCRL1,606508.0,gene
FCRL2,606509.0,gene
FCRL3,606510.0,gene
MARK1,606511.0,gene
PACSIN1,606512.0,gene
PACSIN3,606513.0,gene
CYTH4,606514.0,gene
RN7SK,606515.0,gene
MBNL1,606516.0,gene
AHRR,606517.0,gene
HAVCR1,606518.0,gene
MPIG6B,606520.0,gene
SLC25A19,606521.0,gene
GDF3,606522.0,gene
SRGAP1,606523.0,gene
SRGAP2,606524.0,gene
SRGAP3,606525.0,gene
MLPH,606526.0,gene
CYP27A1,606530.0,gene
SCGB3A2,606531.0,gene
HUNK,606532.0,gene
CLIC3,606533.0,gene
CYP3A43,606534.0,gene
MYCBP,606535.0,gene
CLIC4,606536.0,gene
MYO1B,606537.0,gene
MYO1C,606538.0,gene
MYO1D,606539.0,gene
MYO5B,606540.0,gene
MYO7B,606541.0,gene
HDAC7,606542.0,gene
HDAC9,606543.0,gene
GFM2,606544.0,gene
HYMAI,606546.0,gene
MS4A4A,606547.0,gene
MS4A6A,606548.0,gene
MS4A8,606549.0,gene
MS4A12,606550.0,gene
LZTS1,606551.0,gene
SLC9A3R2,606553.0,gene
TRIM9,606555.0,gene
TRIM14,606556.0,gene
BCL11A,606557.0,gene
BCL11B,606558.0,gene
TRIM22,606559.0,gene
SPAG11B,606560.0,gene
SLC36A1,606561.0,gene
TM6SF1,606562.0,gene
TM6SF2,606563.0,gene
PMEPA1,606564.0,gene
TMPRSS4,606565.0,gene
MYLK2,606566.0,gene
TM4SF4,606567.0,gene
LZTFL1,606568.0,gene
SACM1L,606569.0,gene
SFRP4,606570.0,gene
LDLRAD4,606571.0,gene
NOX5,606572.0,gene
FRK,606573.0,gene
MPP4,606575.0,gene
TAF3,606576.0,gene
SLA2,606577.0,gene
AQP10,606578.0,gene
OPA3,606580.0,gene
DLL1,606582.0,gene
PRDX5,606583.0,gene
PTPN23,606584.0,gene
ENAM,606585.0,gene
RAI14,606586.0,gene
PTPN18,606587.0,gene
DNMT3L,606588.0,gene
SNX13,606589.0,gene
NPLOC4,606590.0,gene
MUS81,606591.0,gene
VNN3,606592.0,gene
SETD7,606594.0,gene
FKRP,606596.0,gene
PAX3,606597.0,gene
GDAP1,606598.0,gene
TXNIP,606599.0,gene
RASGRF1,606600.0,gene
ERVE-1,606601.0,gene
BAALC,606602.0,gene
EDARADD,606603.0,gene
FBXO32,606604.0,gene
ATRIP,606605.0,gene
PSMA7,606607.0,gene
YAP1,606608.0,gene
TREX1,606609.0,gene
NSFL1C,606610.0,gene
DEFB103B,606611.0,gene
RASGRF2,606614.0,gene
HIF1AN,606615.0,gene
DUSP14,606618.0,gene
GBA3,606619.0,gene
SLAMF8,606620.0,gene
IFT57,606621.0,gene
SMARCAL1,606622.0,gene
HSD17B6,606623.0,gene
NEUROG2,606624.0,gene
SLAMF7,606625.0,gene
DAAM1,606626.0,gene
DAAM2,606627.0,gene
GNMT,606628.0,gene
RIMS1,606629.0,gene
RIMS2,606630.0,gene
SP7,606633.0,gene
DCD,606634.0,gene
TMPRSS15,606635.0,gene
NLRP1,606636.0,gene
PYY2,606637.0,gene
PPY2P,606638.0,gene
GFM1,606639.0,gene
IGSF8,606644.0,gene
ARAP2,606645.0,gene
ARAP1,606646.0,gene
ARAP3,606647.0,gene
IL22RA2,606648.0,gene
HIVEP3,606649.0,gene
GRIN3A,606650.0,gene
GRIN3B,606651.0,gene
HAVCR2,606652.0,gene
LGR6,606653.0,gene
RXFP1,606654.0,gene
RXFP2,606655.0,gene
TIMM8B,606659.0,gene
LOXL2,606663.0,gene
OPN4,606665.0,gene
LGR4,606666.0,gene
LGR5,606667.0,gene
FXYD5,606669.0,gene
PPP1R11,606670.0,gene
NCKIPSD,606671.0,gene
GP1BA,606672.0,gene
UPB1,606673.0,gene
TRPV2,606676.0,gene
CLEC4C,606677.0,gene
TRPM8,606678.0,gene
TRPV5,606679.0,gene
TRPV6,606680.0,gene
NSD1,606681.0,gene
HPS4,606682.0,gene
FXYD6,606683.0,gene
FXYD7,606684.0,gene
EIF2B1,606686.0,gene
EIF2B4,606687.0,gene
CEACAM19,606691.0,gene
TRAF7,606692.0,gene
NUP155,606694.0,gene
OPN3,606695.0,gene
KATNA1,606696.0,gene
ZNF443,606697.0,gene
SOX30,606698.0,gene
HELZ,606699.0,gene
MIDN,606700.0,gene
DRGX,606701.0,gene
PKHD1,606702.0,gene
GPR75,606704.0,gene
TMC1,606706.0,gene
TMC2,606707.0,gene
PRSS12,606709.0,gene
LHFPL6,606710.0,gene
PNRC1,606714.0,gene
ASIC4,606715.0,gene
NAT8,606716.0,gene
XAF1,606717.0,gene
SLC26A2,606718.0,gene
ENDOU,606720.0,gene
NCALD,606722.0,gene
MAPKAPK5,606723.0,gene
MKNK1,606724.0,gene
CLN6,606725.0,gene
SLC12A5,606726.0,gene
NKX2-3,606727.0,gene
CAVIN2,606728.0,gene
OSBP2,606729.0,gene
OSBPL1A,606730.0,gene
OSBPL2,606731.0,gene
OSBPL3,606732.0,gene
OSBPL5,606733.0,gene
OSBPL6,606734.0,gene
OSBPL7,606735.0,gene
OSBPL8,606736.0,gene
OSBPL9,606737.0,gene
OSBPL10,606738.0,gene
OSBPL11,606739.0,gene
ZNF180,606740.0,gene
ZNF181,606741.0,gene
TLL1,606742.0,gene
TLL2,606743.0,gene
PARD3,606745.0,gene
MYDGF,606746.0,gene
VEZF1,606747.0,gene
COTL1,606748.0,gene
TINAG,606749.0,gene
ZBP1,606750.0,gene
TMPRSS5,606751.0,gene
TTC4,606753.0,gene
SAMHD1,606754.0,gene
PADI3,606755.0,gene
HSD17B7,606756.0,gene
SLC4A5,606757.0,gene
DUOX1,606758.0,gene
DUOX2,606759.0,gene
MLYCD,606761.0,gene
TPO,606765.0,gene
KCNG3,606767.0,gene
HELQ,606769.0,gene
MIOX,606774.0,gene
CSPG5,606775.0,gene
TGM7,606776.0,gene
SSH1,606778.0,gene
SSH2,606779.0,gene
SSH3,606780.0,gene
TKT,606781.0,gene
CLEC1A,606782.0,gene
CLEC1B,606783.0,gene
GSK3A,606784.0,gene
CD300C,606786.0,gene
CD300A,606790.0,gene
TPTE2,606791.0,gene
HRH4,606792.0,gene
NPEPPS,606793.0,gene
