orpha_code,disease_name,disorder_type,gene_symbol,gene_name,gene_locus,association_type,omim_gene,hgnc,ensembl
ORPHA:93279,Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis,Disease,COL2A1,collagen type II alpha 1 chain,12q13.11,Disease-causing germline mutation(s) in,120140,2200,ENSG00000139219
ORPHA:93276,Polyostotic fibrous dysplasia,Clinical subtype,GNAS,GNAS complex locus,20q13.32,Disease-causing somatic mutation(s) in,139320,4392,ENSG00000087460
ORPHA:93277,Monostotic fibrous dysplasia,Clinical subtype,GNAS,GNAS complex locus,20q13.32,Disease-causing somatic mutation(s) in,139320,4392,ENSG00000087460
ORPHA:93274,Thanatophoric dysplasia type 2,Clinical subtype,FGFR3,fibroblast growth factor receptor 3,4p16.3,Disease-causing germline mutation(s) in,134934,3690,ENSG00000068078
ORPHA:527497,NKX6-2-related autosomal recessive hypomyelinating leukodystrophy,Disease,NKX6-2,NK6 homeobox 2,10q26.3,Disease-causing germline mutation(s) in,605955,19321,ENSG00000148826
ORPHA:93110,Posterior urethral valve,Morphological anomaly,BNC2,basonuclin zinc finger protein 2,9p22.3-p22.2,Disease-causing germline mutation(s) in,608669,30988,ENSG00000173068
ORPHA:527450,Severe myopia-generalized joint laxity-short stature syndrome,Malformation syndrome,GZF1,GDNF inducible zinc finger protein 1,20p11.21,Disease-causing germline mutation(s) in,613842,15808,ENSG00000125812
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,RET,ret proto-oncogene,10q11.21,Disease-causing germline mutation(s) in,164761,9967,ENSG00000165731
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,FRAS1,Fraser extracellular matrix complex subunit 1,4q21.21,Disease-causing germline mutation(s) in,607830,19185,ENSG00000138759
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,BMP4,bone morphogenetic protein 4,14q22.2,Disease-causing germline mutation(s) in,112262,1071,ENSG00000125378
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,FREM2,FRAS1 related extracellular matrix 2,13q13.3,Disease-causing germline mutation(s) in,608945,25396,ENSG00000150893
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,FREM1,FRAS1 related extracellular matrix 1,9p22.3,Disease-causing germline mutation(s) in,608944,23399,ENSG00000164946
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,UPK3A,uroplakin 3A,22q13.31,Disease-causing germline mutation(s) in,611559,12580,ENSG00000100373
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,DSTYK,dual serine/threonine and tyrosine protein kinase,1q32.1,Disease-causing germline mutation(s) in,612666,29043,ENSG00000133059
ORPHA:93100,"Renal agenesis, unilateral",Clinical subtype,GREB1L,GREB1 like retinoic acid receptor coactivator,18q11.1-q11.2,Disease-causing germline mutation(s) (loss of function) in,617782,31042,ENSG00000141449
ORPHA:527468,Diaphragmatic hernia-short bowel-asplenia syndrome,Malformation syndrome,HLX,H2.0 like homeobox,1q41,Disease-causing germline mutation(s) in,142995,4978,ENSG00000136630
ORPHA:92050,Congenital tufting enteropathy,Disease,EPCAM,epithelial cell adhesion molecule,2p21,Disease-causing germline mutation(s) in,185535,11529,ENSG00000119888
ORPHA:93160,Hypocalcemic vitamin D-resistant rickets,Disease,VDR,vitamin D receptor,12q13.11,Disease-causing germline mutation(s) in,601769,12679,ENSG00000111424
ORPHA:93114,Autosomal dominant intermediate Charcot-Marie-Tooth disease type E,Disease,INF2,"inverted formin, FH2 and WH2 domain containing",14q32.33,Disease-causing germline mutation(s) in,610982,23791,ENSG00000203485
ORPHA:93111,HNF1B-related autosomal dominant tubulointerstitial kidney disease,Clinical subtype,HNF1B,HNF1 homeobox B,17q12,Disease-causing germline mutation(s) in,189907,11630,ENSG00000275410
ORPHA:93172,"Renal dysplasia, unilateral",Clinical subtype,HNF1B,HNF1 homeobox B,17q12,Disease-causing germline mutation(s) in,189907,11630,ENSG00000275410
ORPHA:93173,"Renal dysplasia, bilateral",Clinical subtype,HNF1B,HNF1 homeobox B,17q12,Disease-causing germline mutation(s) in,189907,11630,ENSG00000275410
ORPHA:93322,Isolated tibial hemimelia,Morphological anomaly,GLI3,GLI family zinc finger 3,7p14.1,Disease-causing germline mutation(s) (loss of function) in,165240,4319,ENSG00000106571
ORPHA:93321,Isolated radial hemimelia,Morphological anomaly,LMBR1,limb development membrane protein 1,7q36.3,Disease-causing germline mutation(s) in,605522,13243,ENSG00000105983
ORPHA:93321,Isolated radial hemimelia,Morphological anomaly,SHH,sonic hedgehog signaling molecule,7q36.3,Disease-causing germline mutation(s) in,600725,10848,ENSG00000164690
ORPHA:93325,Autosomal dominant Kenny-Caffey syndrome,Etiological subtype,FAM111A,FAM111 trypsin like peptidase A,11q12.1,Disease-causing germline mutation(s) in,615292,24725,ENSG00000166801
ORPHA:93324,Autosomal recessive Kenny-Caffey syndrome,Etiological subtype,TBCE,tubulin folding cofactor E,1q42.3,Disease-causing germline mutation(s) in,604934,11582,ENSG00000284770
ORPHA:93329,Autosomal recessive omodysplasia,Clinical subtype,GPC6,glypican 6,13q31.3-q32.1,Disease-causing germline mutation(s) (loss of function) in,604404,4454,ENSG00000183098
ORPHA:93328,Autosomal dominant omodysplasia,Clinical subtype,FZD2,frizzled class receptor 2,17q21.31,Disease-causing germline mutation(s) in,600667,4040,ENSG00000180340
ORPHA:93336,Polydactyly of a triphalangeal thumb,Morphological anomaly,SHH,sonic hedgehog signaling molecule,7q36.3,Disease-causing germline mutation(s) in,600725,10848,ENSG00000164690
ORPHA:93336,Polydactyly of a triphalangeal thumb,Morphological anomaly,LMBR1,limb development membrane protein 1,7q36.3,Disease-causing germline mutation(s) in,605522,13243,ENSG00000105983
ORPHA:93335,Postaxial polydactyly type B,Morphological anomaly,GLI1,GLI family zinc finger 1,12q13.3,Disease-causing germline mutation(s) in,165220,4317,ENSG00000111087
ORPHA:93335,Postaxial polydactyly type B,Morphological anomaly,GLI3,GLI family zinc finger 3,7p14.1,Disease-causing germline mutation(s) in,165240,4319,ENSG00000106571
ORPHA:93334,Postaxial polydactyly type A,Morphological anomaly,GLI1,GLI family zinc finger 1,12q13.3,Disease-causing germline mutation(s) in,165220,4317,ENSG00000111087
ORPHA:93334,Postaxial polydactyly type A,Morphological anomaly,KIAA0825,KIAA0825,5q15,Disease-causing germline mutation(s) in,617266,28532,ENSG00000185261
ORPHA:93334,Postaxial polydactyly type A,Morphological anomaly,ZNF141,zinc finger protein 141,4p16.3,Disease-causing germline mutation(s) in,194648,12926,ENSG00000131127
ORPHA:93334,Postaxial polydactyly type A,Morphological anomaly,IQCE,IQ motif containing E,7p22.3,Disease-causing germline mutation(s) in,617631,29171,ENSG00000106012
ORPHA:93334,Postaxial polydactyly type A,Morphological anomaly,GLI3,GLI family zinc finger 3,7p14.1,Disease-causing germline mutation(s) in,165240,4319,ENSG00000106571
ORPHA:93334,Postaxial polydactyly type A,Morphological anomaly,CIBAR1,CBY1 interacting BAR domain containing 1,8q22.1,Disease-causing germline mutation(s) in,617273,30452,ENSG00000188343
ORPHA:93333,Pelviscapular dysplasia,Malformation syndrome,TBX15,T-box transcription factor 15,1p12,Disease-causing germline mutation(s) (loss of function) in,604127,11594,ENSG00000092607
ORPHA:93339,Polydactyly of a biphalangeal thumb and/or hallux,Morphological anomaly,GLI1,GLI family zinc finger 1,12q13.3,Disease-causing germline mutation(s) in,165220,4317,ENSG00000111087
ORPHA:93338,Polysyndactyly,Morphological anomaly,GLI3,GLI family zinc finger 3,7p14.1,Disease-causing germline mutation(s) in,165240,4319,ENSG00000106571
ORPHA:93349,X-linked spondyloepimetaphyseal dysplasia,Disease,BGN,biglycan,Xq28,Disease-causing germline mutation(s) in,301870,1044,ENSG00000182492
ORPHA:93346,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type",Disease,COL2A1,collagen type II alpha 1 chain,12q13.11,Disease-causing germline mutation(s) in,120140,2200,ENSG00000139219
ORPHA:93347,Anauxetic dysplasia,Disease,RMRP,RNA component of mitochondrial RNA processing endoribonuclease,9p13.3,Disease-causing germline mutation(s) in,157660,10031,ENSG00000277027
ORPHA:93347,Anauxetic dysplasia,Disease,POP1,POP1 ribonuclease P/MRP subunit,8q22.2,Disease-causing germline mutation(s) (loss of function) in,602486,30129,ENSG00000104356
ORPHA:93347,Anauxetic dysplasia,Disease,RMP64,ribonuclease MRP subunit p64,3q13.2,Disease-causing germline mutation(s) in,617089,24496,ENSG00000163608
ORPHA:93356,"Spondyloepimetaphyseal dysplasia, Missouri type",Disease,MMP13,matrix metallopeptidase 13,11q22.2,Disease-causing germline mutation(s) in,600108,7159,ENSG00000137745
ORPHA:93352,"Spondyloepimetaphyseal dysplasia, Shohat type",Disease,DDRGK1,DDRGK domain containing 1,20p13,Disease-causing germline mutation(s) (loss of function) in,616177,16110,ENSG00000198171
ORPHA:93284,Spondyloepiphyseal dysplasia tarda,Disease,TRAPPC2,trafficking protein particle complex subunit 2,Xp22.2,Disease-causing germline mutation(s) in,300202,23068,ENSG00000196459
ORPHA:93296,Achondrogenesis type 2,Clinical subtype,COL2A1,collagen type II alpha 1 chain,12q13.11,Disease-causing germline mutation(s) in,120140,2200,ENSG00000139219
ORPHA:93298,Achondrogenesis type 1B,Clinical subtype,SLC26A2,solute carrier family 26 member 2,5q32,Disease-causing germline mutation(s) in,606718,10994,ENSG00000155850
ORPHA:93297,Hypochondrogenesis,Clinical subtype,COL2A1,collagen type II alpha 1 chain,12q13.11,Disease-causing germline mutation(s) in,120140,2200,ENSG00000139219
ORPHA:93299,Achondrogenesis type 1A,Clinical subtype,TRIP11,thyroid hormone receptor interactor 11,14q32.12,Disease-causing germline mutation(s) (loss of function) in,604505,12305,ENSG00000100815
ORPHA:93304,Autosomal dominant brachyolmia,Malformation syndrome,TRPV4,transient receptor potential cation channel subfamily V member 4,12q24.11,Disease-causing germline mutation(s) (gain of function) in,605427,18083,ENSG00000111199
ORPHA:93307,Multiple epiphyseal dysplasia type 4,Disease,SLC26A2,solute carrier family 26 member 2,5q32,Disease-causing germline mutation(s) in,606718,10994,ENSG00000155850
ORPHA:93308,Multiple epiphyseal dysplasia type 1,Disease,COMP,cartilage oligomeric matrix protein,19p13.11,Disease-causing germline mutation(s) in,600310,2227,ENSG00000105664
ORPHA:93311,Multiple epiphyseal dysplasia type 5,Disease,MATN3,matrilin 3,2p24.1,Disease-causing germline mutation(s) in,602109,6909,ENSG00000132031
ORPHA:93314,"Spondylometaphyseal dysplasia, Kozlowski type",Disease,TRPV4,transient receptor potential cation channel subfamily V member 4,12q24.11,Disease-causing germline mutation(s) in,605427,18083,ENSG00000111199
ORPHA:93315,"Spondylometaphyseal dysplasia, 'corner fracture' type",Disease,COL2A1,collagen type II alpha 1 chain,12q13.11,Candidate gene tested in,120140,2200,ENSG00000139219
ORPHA:93315,"Spondylometaphyseal dysplasia, 'corner fracture' type",Disease,FN1,fibronectin 1,2q35,Disease-causing germline mutation(s) in,135600,3778,ENSG00000115414
ORPHA:93316,"Spondylometaphyseal dysplasia, Schmidt type",Disease,COL2A1,collagen type II alpha 1 chain,12q13.11,Disease-causing germline mutation(s) in,120140,2200,ENSG00000139219
ORPHA:93317,"Spondylometaphyseal dysplasia, Sedaghatian type",Malformation syndrome,GPX4,glutathione peroxidase 4,19p13.3,Disease-causing germline mutation(s) in,138322,4556,ENSG00000167468
ORPHA:529962,17q24.2 microdeletion syndrome,Malformation syndrome,BPTF,bromodomain PHD finger transcription factor,17q24.2,Role in the phenotype of,601819,3581,ENSG00000171634
ORPHA:529962,17q24.2 microdeletion syndrome,Malformation syndrome,PSMD12,"proteasome 26S subunit, non-ATPase 12",17q24.2,Role in the phenotype of,604450,9557,ENSG00000197170
ORPHA:90673,Hypothyroidism due to TSH receptor mutations,Disease,TSHR,thyroid stimulating hormone receptor,14q24-q31,Disease-causing germline mutation(s) (loss of function) in,603372,12373,ENSG00000165409
ORPHA:90674,Isolated thyroid-stimulating hormone deficiency,Disease,TSHB,thyroid stimulating hormone subunit beta,1p13.2,Disease-causing germline mutation(s) in,188540,12372,ENSG00000134200
ORPHA:90658,Charcot-Marie-Tooth disease type 1E,Disease,PMP22,peripheral myelin protein 22,17p12,Disease-causing germline mutation(s) in,601097,9118,ENSG00000109099
ORPHA:90791,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,Disease,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",1p12,Disease-causing germline mutation(s) in,613890,5218,ENSG00000203859
ORPHA:529980,Immune dysregulation-inflammatory bowel disease- recurrent sinopulmonary infections syndrome,Disease,NFAT5,nuclear factor of activated T cells 5,16q22.1,Candidate gene tested in,604708,7774,ENSG00000102908
ORPHA:529977,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome,Disease,RIPK1,receptor interacting serine/threonine kinase 1,6p25.2,Disease-causing germline mutation(s) (loss of function) in,603453,10019,ENSG00000137275
ORPHA:90695,Non-acquired panhypopituitarism,Disease,SOX3,SRY-box transcription factor 3,Xq27.1,Disease-causing germline mutation(s) (loss of function) in,313430,11199,ENSG00000134595
ORPHA:90695,Non-acquired panhypopituitarism,Disease,PROP1,PROP paired-like homeobox 1,5q35.3,Disease-causing germline mutation(s) in,601538,9455,ENSG00000175325
ORPHA:529965,Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome,Malformation syndrome,CHD1,chromodomain helicase DNA binding protein 1,5q15-q21.1,Disease-causing germline mutation(s) in,602118,1915,ENSG00000153922
ORPHA:529970,Male infertility due to acephalic spermatozoa,Clinical subtype,PMFBP1,polyamine modulated factor 1 binding protein 1,16q22.2,Disease-causing germline mutation(s) in,618085,17728,ENSG00000118557
ORPHA:529970,Male infertility due to acephalic spermatozoa,Clinical subtype,SUN5,Sad1 and UNC84 domain containing 5,20q11.21,Disease-causing germline mutation(s) in,613942,16252,ENSG00000167098
ORPHA:90625,Rare X-linked non-syndromic sensorineural deafness type DFN,Etiological subtype,PRPS1,phosphoribosyl pyrophosphate synthetase 1,Xq22.3,Disease-causing germline mutation(s) in,311850,9462,ENSG00000147224
ORPHA:90625,Rare X-linked non-syndromic sensorineural deafness type DFN,Etiological subtype,COL4A6,collagen type IV alpha 6 chain,Xq22.3,Disease-causing germline mutation(s) in,303631,2208,ENSG00000197565
ORPHA:90625,Rare X-linked non-syndromic sensorineural deafness type DFN,Etiological subtype,SMPX,small muscle protein X-linked,Xp22.12,Disease-causing germline mutation(s) in,300226,11122,ENSG00000091482
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,KITLG,KIT ligand,12q21.32,Disease-causing germline mutation(s) in,184745,6343,ENSG00000049130
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,CENPP,centromere protein P,9q22.31,Disease-causing germline mutation(s) in,611505,32933,ENSG00000188312
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,USP48,ubiquitin specific peptidase 48,1p36.12,Disease-causing germline mutation(s) in,617445,18533,ENSG00000090686
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,SSBP1,single stranded DNA binding protein 1,7q34,Major susceptibility factor in,600439,11317,ENSG00000106028
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,TRRAP,transformation/transcription domain associated protein,7q22.1,Disease-causing germline mutation(s) in,603015,12347,ENSG00000196367
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,PDE1C,phosphodiesterase 1C,7p14.3,Disease-causing germline mutation(s) in,602987,8776,ENSG00000154678
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,ATP11A,ATPase phospholipid transporting 11A,13q34,Disease-causing germline mutation(s) in,605868,13552,ENSG00000068650
ORPHA:90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,Etiological subtype,SLC44A4,solute carrier family 44 member 4,6p21.33,Disease-causing germline mutation(s) in,606107,13941,ENSG00000204385
