orpha_code,disease_name,disorder_type,gene_symbol,gene_name,gene_locus,association_type,omim_gene,hgnc,ensembl
ORPHA:251576,Gliosarcoma,Histopathological subtype,TP53,tumor protein p53,17p13.1,Biomarker tested in,191170,11998,ENSG00000141510
ORPHA:251576,Gliosarcoma,Histopathological subtype,TACC3,transforming acidic coiled-coil containing protein 3,4p16.3,Part of a fusion gene in,605303,11524,ENSG00000013810
ORPHA:251576,Gliosarcoma,Histopathological subtype,TACC1,transforming acidic coiled-coil containing protein 1,8p11.22,Part of a fusion gene in,605301,11522,ENSG00000147526
ORPHA:251576,Gliosarcoma,Histopathological subtype,PPARG,peroxisome proliferator activated receptor gamma,3p25.2,Biomarker tested in,601487,9236,ENSG00000132170
ORPHA:251576,Gliosarcoma,Histopathological subtype,LZTR1,leucine zipper like post translational regulator 1,22q11.21,Disease-causing somatic mutation(s) in,600574,6742,ENSG00000099949
ORPHA:251576,Gliosarcoma,Histopathological subtype,SEPTIN14,septin 14,7p11.2,Part of a fusion gene in,612140,33280,ENSG00000154997
ORPHA:251576,Gliosarcoma,Histopathological subtype,IDH1,isocitrate dehydrogenase (NADP(+)) 1,2q34,Biomarker tested in,147700,5382,ENSG00000138413
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",6q22.1,Part of a fusion gene in,165020,10261,ENSG00000047936
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,PPARG,peroxisome proliferator activated receptor gamma,3p25.2,Biomarker tested in,601487,9236,ENSG00000132170
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,NFKBIA,NFKB inhibitor alpha,14q13.2,Biomarker tested in,164008,7797,ENSG00000100906
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,MGMT,O-6-methylguanine-DNA methyltransferase,10q26.3,Biomarker tested in,156569,7059,ENSG00000170430
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,EGFR,epidermal growth factor receptor,7p11.2,Part of a fusion gene in,131550,3236,ENSG00000146648
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,FGFR1,fibroblast growth factor receptor 1,8p11.23,Part of a fusion gene in,136350,3688,ENSG00000077782
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,FGFR3,fibroblast growth factor receptor 3,4p16.3,Part of a fusion gene in,134934,3690,ENSG00000068078
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,TP53,tumor protein p53,17p13.1,Biomarker tested in,191170,11998,ENSG00000141510
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,TACC3,transforming acidic coiled-coil containing protein 3,4p16.3,Part of a fusion gene in,605303,11524,ENSG00000013810
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,TACC1,transforming acidic coiled-coil containing protein 1,8p11.22,Part of a fusion gene in,605301,11522,ENSG00000147526
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,IDH1,isocitrate dehydrogenase (NADP(+)) 1,2q34,Biomarker tested in,147700,5382,ENSG00000138413
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,LZTR1,leucine zipper like post translational regulator 1,22q11.21,Disease-causing somatic mutation(s) in,600574,6742,ENSG00000099949
ORPHA:251579,Giant cell glioblastoma,Histopathological subtype,SEPTIN14,septin 14,7p11.2,Part of a fusion gene in,612140,33280,ENSG00000154997
ORPHA:251589,Anaplastic astrocytoma,Disease,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1,Biomarker tested in,147650,5383,ENSG00000182054
ORPHA:251598,Protoplasmic astrocytoma,Histopathological subtype,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1,Biomarker tested in,147650,5383,ENSG00000182054
ORPHA:251604,Gemistocytic astrocytoma,Histopathological subtype,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1,Biomarker tested in,147650,5383,ENSG00000182054
ORPHA:251601,Fibrillary astrocytoma,Histopathological subtype,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1,Biomarker tested in,147650,5383,ENSG00000182054
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",7q34,Disease-causing somatic mutation(s) in,164757,1097,ENSG00000157764
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",7q34,Part of a fusion gene in,164757,1097,ENSG00000157764
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",3p25.2,Part of a fusion gene in,164760,9829,ENSG00000132155
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,FGFR1,fibroblast growth factor receptor 1,8p11.23,Disease-causing somatic mutation(s) in,136350,3688,ENSG00000077782
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,3p25.3,Part of a fusion gene in,606525,19744,ENSG00000196220
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,NTRK2,neurotrophic receptor tyrosine kinase 2,9q21.33,Part of a fusion gene in,600456,8032,ENSG00000148053
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,KIAA1549,KIAA1549,7q34,Part of a fusion gene in,613344,22219,ENSG00000122778
ORPHA:251615,Pilomyxoid astrocytoma,Histopathological subtype,KRAS,"KRAS proto-oncogene, GTPase",12p12.1,Disease-causing somatic mutation(s) in,190070,6407,ENSG00000133703
ORPHA:251627,Oligodendroglioma,Disease,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1,Biomarker tested in,147650,5383,ENSG00000182054
ORPHA:251627,Oligodendroglioma,Disease,POT1,protection of telomeres 1,7q31.33,Major susceptibility factor in,606478,17284,ENSG00000128513
ORPHA:2169,Methylcobalamin deficiency type cblE,Clinical subtype,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,5p15.31,Disease-causing germline mutation(s) in,602568,7473,ENSG00000124275
ORPHA:2228,Hypodontia-dysplasia of nails syndrome,Malformation syndrome,MSX1,msh homeobox 1,4p16.2,Disease-causing germline mutation(s) in,142983,7391,ENSG00000163132
ORPHA:2224,Hypertryptophanemia,Disease,TDO2,"tryptophan 2,3-dioxygenase",4q32.1,Disease-causing germline mutation(s) in,191070,11708,ENSG00000151790
ORPHA:2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,Malformation syndrome,LMNA,lamin A/C,1q22,Disease-causing germline mutation(s) in,150330,6636,ENSG00000160789
ORPHA:2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,Malformation syndrome,GATA3,GATA binding protein 3,10p14,Disease-causing germline mutation(s) (loss of function) in,131320,4172,ENSG00000107485
ORPHA:251992,Ganglioneuroma,Disease,ALK,ALK receptor tyrosine kinase,2p23.2-p23.1,Major susceptibility factor in,105590,427,ENSG00000171094
ORPHA:2199,Epidermolytic palmoplantar keratoderma,Disease,KRT1,keratin 1,12q13.13,Disease-causing germline mutation(s) (gain of function) in,139350,6412,ENSG00000167768
ORPHA:2199,Epidermolytic palmoplantar keratoderma,Disease,KRT9,keratin 9,17q21.2,Disease-causing germline mutation(s) in,607606,6447,ENSG00000171403
ORPHA:2199,Epidermolytic palmoplantar keratoderma,Disease,KRT16,keratin 16,17q21.2,Candidate gene tested in,148067,6423,ENSG00000186832
ORPHA:251863,Desmoplastic/nodular medulloblastoma,Histopathological subtype,SUFU,SUFU negative regulator of hedgehog signaling,10q24.32,Major susceptibility factor in,607035,16466,ENSG00000107882
ORPHA:2198,Palmoplantar keratoderma-esophageal carcinoma syndrome,Disease,RHBDF2,rhomboid 5 homolog 2,17q25.1,Disease-causing germline mutation(s) (gain of function) in,614404,20788,ENSG00000129667
ORPHA:251858,Medulloblastoma with extensive nodularity,Histopathological subtype,SUFU,SUFU negative regulator of hedgehog signaling,10q24.32,Major susceptibility factor in,607035,16466,ENSG00000107882
ORPHA:251877,Ganglioneuroblastoma,Disease,ALK,ALK receptor tyrosine kinase,2p23.2-p23.1,Major susceptibility factor in,105590,427,ENSG00000171094
ORPHA:2202,Palmoplantar keratoderma-deafness syndrome,Disease,GJB2,gap junction protein beta 2,13q12.11,Disease-causing germline mutation(s) in,121011,4284,ENSG00000165474
ORPHA:2202,Palmoplantar keratoderma-deafness syndrome,Disease,MT-TS1,mitochondrially encoded tRNA-Ser (UCN) 1,mitochondria,Disease-causing germline mutation(s) in,590080,7497,ENSG00000210151
ORPHA:251899,Choroid plexus carcinoma,Disease,TP53,tumor protein p53,17p13.1,Disease-causing germline mutation(s) in,191170,11998,ENSG00000141510
ORPHA:251019,2q32q33 deletion syndrome,Malformation syndrome,SATB2,SATB homeobox 2,2q33.1,Role in the phenotype of,608148,21637,ENSG00000119042
ORPHA:251028,SATB2-associated syndrome due to a chromosomal rearrangement,Etiological subtype,SATB2,SATB homeobox 2,2q33.1,Role in the phenotype of,608148,21637,ENSG00000119042
ORPHA:672,Pallister-Hall syndrome,Malformation syndrome,GLI3,GLI family zinc finger 3,7p14.1,Disease-causing germline mutation(s) in,165240,4319,ENSG00000106571
ORPHA:455,Superficial epidermolytic ichthyosis,Disease,KRT2,keratin 2,12q13.13,Disease-causing germline mutation(s) in,600194,6439,ENSG00000172867
ORPHA:251061,7q31 microdeletion syndrome,Malformation syndrome,FOXP2,forkhead box P2,7q31.1,Role in the phenotype of,605317,13875,ENSG00000128573
ORPHA:251066,8p11.2 deletion syndrome,Malformation syndrome,ANK1,ankyrin 1,8p11.21,Role in the phenotype of,612641,492,ENSG00000029534
ORPHA:251071,8p23.1 microdeletion syndrome,Malformation syndrome,GATA4,GATA binding protein 4,8p23.1,Role in the phenotype of,600576,4173,ENSG00000136574
ORPHA:2273,Ichthyosis follicularis-alopecia-photophobia syndrome,Disease,MBTPS2,"membrane bound transcription factor peptidase, site 2",Xp22.12,Disease-causing germline mutation(s) in,300294,15455,ENSG00000012174
ORPHA:139,CHILD syndrome,Disease,NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,Xq28,Disease-causing germline mutation(s) in,300275,13398,ENSG00000147383
ORPHA:457,Harlequin ichthyosis,Disease,ABCA12,ATP binding cassette subfamily A member 12,2q35,Disease-causing germline mutation(s) in,607800,14637,ENSG00000144452
ORPHA:251056,6q25.2q25.3 microdeletion syndrome,Malformation syndrome,ARID1B,AT-rich interaction domain 1B,6q25.3,Role in the phenotype of,614556,18040,ENSG00000049618
ORPHA:2239,Familial isolated hypoparathyroidism due to agenesis of parathyroid gland,Clinical subtype,GCM2,glial cells missing transcription factor 2,6p24.2,Disease-causing germline mutation(s) (loss of function) in,603716,4198,ENSG00000124827
ORPHA:2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,Malformation syndrome,LMOD1,leiomodin 1,1q32.1,Disease-causing germline mutation(s) (loss of function) in,602715,6647,ENSG00000163431
ORPHA:2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,Malformation syndrome,MYH11,myosin heavy chain 11,16p13.11,Disease-causing germline mutation(s) (loss of function) in,160745,7569,ENSG00000133392
ORPHA:2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,Malformation syndrome,ACTG2,"actin gamma 2, smooth muscle",2p13.1,Disease-causing germline mutation(s) in,102545,145,ENSG00000163017
ORPHA:2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,Malformation syndrome,MYLK,myosin light chain kinase,3q21.1,Disease-causing germline mutation(s) (loss of function) in,600922,7590,ENSG00000065534
ORPHA:250984,Autosomal recessive Stickler syndrome,Clinical subtype,COL9A1,collagen type IX alpha 1 chain,6q13,Disease-causing germline mutation(s) in,120210,2217,ENSG00000112280
ORPHA:250984,Autosomal recessive Stickler syndrome,Clinical subtype,COL9A2,collagen type IX alpha 2 chain,1p34.2,Disease-causing germline mutation(s) (loss of function) in,120260,2218,ENSG00000049089
ORPHA:250984,Autosomal recessive Stickler syndrome,Clinical subtype,COL9A3,collagen type IX alpha 3 chain,20q13.33,Disease-causing germline mutation(s) (loss of function) in,120270,2219,ENSG00000092758
ORPHA:250984,Autosomal recessive Stickler syndrome,Clinical subtype,LOXL3,lysyl oxidase like 3,2p13.1,Disease-causing germline mutation(s) in,607163,13869,ENSG00000115318
ORPHA:250977,AICA-ribosiduria,Disease,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,2q35,Disease-causing germline mutation(s) in,601731,794,ENSG00000138363
ORPHA:2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,Disease,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,18p11.32,Disease-causing germline mutation(s) in,614982,29090,ENSG00000101596
ORPHA:250923,Isolated aniridia,Morphological anomaly,PAX6,paired box 6,11p13,Disease-causing germline mutation(s) (loss of function) in,607108,8620,ENSG00000007372
ORPHA:250923,Isolated aniridia,Morphological anomaly,TRIM44,tripartite motif containing 44,11p13,Disease-causing germline mutation(s) (gain of function) in,612298,19016,ENSG00000166326
ORPHA:250923,Isolated aniridia,Morphological anomaly,FOXC1,forkhead box C1,6p25.3,Disease-causing germline mutation(s) in,601090,3800,ENSG00000054598
ORPHA:250972,Polymicrogyria with optic nerve hypoplasia,Malformation syndrome,TUBA8,tubulin alpha 8,22q11.21,Disease-causing germline mutation(s) in,605742,12410,ENSG00000183785
ORPHA:2255,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome,Disease,GATA6,GATA binding protein 6,18q11.2,Disease-causing germline mutation(s) (loss of function) in,601656,4174,ENSG00000141448
ORPHA:251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,Disease,HBB,hemoglobin subunit beta,11p15.4,Disease-causing germline mutation(s) in,141900,4827,ENSG00000244734
ORPHA:251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,Disease,BCL11A,BCL11 transcription factor A,2p16.1,Candidate gene tested in,606557,13221,ENSG00000119866
ORPHA:251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,Disease,HBG1,hemoglobin subunit gamma 1,11p15.4,Disease-causing germline mutation(s) in,142200,4831,ENSG00000213934
ORPHA:251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,Disease,HBG2,hemoglobin subunit gamma 2,11p15.4,Disease-causing germline mutation(s) in,142250,4832,ENSG00000196565
ORPHA:251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,Disease,KLF1,KLF transcription factor 1,19p13.13,Disease-causing germline mutation(s) in,600599,6345,ENSG00000105610
ORPHA:251383,CK syndrome,Malformation syndrome,NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,Xq28,Disease-causing germline mutation(s) (loss of function) in,300275,13398,ENSG00000147383
ORPHA:251370,Sickle cell S-D Punjab disease,Clinical subtype,HBB,hemoglobin subunit beta,11p15.4,Disease-causing germline mutation(s) in,141900,4827,ENSG00000244734
ORPHA:251375,Sickle cell S-E disease,Clinical subtype,HBB,hemoglobin subunit beta,11p15.4,Disease-causing germline mutation(s) in,141900,4827,ENSG00000244734
ORPHA:251365,Sickle cell S-C disease,Disease,HBB,hemoglobin subunit beta,11p15.4,Disease-causing germline mutation(s) in,141900,4827,ENSG00000244734
ORPHA:2319,Juberg-Hayward syndrome,Malformation syndrome,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,8p21.1,Disease-causing germline mutation(s) in,609353,27230,ENSG00000171320
ORPHA:251523,Hyperzincemia and hypercalprotectinemia,Disease,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,15q24.3,Disease-causing germline mutation(s) in,606347,9580,ENSG00000140368
ORPHA:2315,Johanson-Blizzard syndrome,Malformation syndrome,UBR1,ubiquitin protein ligase E3 component n-recognin 1,15q15.2,Disease-causing germline mutation(s) (loss of function) in,605981,16808,ENSG00000159459
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,DHX37,DEAH-box helicase 37,12q24.31,Disease-causing germline mutation(s) in,617362,17210,ENSG00000150990
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,WT1,WT1 transcription factor,11p13,Candidate gene tested in,607102,12796,ENSG00000184937
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,SOX9,SRY-box transcription factor 9,17q24.3,Disease-causing germline mutation(s) in,608160,11204,ENSG00000125398
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,SRY,sex determining region Y,Yp11.2,Disease-causing germline mutation(s) in,480000,11311,ENSG00000184895
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,WWOX,WW domain containing oxidoreductase,16q23.1-q23.2,Disease-causing germline mutation(s) in,605131,12799,ENSG00000186153
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,ZFPM2,"zinc finger protein, FOG family member 2",8q23,Disease-causing germline mutation(s) in,603693,16700,ENSG00000169946
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,GATA4,GATA binding protein 4,8p23.1,Disease-causing germline mutation(s) (loss of function) in,600576,4173,ENSG00000136574
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,NR0B1,nuclear receptor subfamily 0 group B member 1,Xp21.2,Role in the phenotype of,300473,7960,ENSG00000169297
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,NR5A1,nuclear receptor subfamily 5 group A member 1,9q33.3,Disease-causing germline mutation(s) in,184757,7983,ENSG00000136931
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,MAP3K1,mitogen-activated protein kinase kinase kinase 1,5q11.2,Disease-causing germline mutation(s) in,600982,6848,ENSG00000095015
ORPHA:251510,"46,XY partial gonadal dysgenesis",Malformation syndrome,VAMP7,vesicle associated membrane protein 7,Xq28 and Yq12,Role in the phenotype of,300053,11486,ENSG00000124333
ORPHA:2309,Pachyonychia congenita,Disease,KRT16,keratin 16,17q21.2,Disease-causing germline mutation(s) in,148067,6423,ENSG00000186832
ORPHA:2309,Pachyonychia congenita,Disease,KRT17,keratin 17,17q21.2,Disease-causing germline mutation(s) in,148069,6427,ENSG00000128422
ORPHA:2309,Pachyonychia congenita,Disease,KRT6A,keratin 6A,12q13.13,Disease-causing germline mutation(s) in,148041,6443,ENSG00000205420
ORPHA:2309,Pachyonychia congenita,Disease,KRT6B,keratin 6B,12q13.13,Disease-causing germline mutation(s) in,148042,6444,ENSG00000185479
ORPHA:251393,Localized junctional epidermolysis bullosa,Disease,COL17A1,collagen type XVII alpha 1 chain,10q25.1,Disease-causing germline mutation(s) in,113811,2194,ENSG00000065618
ORPHA:251393,Localized junctional epidermolysis bullosa,Disease,ITGB4,integrin subunit beta 4,17q25.1,Disease-causing germline mutation(s) in,147557,6158,ENSG00000132470
ORPHA:2307,IVIC syndrome,Malformation syndrome,SALL4,spalt like transcription factor 4,20q13.2,Disease-causing germline mutation(s) in,607343,15924,ENSG00000101115
ORPHA:251295,Pigmented paravenous retinochoroidal atrophy,Disease,CRB1,crumbs cell polarity complex component 1,1q31.3,Disease-causing germline mutation(s) in,604210,2343,ENSG00000134376
ORPHA:251290,Parietal foramina with clavicular hypoplasia,Malformation syndrome,MSX2,msh homeobox 2,5q35.2,Disease-causing germline mutation(s) (loss of function) in,123101,7392,ENSG00000120149
ORPHA:251287,Benign concentric annular macular dystrophy,Disease,IMPG1,interphotoreceptor matrix proteoglycan 1,6q14.1,Disease-causing germline mutation(s) in,602870,6055,ENSG00000112706
ORPHA:251282,Autosomal dominant spastic ataxia type 1,Disease,VAMP1,vesicle associated membrane protein 1,12p13.31,Disease-causing germline mutation(s) in,185880,12642,ENSG00000139190
ORPHA:251279,Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,Disease,MFRP,membrane frizzled-related protein,11q23.3,Disease-causing germline mutation(s) (loss of function) in,606227,18121,ENSG00000235718
ORPHA:251274,Familial hyperaldosteronism type III,Disease,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,11q24.3,Disease-causing germline mutation(s) (gain of function) in,600734,6266,ENSG00000120457
ORPHA:251262,Familial osteochondritis dissecans,Disease,ACAN,aggrecan,15q26.1,Disease-causing germline mutation(s) in,155760,319,ENSG00000157766
ORPHA:251347,Ataxia-telangiectasia-like disorder,Disease,MRE11,MRE11 double strand break repair nuclease,11q21,Disease-causing germline mutation(s) in,600814,7230,ENSG00000020922
ORPHA:2289,Neuronal intranuclear inclusion disease,Disease,NOTCH2NLC,notch 2 N-terminal like C,1q21.2,Disease-causing germline mutation(s) in,618025,53924,ENSG00000286219
ORPHA:2290,Microvillus inclusion disease,Disease,MYO5B,myosin VB,18q21.1,Disease-causing germline mutation(s) (loss of function) in,606540,7603,ENSG00000167306
ORPHA:2290,Microvillus inclusion disease,Disease,STX3,syntaxin 3,11q12.1,Disease-causing germline mutation(s) (loss of function) in,600876,11438,ENSG00000166900
ORPHA:254857,Lethal infantile mitochondrial myopathy,Disease,MT-TT,mitochondrially encoded tRNA-Thr (ACN),mitochondria,Candidate gene tested in,590090,7499,ENSG00000210195
ORPHA:2678,Familial isolated café-au-lait macules,Malformation syndrome,LZTR1,leucine zipper like post translational regulator 1,22q11.21,Disease-causing germline mutation(s) in,600574,6742,ENSG00000099949
ORPHA:254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,Disease,TRMU,tRNA mitochondrial 2-thiouridylase,22q13.31,Disease-causing germline mutation(s) in,610230,25481,ENSG00000100416
ORPHA:254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,Disease,MT-TE,mitochondrially encoded tRNA-Glu (GAA/G),mitochondria,Disease-causing germline mutation(s) in,590025,7479,ENSG00000210194
ORPHA:2662,Keipert syndrome,Malformation syndrome,GPC4,glypican 4,Xq26.2,Disease-causing germline mutation(s) in,300168,4452,ENSG00000076716
ORPHA:1475,Renal coloboma syndrome,Malformation syndrome,PAX2,paired box 2,10q24.31,Disease-causing germline mutation(s) in,167409,8616,ENSG00000075891
ORPHA:2670,Pierson syndrome,Malformation syndrome,LAMB2,laminin subunit beta 2,3p21.31,Disease-causing germline mutation(s) (loss of function) in,150325,6487,ENSG00000172037
ORPHA:254930,Combined oxidative phosphorylation defect type 7,Disease,MTRFR,mitochondrial translation release factor in rescue,12q24.31,Disease-causing germline mutation(s) in,613541,26784,ENSG00000130921
ORPHA:254925,Combined oxidative phosphorylation defect type 4,Disease,TUFM,"Tu translation elongation factor, mitochondrial",16p11.2,Disease-causing germline mutation(s) in,602389,12420,ENSG00000178952
ORPHA:2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,Malformation syndrome,VPS33B,VPS33B late endosome and lysosome associated,15q26.1,Disease-causing germline mutation(s) in,608552,12712,ENSG00000184056
ORPHA:2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,Malformation syndrome,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",14q24.3,Disease-causing germline mutation(s) in,613401,20347,ENSG00000151445
ORPHA:254920,Combined oxidative phosphorylation defect type 2,Disease,MRPS16,mitochondrial ribosomal protein S16,10q22.2,Disease-causing germline mutation(s) in,609204,14048,ENSG00000182180
ORPHA:254913,Isolated ATP synthase deficiency,Disease,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,mitochondria,Disease-causing germline mutation(s) in,516060,7414,ENSG00000198899
ORPHA:254913,Isolated ATP synthase deficiency,Disease,ATP5MK,ATP synthase membrane subunit k,10q24.33,Disease-causing germline mutation(s) in,615204,30889,ENSG00000173915
ORPHA:254913,Isolated ATP synthase deficiency,Disease,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8,mitochondria,Disease-causing germline mutation(s) in,516070,7415,ENSG00000228253
ORPHA:254913,Isolated ATP synthase deficiency,Disease,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,17p11.2,Disease-causing germline mutation(s) in,608918,18802,ENSG00000171953
ORPHA:254913,Isolated ATP synthase deficiency,Disease,ATP5F1E,ATP synthase F1 subunit epsilon,20q13.32,Disease-causing germline mutation(s) in,606153,838,ENSG00000124172
ORPHA:254913,Isolated ATP synthase deficiency,Disease,ATP5F1A,ATP synthase F1 subunit alpha,18q21.1,Disease-causing germline mutation(s) in,164360,823,ENSG00000152234
ORPHA:254913,Isolated ATP synthase deficiency,Disease,ATP5F1D,ATP synthase F1 subunit delta,19p13.3,Disease-causing germline mutation(s) in,603150,837,ENSG00000099624
ORPHA:255182,Pyruvate dehydrogenase E3-binding protein deficiency,Clinical subtype,PDHX,pyruvate dehydrogenase complex component X,11p13,Disease-causing germline mutation(s) in,608769,21350,ENSG00000110435
ORPHA:2701,Noonan syndrome-like disorder with loose anagen hair,Malformation syndrome,PPP1CB,protein phosphatase 1 catalytic subunit beta,2p23.2,Disease-causing germline mutation(s) in,600590,9282,ENSG00000213639
ORPHA:2701,Noonan syndrome-like disorder with loose anagen hair,Malformation syndrome,SHOC2,SHOC2 leucine rich repeat scaffold protein,10q25.2,Disease-causing germline mutation(s) in,602775,15454,ENSG00000108061
ORPHA:255138,Pyruvate dehydrogenase E1-beta deficiency,Clinical subtype,PDHB,pyruvate dehydrogenase E1 subunit beta,3p14.3,Disease-causing germline mutation(s) in,179060,8808,ENSG00000168291
ORPHA:255132,Adult-onset autosomal recessive sideroblastic anemia,Disease,GLRX5,glutaredoxin 5,14q32.13,Disease-causing germline mutation(s) in,609588,20134,ENSG00000182512
ORPHA:2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,Disease,GJB2,gap junction protein beta 2,13q12.11,Disease-causing germline mutation(s) in,121011,4284,ENSG00000165474
ORPHA:254886,Autosomal recessive progressive external ophthalmoplegia,Disease,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,Disease-causing germline mutation(s) in,174763,9179,ENSG00000140521
ORPHA:254886,Autosomal recessive progressive external ophthalmoplegia,Disease,TK2,thymidine kinase 2,16q21,Disease-causing germline mutation(s) in,188250,11831,ENSG00000166548
ORPHA:254886,Autosomal recessive progressive external ophthalmoplegia,Disease,TOP3A,DNA topoisomerase III alpha,17p11.2,Disease-causing germline mutation(s) in,601243,11992,ENSG00000177302
ORPHA:254886,Autosomal recessive progressive external ophthalmoplegia,Disease,RRM1,ribonucleotide reductase catalytic subunit M1,11p15.4,Disease-causing germline mutation(s) in,180410,10451,ENSG00000167325
ORPHA:254881,Spinocerebellar ataxia with epilepsy,Disease,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,Disease-causing germline mutation(s) in,174763,9179,ENSG00000140521
ORPHA:254875,"Mitochondrial DNA depletion syndrome, myopathic form",Disease,TK2,thymidine kinase 2,16q21,Disease-causing germline mutation(s) in,188250,11831,ENSG00000166548
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,17p12,Disease-causing germline mutation(s) in,602125,2260,ENSG00000006695
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,MT-CO1,mitochondrially encoded cytochrome c oxidase I,mitochondria,Disease-causing germline mutation(s) in,516030,7419,ENSG00000198804
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,MT-CO2,mitochondrially encoded cytochrome c oxidase II,mitochondria,Disease-causing germline mutation(s) (loss of function) in,516040,7421,ENSG00000198712
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,MT-CO3,mitochondrially encoded cytochrome c oxidase III,mitochondria,Disease-causing germline mutation(s) in,516050,7422,ENSG00000198938
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX6B1,cytochrome c oxidase subunit 6B1,19q13.12,Disease-causing germline mutation(s) in,124089,2280,ENSG00000126267
